"City","Practice_Name","City.Rank","Compliance","Star_Rating","Numerator","Denominator","Needed4","Needed5","Med_Household","Address","Program","Stars_Par"
"Allentown","ST LUKES ALLENTOWN FAMILY HEALTH CENTER",1,1,5,3,3,NA,NA,52682.3905,"1501 Lehigh Street","TRUE PERFORMANCE PLUS COMM","Y"
"Allentown","COORDINATED HEALTH FAMILY PRACTICE",19,0.889,5,16,18,0,0,66485.4639,"1503 North Cedar Crest Boulevard","TRUE PERFORMANCE","Y"
"Allentown","COORDINATED HEALTH INTERNAL MEDICINE",26,0.857,4,6,7,NA,NA,66485.4639,"1503 North Cedar Crest Boulevard","TRUE PERFORMANCE","Y"
"Allison Park","LAMPERSKI INTERNAL MEDICINE  LLC",1,0.891,5,98,110,0,0,72550.5748,"4068 Mount Royal Boulevard","TRUE PERFORMANCE IND","Y"
"Altoona","UPMC ALTOONA BLAIR MEDICAL ASSOC SPECIALTY",4,0.857,4,12,14,0,1,40860.9792,"1414 Ninth Avenue","","Y"
"Altoona","SANKARAN, MANICKAM, MD",12,0.71,1,22,31,4,5,40860.9792,"901 Valley View Blvd.","","Y"
"Altoona","UPMC ALTOONA REGIONAL HEALTH SERVICES INC",3,0.867,5,896,1033,0,0,40860.9792,"1414 Ninth Avenue","","Y"
"Altoona","ALTOONA FAMILY PHYSICIANS",2,0.943,5,33,35,0,0,40571.0686,"501 Howard Avenue","","Y"
"Altoona","NAJI,  MUHAMMAD G, MD",13,0.667,1,2,3,NA,NA,40860.9792,"215 Union Avenue","","Y"
"Altoona","DOWLUT, MOHAMMAD N MD",1,1,5,10,10,0,0,40860.9792,"215 Union Avenue","","Y"
"Altoona","PINECROFT MEDICAL CENTER",8,0.816,3,31,38,1,2,40860.9792,"417 Sabbath Rest Road","TRUE PERFORMANCE","Y"
"Altoona","BLAIR NEPHROLOGY ASSOC INC",4,0.857,4,6,7,NA,NA,40571.0686,"312 Chestnut Avenue","","Y"
"Altoona","K SIRIPALA MD AND ASSOCIATES INC",11,0.773,2,17,22,2,2,40571.0686,"312 Chestnut Avenue","","Y"
"Altoona","DOCTORS WALK IN CARE INC",9,0.8,2,24,30,1,2,40571.0686,"222 Chestnut Avenue","","Y"
"Altoona","RIFKAH, ELIAS MD",10,0.795,2,31,39,2,3,40571.0686,"120 Chestnut Avenue","","Y"
"Altoona","REINHARDT FAMILY PRACTICE",6,0.852,4,98,115,0,1,40571.0686,"1701 12th Avenue","TRUE PERFORMANCE IND","Y"
"Altoona","TRIDENT USA MOBILE CLINICAL SERVICES LLC",7,0.826,3,19,23,1,1,40571.0686,"1020 Green Avenue","","Y"
"Altoona","NEW ERA PHYSICIAN SERVICES LLC",14,0.6,1,3,5,NA,NA,40860.9792,"2525 Ninth Avenue","","Y"
"Ambridge","HVMG INTERNAL MEDICINE ASSOCIATES",1,0.874,5,444,508,0,0,39157.7213,"1155 Merchant Street","TRUE PERFORMANCE PLUS COMM","Y"
"Andover","PHN ANDOVER",1,0.75,2,3,4,NA,NA,40520.7866,"5594 State Route 7","","Y"
"Annville","PINNACLEHEALTH ANNVILLE FAMILY MEDICINE",1,0.822,3,231,281,3,11,58347.9183,"1251 East Main Street","TRUE PERFORMANCE PLUS COMM","Y"
"Ansted","SUMMERSVILLE OUTPATIENT CENTER",1,0.5,1,2,4,NA,NA,31769,"52 Florence Street","TRUE PERFORMANCE","Y"
"Apollo","KISKI VALLEY COMMUNITY MEDC PC",1,0.867,5,156,180,0,0,48339.6172,"310 South Second Street","TRUE PERFORMANCE IND","Y"
"Arendtsville","MARTIN, H FREDERICK MD",1,0.94,5,47,50,0,0,78942,"56 South High Street","TRUE PERFORMANCE","Y"
"Ashland","WEBER, JOSEPH A MD",1,0.75,2,3,4,NA,NA,41098.0426,"604 Centre Street","","Y"
"Ashland","NAKKOUL, ANWAR MD PC",4,0.583,1,7,12,3,4,41098.0426,"1023 Centre Street","","Y"
"Ashland","ST LUKES ASHLAND FAMILY PRACTICE",2,0.688,1,11,16,3,3,41098.0426,"530 Centre Street","TRUE PERFORMANCE PLUS COMM","Y"
"Ashland","KINGS DAUGHTERS MEDICAL CENTER",3,0.667,1,2,3,NA,NA,36312.1096,"2201 Lexington Avenue","","Y"
"Aspers","WELLSPAN FAMILY MEDICINE ASPERS",1,0.882,5,75,85,0,0,52562.1,"2060 Carlisle Road","TRUE PERFORMANCE","Y"
"Aspinwall","PRIME CARE MEDICAL ASSOCIATES UPMC",1,0.839,4,162,193,0,5,73584.7475,"241-251 Freeport Road","","Y"
"Athens","GUTHRIE MEDICAL GROUP PC/ATHENS",1,1,5,24,24,0,0,36198.6764,"412 South Main Street","TRUE PERFORMANCE","Y"
"Atlasburg","ALEXANDER, DAN GEORGE MD",1,0.75,2,18,24,2,3,44028,"1569 Smith Township State Road","TRUE PERFORMANCE PLUS COMM","Y"
"Avella","AVELLA FAMILY PRACTICE LLC",1,0.85,4,17,20,0,1,52105.1292,"9 Campbell Street","TRUE PERFORMANCE PLUS COMM","Y"
"Avis","GEISINGER JERSEY SHORE MEDICAL ASSOCIATES AVIS",1,0.88,5,22,25,0,0,42798,"104 East Central Avenue","TRUE PERFORMANCE CUSTOM CONTRACT","Y"
"Avoca","JAMES J KOSIK DO PC",1,0.8,2,12,15,1,1,46626.1314,"824 McAlpine Street","TRUE PERFORMANCE","Y"
"Avonmore","MUTHAPPAN, PALANIAPPAN, MD",1,0.763,2,61,80,6,8,44448.5351,"527 Westmoreland Avenue","","Y"
"Baden","HVMG BADEN AREA HEALTHCARE SERVICES",1,0.791,2,129,163,7,12,63009.2585,"210 Ohio River Boulevard","TRUE PERFORMANCE PLUS COMM","Y"
"Bangor","MULTICARE PLUS",2,0.667,1,2,3,NA,NA,57029.4254,"225 Erdman Avenue","TRUE PERFORMANCE","Y"
"Bangor","NORTHAMPTON INTERNAL MEDICINE AT BANGOR",1,0.765,2,13,17,2,2,57029.4254,"125 South First Street","TRUE PERFORMANCE","Y"
"Barnesville","BARNESVILLE FAMILY HEALTH CENTER",1,1,5,3,3,NA,NA,39339.6083,"101 East Main Street","","Y"
"Barto","POTTSTOWN MEDICAL SPECIALISTS BALLY",1,0.889,5,16,18,0,0,68534.4091,"1315 Route 100","TRUE PERFORMANCE","Y"
"Bath","GUERRA, REYNALDO C, MD",3,0.538,1,7,13,4,5,62496.6811,"108 East Northampton Street","","Y"
"Bath","LVPG FAMILY MEDICINE BATH",2,0.556,1,5,9,NA,NA,62496.6811,"6649 Chrisphalt Drive","TRUE PERFORMANCE IND","Y"
"Bath","ST LUKES INTERNAL MEDICINE BATH",1,0.882,5,15,17,0,0,62496.6811,"2445 Plaza Court","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver","HVMG VALLEY INTERNAL MEDICINE",5,0.888,5,474,534,0,0,54197.327,"500 Sharon Road","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver","INTERNAL MEDICINE AND ENDOCRINOLOGY",7,0.797,2,55,69,3,5,54197.327,"701 Sharon Road","TRUE PERFORMANCE IND","Y"
"Beaver","HVMG BEAVER INTERNAL MEDICINE BEAVER",4,0.908,5,316,348,0,0,54197.327,"1000 Dutch Ridge Rd.","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver","RAY, ANNMARIE MD",1,1,5,16,16,0,0,54197.327,"274 Third Street","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver","HOLDREN, JEAN A., DO",3,0.923,5,12,13,0,0,54197.327,"701 Sharon Road","","Y"
"Beaver","HVMG BILLING",1,1,5,4,4,NA,NA,54197.327,"2 Peartree Way","","Y"
"Beaver","HVMG ASSOCIATES OF INTERNAL MEDICINE",6,0.849,4,259,305,0,4,54197.327,"1211 Third Street","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver Falls","HVMG BEAVER INTERNAL MEDICINE BEAVER FALLS",3,0.831,4,294,354,0,11,44790.9274,"1307 Sixth Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver Falls","HVMG TRINITY",2,0.85,4,238,280,0,3,44790.9274,"2580 Constitution Boulevard","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver Falls","HERITAGE VALLEY FP- GUFFEY",1,0.864,5,108,125,0,0,44790.9274,"2580 Constution Blvd","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver Falls","HERITAGE VALLEY FAMILY HEALTH CENTER",5,0.744,2,29,39,4,5,44790.9274,"1125 7th Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver Falls","HERITAGE VALLEY FAMILY PRACTICE GRIECO",4,0.818,3,54,66,1,3,44790.9274,"2620 Constitution Boulevard","TRUE PERFORMANCE PLUS COMM","Y"
"Beckley","CHARLES E PORTERFIELD DO",1,1,5,3,3,NA,NA,35593.2341,"3771 Robert C Byrd Drive","","Y"
"Beckley","DERMATOLOGY ASSOCIATES",1,1,5,3,3,NA,NA,35593.2341,"94 Brookshire Lane","","Y"
"Beckley","BECKLEY PHYSICIANS GROUP PLLC",3,0.333,1,1,3,NA,NA,35593.2341,"179 Woodland Drive","","Y"
"Bedford","UPMC BEDFORD INTERNAL MEDICINE",1,0.864,5,57,66,0,0,37904.4741,"118 South Anderson Street","","Y"
"Bellaire","BELMONT COMMUNITY HOSPITAL INC",1,1,5,5,5,NA,NA,33680.0351,"4697 Harrison Street","","Y"
"Belle Vernon","PEPPER FAMILY MEDICINE",4,0.833,4,35,42,0,2,34703.0682,"728 Broad Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Belle Vernon","TRI COUNTY MEDICAL PRACTICE LLC",1,0.846,4,77,91,0,2,34703.0682,"515 Broad Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Belle Vernon","PRIME MEDICAL GROUP PCG1-CHAUHAN ASSOCS",2,0.844,4,400,474,0,8,34703.0682,"1533 Broad Avenue","TRUE PERFORMANCE AHN","Y"
"Belle Vernon","MON VALE PRIMARY CARE PRACTICES INC",2,0.844,4,211,250,0,4,34703.0682,"800 Plaza Drive","TRUE PERFORMANCE PLUS COMM","Y"
"Bellefonte","BELLEFONTE MEDICAL CLINIC PC",2,0.826,3,71,86,1,3,45299.856,"527 Willowbank Street","TRUE PERFORMANCE","Y"
"Bellefonte","GMG BELLEFONTE FAMILY PRACTICE",1,0.828,3,48,58,1,2,45299.856,"819 East Bishop Street","TRUE PERFORMANCE CUSTOM CONTRACT","Y"
"Bellevue","HUSSAINI MEDICAL ASSOCIATES",1,0.788,2,52,66,3,5,45961.4011,"340 Lincoln Avenue","TRUE PERFORMANCE AHN","Y"
"Bentleyville","SOUTHWEST MEDICAL CENTER",1,0.827,3,115,139,1,5,37552.2931,"119 Wilson Road","TRUE PERFORMANCE PLUS COMM","Y"
"Berwick","GIUGLIANO, FRANK J MD",1,1,5,6,6,NA,NA,38172.5427,"523 Fowler Avenue","","Y"
"Berwick","INTERNAL MEDC OF BERWICK PC INC",3,0.833,4,5,6,NA,NA,38172.5427,"751 East 16th Street","","Y"
"Berwick","GMG BERWICK FAMILY PRACTICE",1,1,5,7,7,NA,NA,38172.5427,"2200 West Front St","TRUE PERFORMANCE CUSTOM CONTRACT","Y"
"Bethel Park","ZELONIS,  LAWRENCE J, DO",4,0.895,5,34,38,0,0,64384.8337,"2403 South Park Road","","Y"
"Bethel Park","YEASTED, GEORGE A MD",1,0.92,5,23,25,0,0,64384.8337,"2000 Oxford Drive","","Y"
"Bethel Park","SOUTH HILLS FAMILY MEDICINE LLC",3,0.898,5,431,480,0,0,64384.8337,"1000 Higbee Drive","TRUE PERFORMANCE AHN","Y"
"Bethel Park","PPCP BOBBY AND KOTAR",2,0.904,5,75,83,0,0,64384.8337,"2000 Oxford Drive","TRUE PERFORMANCE PLUS COMM","Y"
"Bethel Park","MT LEBANON INTERNAL MEDICINE DIVISION",5,0.877,5,543,619,0,0,64384.8337,"2000 Oxford Drive","TRUE PERFORMANCE PLUS COMM","Y"
"Bethel Park","ZELONIS, THOMAS G DO",6,0.667,1,12,18,3,4,64384.8337,"990 Higbee Drive","TRUE PERFORMANCE AHN","Y"
"Bethlehem","BACAK III, JOSEPH F MD",1,1,5,25,25,0,0,44996.7101,"701 Ostrum Street","","Y"
"Bethlehem","CHANG, CHI KUE T MD",25,0.6,1,3,5,NA,NA,74018.1998,"3348 Easton Avenue","TRUE PERFORMANCE IND","Y"
"Bethlehem","WILLIAM J GOULD DO PC",6,0.938,5,15,16,0,0,64939.0495,"3445 High Point Boulevard","","Y"
"Bethlehem","MEDICAL ASSOCIATES OF BETHLEHEM",15,0.849,4,45,53,0,1,74018.1998,"4311 Easton Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","SOUTH MOUNTAIN FAMILY PRACTICE",8,0.927,5,38,41,0,0,44996.7101,"1545 Broadway","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","DORVILLE MD AND KUNDU MD ASSOC",21,0.771,2,27,35,3,4,64939.0495,"5325 Northgate Drive","TRUE PERFORMANCE","Y"
"Bethlehem","LVPG FAMILY MEDICINE EASTON AVENUE",17,0.818,3,18,22,1,1,64939.0495,"3024 Easton Avenue","TRUE PERFORMANCE IND","Y"
"Bethlehem","SOUTH BETHLEHEM FAMILY PRACTICE",20,0.778,2,7,9,NA,NA,44996.7101,"306 South New Street","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","PERSIN, MAUREEN C DO PC",1,1,5,5,5,NA,NA,46494.3983,"217 West Broad Street","TRUE PERFORMANCE IND","Y"
"Bethlehem","YEVELSON INTERNAL MEDICINE PC",1,1,5,8,8,NA,NA,46494.3983,"1330 Center Street","","Y"
"Bethlehem","LVPG FAMILY AND INTERNAL MEDICINE BETHLEHEM TOWNSHIP",16,0.83,4,44,53,0,2,74018.1998,"2101 Emrick Boulevard","TRUE PERFORMANCE IND","Y"
"Bethlehem","WILLIAM PENN FAMILY PRACTICE",11,0.875,5,21,24,0,0,74018.1998,"4379 Easton Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","SAM S WENG MD",1,1,5,6,6,NA,NA,46494.3983,"940 North New Street","TRUE PERFORMANCE IND","Y"
"Bethlehem","JONATHAN MUNVES MD",23,0.714,1,5,7,NA,NA,64939.0495,"2597 Schoenersville Road","TRUE PERFORMANCE IND","Y"
"Bethlehem","RONALD R JULIA MD",12,0.857,4,6,7,NA,NA,74018.1998,"3201 Highfield Drive","TRUE PERFORMANCE IND","Y"
"Bethlehem","H N OLEWILER MD",24,0.667,1,2,3,NA,NA,46494.3983,"One East Elizabeth Avenue","TRUE PERFORMANCE IND","Y"
"Bethlehem","ST LUKES SENIOR CARE ASSOCIATES",26,0.556,1,5,9,NA,NA,44996.7101,"153 Brodhead Road","","Y"
"Bethlehem","W TIMOTHY SCHARLE MD INTERNAL MEDICINE",12,0.857,4,12,14,0,1,46494.3983,"800 Eaton Ave","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","ST LUKES BETHLEHEM INTERNAL MEDICINE",5,0.968,5,30,31,0,0,46494.3983,"800 Eaton Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","ERIKA LAHAV MD",19,0.786,2,11,14,1,2,64939.0495,"2045 Westgate Drive","TRUE PERFORMANCE IND","Y"
"Bethlehem","LVPG INTERNAL MEDICINE WEST BROAD",18,0.8,2,12,15,1,1,46494.3983,"325 West Broad Street","TRUE PERFORMANCE IND","Y"
"Bethlehem","LVPG INTERNAL MEDICINE MUHLENBERG",10,0.904,5,141,156,0,0,64939.0495,"2649 Schoenersville Road","TRUE PERFORMANCE IND","Y"
"Bethlehem","ST LUKES FAMILY PRACTICE",22,0.737,2,14,19,2,3,64939.0495,"2830 Easton Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","LEHIGH VALLEY FAMILY PRACTICE ASSOCIATES",7,0.931,5,27,29,0,0,64939.0495,"190 Brodhead Road","TRUE PERFORMANCE IND","Y"
"Bethlehem","EASTON MEDICAL GROUP",14,0.854,4,35,41,0,1,74018.1998,"3101 Emrick Boulevard","TRUE PERFORMANCE","Y"
"Bethlehem","MILLER HEIGHTS MEDICAL ASSOCIATES",9,0.912,5,31,34,0,0,74018.1998,"3833 Linden Street","TRUE PERFORMANCE IND","Y"
"Blairsville","LAH BLAIRSVILLE FAMILY MEDICINE",1,0.904,5,85,94,0,0,41477.3677,"56 Club Lane","TRUE PERFORMANCE PLUS COMM","Y"
"Blairsville","KLAIN, MATTHEW N MD PC",2,0.884,5,213,241,0,0,41477.3677,"25 Colony Boulevard","TRUE PERFORMANCE AHN","Y"
"Blanchard","PECHT, KARL R MD",1,1,5,7,7,NA,NA,46250,"104 Brickley Drive Route 150","","Y"
"Blandon","BERKS FAMILY PHYSICIANS PC",1,0.9,5,18,20,0,0,63599,"11 Ingot Drive","TRUE PERFORMANCE","Y"
"Blandon","JAMESON, TIMOTHY L DO",2,0.778,2,7,9,NA,NA,63599,"8500 Allentown Pike","","Y"
"Blandon","LVPG FAMILY MEDICINE BLANDON",3,0.75,2,12,16,2,2,63599,"850 Golden Drive","TRUE PERFORMANCE IND","Y"
"Blawnox","CONSTANTINO, ANGELO MD",3,0.817,3,49,60,1,3,101351.9137,"121 Freeport Road","TRUE PERFORMANCE AHN","Y"
"Blawnox","RFP MORNINGSIDE UPMC",2,0.913,5,21,23,0,0,101351.9137,"121 Freeport Road","","Y"
"Blawnox","RFP RIDC UPMC",1,0.961,5,74,77,0,0,101351.9137,"121 Freeport Road","","Y"
"Bloomsburg","SUSQUEHANNA VALLEY MEDICAL SPECIALTIES PC",1,0.938,5,15,16,0,0,43837.0557,"6850 Lows Road","TRUE PERFORMANCE","Y"
"Bloomsburg","GMG BLOOMSBURG FAMILY PRACTICE",2,0.8,2,4,5,NA,NA,43837.0557,"2407 Reichart Rd","TRUE PERFORMANCE CUSTOM CONTRACT","Y"
"Blossburg","NPCHS BLOSSBURG LAUREL HEALTH CENTER",1,0.714,1,5,7,NA,NA,44875.8188,"6 Riverside Plaza","TRUE PERFORMANCE","Y"
"Bluefield","EAST RIVER MEDICAL PLLC",1,0.8,2,4,5,NA,NA,30733.4733,"512 Cherry Street","","Y"
"Boiling Springs","BOILING SPRINGS FAMILY MEDICINE",1,0.929,5,39,42,0,0,75509.786,"210 Forge Road","TRUE PERFORMANCE","Y"
"Boyertown","BOYERTOWN FAMILY MEDICINE",1,1,5,4,4,NA,NA,59680.0149,"9 Rowell Road","","Y"
"Boyertown","BOYERTOWN MEDICAL ASSOCIATES",2,0.8,2,4,5,NA,NA,59680.0149,"23 North Walnut Street","TRUE PERFORMANCE","Y"
