"ID","practice_Name","Lon","Lat","Zip","Med_Household","Mean_Household","Pop_of_Zip","Measure","Weight","Compliance","Denominator","Numerator","Star_Rating","Aggregate_Stars","Cut2","Cut3","Cut4","Cut5","Needed2","Needed3","Needed4","Needed5","Needed_Next","Gap_Worth","Address","Address_2","City","State","Program","Entity","Health_System","FreedomBlue","SecurityBlue","WV_FreedomBlue","Stars_Par","practice_Mbr_Count"
"000016961","ESPER, ROBERT J, DO",-80.1447417,42.100423,16505,51738.0732,71798.9189,18297,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,1,1,5,3.53,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"2820 West 12th Street","","Erie","PA","TRUE PERFORMANCE AHN","PHYSICIAN PARTNERS OF WESTERN PA LLC TRUE PERFORMANCE","","","Y","","Y",45
"000017379","STO ROX NEIGHBORHOOD HLTH COUNCIL INC",-80.0628293,40.4649695,15136,45549.9734,57484.2873,22672,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,1,1,5,3.37,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"710 Thompson Avenue","","Mc Kees Rocks","PA","","","","","Y","","Y",34
"000020082","FAMILY MEDICINE OF WARREN PA  PC",-79.153051,41.8341878,16365,41105.0631,51679.9568,19548,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,1,1,5,4.43,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"143 Pleasant Drive","","Warren","PA","TRUE PERFORMANCE IND","FAMILY MEDICINE OF WARREN PA PC TRUE PERFORMANCE","","","Y","","Y",130
"000020410","LGHP PENN MEDICINE FAMILY MEDICINE NEW HOLLAND",-76.0676098,40.1095883,17557,52933.4658,64708.9864,12822,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,0.5,2,1,1,4.09,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"676 East Main Street","","New Holland","PA","LGH ACO","LANCASTER GENERAL HEALTH COMMUNITY CARE COLLABORATIVE","LANCASTER GENERAL HOSPITAL","Y","","","Y",119
"000026196","UPMC SENIOR CARE AT SHADY SIDE",-79.9609827,40.4425606,15213,32228.0668,51635.1401,28417,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,0.75,4,3,3,3.45,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"200 Lothrop Street","Suite 9055 9th Floor","Pittsburgh","PA","","","UPMC","","Y","","Y",340
"000027752","UPP HEART AND VASCULAR INSTITUTE",-79.957918,40.440536,15213,32228.0668,51635.1401,28417,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,3,3,5,3.25,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"3600 Forbes Avenue","9th Floor","Pittsburgh","PA","","","UPMC","","Y","","Y",181
"000027846","DR. KRISHNANS OFFICE",-79.9179564,40.1900203,15063,44397.4267,58123.5351,12423,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,2,2,5,4,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"1025 Country Club Road","","Monongahela","PA","TRUE PERFORMANCE PLUS COMM","VALE U HEALTH PHYSICIAN ORGANIZATION TRUE PERFORMANCE","","","Y","","Y",114
"000031974","CONVALESCENT CENTER GROUP",-79.5580041,40.2715778,15601,50613.708,63795.4713,58524,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,0,1,0,1,2.56,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"2480 South Grande Boulevard","","Greensburg","PA","","","","","Y","","Y",97
"000034790","BUTLER MEDICAL ASSOCIATES",-79.897001,40.8774847,16001,41653.157,52242.7835,37766,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,0.8,10,8,3,4.28,0.65,0.73,0.81,0.88,-1,0,1,1,1,0.0599999999999996,"1022B North Main Street","","Butler","PA","TRUE PERFORMANCE PLUS COMM","BUTLER MEDICAL PROVIDERS TRUE PERFORMANCE","BUTLER HOSPITAL","","Y","","Y",809
"000034864","SLATE BELT FAMILY PRACTICE",-75.2963292,40.8394318,18091,59883.8004,66648.7007,5688,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,0,2,0,1,3.63,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"826 South Broadway","","Wind Gap","PA","TRUE PERFORMANCE IND","LEHIGH VALLEY PHO GLOBAL BUDGET AND QUALITY","","Y","","","Y",70
"000036373","HVMG VALLEY INTERNAL MEDICINE",-80.3011577,40.7015236,15009,54197.327,74094.0227,15286,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,0.737,19,14,3,4.51,0.65,0.73,0.81,0.88,-1,0,2,3,3,0.0200000000000002,"500 Sharon Road","","Beaver","PA","TRUE PERFORMANCE PLUS COMM","HERITAGE VALLEY HEALTHCARE NETWORK TRUE PERFORMANCE LLC","HERITAGE VALLEY HEALTH SYSTEM","","Y","","Y",1098
"000036977","HATBORO MEDICAL ASSOCIATES PC",-75.1053243,40.182902,19040,70377.0822,80186.9105,20529,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,1,1,5,NA,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"345 North York Road","","Hatboro","PA","","","","","","","Y",3
"000039158","RUSSELLTON MEDICAL GROUP UPMC",-79.7272938,40.6309749,15065,40427.0853,52841.7017,12067,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,4,4,5,3.9,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"1604 Burtner Road","Suite 2100","Natrona Heights","PA","","","UPMC","","Y","","Y",365
"000039591","LGHP PENN MEDICINE ARTHRITIS AND RHEUMATOLOGY",-76.3554713,40.0652119,17604,77000,60000,9192.7681865539,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,3,3,5,3,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"2108 Harrisburg Pike","Suite 200","Lancaster","PA","","","LANCASTER GENERAL HOSPITAL","Y","","","Y",18
"000040158","HORIZON MEDICAL CORP PC",-75.6639019,41.4171907,18508,37509.1279,46593.4906,11897,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,0,1,0,1,3.79,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"3 West Olive Street","Suite 201","Scranton","PA","TRUE PERFORMANCE","HORIZON MEDICAL CORP PC TRUE PERFORMANCE","","Y","","","Y",90
"000042538","PRASAD, MAHADEVAPPA M, MD",-79.9185268,40.9053477,16001,41653.157,52242.7835,37766,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,1,1,5,4.3,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"1651 North Main Street Ext","","Butler","PA","TRUE PERFORMANCE IND","PRASAD MAHADEVAPPA MD TRUE PERFORMANCE","","","Y","","Y",262
"000050049","PRIMARY HEALTH NETWORK",-80.5076381,41.2339857,16146,31544.2323,39447.4882,16336,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,0.867,15,13,4,3.4,0.65,0.73,0.81,0.88,-3,-2,0,1,1,0.0300000000000002,"63 Pitt Street","","Sharon","PA","TRUE PERFORMANCE IND","PRIMARY HEALTH NETWORK TRUE PERFORMANCE","","Y","Y","","Y",892
"000051648","PHILA COLLEGE OF OSTEO MEDC",-76.4949308,41.4236172,18626,36652.5,45072.415,436,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,1,1,5,NA,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"217 King Street","P O Box 95","Laporte","PA","","","","","","","Y",7
"000054436","GLENDALE AREA MEDICAL ASSOCIATION INC",-78.5346288,40.7477926,16627,30188.0172,38397.7958,2294,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,0.5,4,2,1,2.5,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"850 Main Street","PO Box 375","Coalport","PA","TRUE PERFORMANCE IND","GLENDALE AREA MEDICAL ASSOCIATION INC TRUE PERFORMANCE","","","Y","","Y",59
"000056078","PHYSICIAN CARE",-76.4487711,41.7837223,18848,39841.4218,50813.8206,8999,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,1,1,5,3.13,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"71 Hospital Drive","","Towanda","PA","TRUE PERFORMANCE","PHYSICIAN CARE TRUE PERFORMANCE","","Y","","","Y",56
"000056175","UPMC MAINLINE MEDICAL ASSOCIATES",-78.5720736,40.4791457,16630,38782.2368,49264.1548,6123,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,0.8,20,16,3,3.96,0.65,0.73,0.81,0.88,-3,-1,1,2,2,0.0350000000000001,"792 Gallitzin Road","","Cresson","PA","","","UPMC","","Y","","Y",784
"000056845","GREENCASTLE FAMILY PRACTICE",-77.7150721,39.7853291,17225,57171.1436,74049.5128,16025,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,0.5,2,1,1,3.83,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"50 Eastern Avenue","Suite 135","Greencastle","PA","TRUE PERFORMANCE","GREENCASTLE FAMILY PRACTICE TRUE PERFORMANCE","","Y","","","Y",147
"000057299","MORETTI, JAMES M MD",-80.0890521,40.314222,15241,106045.9841,138070.0122,20864,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,1,1,5,4.9,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"2589 Washington Road","Suite 423","Pittsburgh","PA","","","","","Y","","Y",77
"000057756","NEW WILMINGTON FAM MEDC ASSOC PC",-80.3539455,41.1199124,16142,49092.4661,60162.7991,6620,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,0.667,3,2,2,3.07,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"3438 State Route 208","","New Wilmington","PA","TRUE PERFORMANCE PLUS COMM","STEWARD HEALTH CARE NETWORK INC WESTERN TRUE PERFORMANCE","","","Y","","Y",125
"000062924","INTERNAL MEDC CONSULTANTS YORK",-76.691214,39.9670146,17403,50028.1019,64728.4992,36765,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,1,1,5,3.9,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"1777 Fifth Avenue","","York","PA","TRUE PERFORMANCE","INTERNAL MEDICINE CONSULTANTS OF YORK TRUE PERFORMANCE","","Y","","","Y",114
"000065446","DAVID J SILVERSTEIN ASSOC",-76.3943396,40.0566906,17601,64888.3044,82827.0003,45502,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,1,1,5,3.82,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"2920 Marietta Avenue","","Lancaster","PA","TRUE PERFORMANCE","DAVID J SILVERSTEEN ASSOC TRUE PERFORMANCE","","Y","","","Y",36
"000065479","OPPY, JAMES M MD",-79.5893585,40.0189365,15425,35335.2888,43991.8502,21845,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,2,2,5,4.22,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"201 North Pittsburgh Street","Suite 3A","Connellsville","PA","TRUE PERFORMANCE IND","JAMES OPPY MD TRUE PERFORMANCE","","","Y","","Y",112
"000066032","HVMG CHERRINGTON MEDICAL  ASSOCIATES",-80.1974475,40.5143467,15108,64014.305,77738.1163,38554,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,0.667,3,2,2,3.93,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"935 Thorn Run Road","Suite 204","Moon Township","PA","TRUE PERFORMANCE PLUS COMM","HERITAGE VALLEY HEALTHCARE NETWORK TRUE PERFORMANCE LLC","HERITAGE VALLEY HEALTH SYSTEM","","Y","","Y",283
"000066330","WELLSPAN INTERNAL MEDICINE DOVER",-76.8437168,39.9932241,17315,53298.134,62984.7198,22525,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,2,2,5,3.45,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"4020 Carlisle Road","","Dover","PA","TRUE PERFORMANCE","WELLSPAN MEDICAL GROUP TRUE PERFORMANCE","WELLSPAN HEALTH SYSTEM","Y","","","Y",99
"000068116","CORNERSTONE CARE COMMUNITY MEDICAL DENTAL PLAZA",-80.357894,40.3230297,15021,49782.601,58081.0108,7924,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,1,1,5,4.31,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"1227 Smith Township State Road","Route 18","Burgettstown","PA","TRUE PERFORMANCE PLUS COMM","WASHINGTON PHYSICIAN HOSPITAL ORGANIZATION TRUE PERFORMANCE","","","Y","","Y",96
"000068830","KRAYNAK FAMILY MEDICINE PC",-76.4572119,40.7955326,17834,34847.893,48017.0745,3512,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,1,1,5,NA,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"111 Chestnut Street","","Kulpmont","PA","TRUE PERFORMANCE","KRAYNAK FAMILY MEDICINE PC TRUE PERFROMANCE","","Y","","","Y",10
"000069206","MEDICAL ASSOC OF BOSWELL",-78.9533802,40.0994772,15563,40799.3289,48798.365,3665,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,0.5,2,1,1,4.09,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"136 South Pine Avenue","Box 340","Stoystown","PA","TRUE PERFORMANCE IND","MEDICAL ASSOCIATES OF BOSWELL TRUE PERFORMANCE","","","Y","","Y",192
"000070892","GMA KOMAN AND KIMMELL FAMILY PRACTICE",-80.0380384,40.5557353,15237,70890.1741,92094.0027,41478,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,6,6,5,4.48,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"8150 Perry Highway","Suite 101","Pittsburgh","PA","TRUE PERFORMANCE PLUS COMM","GENESIS MEDICAL ASSOCIATES TRUE PERFORMANCE","","","Y","","Y",270
"000072139","EAST LIBERTY FAMILY HEALTH CARE CENTER",-79.9230822,40.4629241,15206,39660.7774,52125.4143,31493,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,0.667,3,2,2,2.85,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"6023 Harvard Street","","Pittsburgh","PA","TRUE PERFORMANCE IND","EAST LIBERTY FAMILY HEALTH CARE CENTER TRUE PERFORMANCE","","","Y","","Y",92
"000072722","BROOKS MEDICAL ARTS INC",-79.3802692,41.2047795,16214,30947.1747,43960.1459,10188,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,2,2,5,3.3,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"180 Greenville Avenue","","Clarion","PA","TRUE PERFORMANCE IND","BROOKS MEDICAL ARTS INC TRUE PERFORMANCE","","","Y","","Y",223
"000074083","LGHP PENN MEDICINE FAMILY MEDICINE CROOKED OAK",-76.2904048,40.0694933,17601,64888.3044,82827.0003,45502,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,2,2,5,3.92,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"1655 Crooked Oak Drive","","Lancaster","PA","LGH ACO","LANCASTER GENERAL HEALTH COMMUNITY CARE COLLABORATIVE","LANCASTER GENERAL HOSPITAL","Y","","","Y",96
"000074585","UNIVERSITY ORTHOPAEDICS INC",-79.960669,40.4404493,15213,32228.0668,51635.1401,28417,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,1,1,5,5,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"3471 Fifth Avenue","Suite 1010","Pittsburgh","PA","","","UPMC","","Y","","Y",15
"000075227","SANTILLAN, VICTOR H MD",-78.2515748,40.675267,16686,43881.731,51955.0453,13668,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,1,1,5,4.77,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"200 Hospital Drive","Suite 1","Tyrone","PA","","","","","Y","","Y",35
"000078347","HVMG BADEN AREA HEALTHCARE SERVICES",-80.2295828,40.6306575,15005,63009.2585,80674.7717,9629,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,0.667,6,4,2,4.22,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"210 Ohio River Boulevard","","Baden","PA","TRUE PERFORMANCE PLUS COMM","HERITAGE VALLEY HEALTHCARE NETWORK TRUE PERFORMANCE LLC","HERITAGE VALLEY HEALTH SYSTEM","","Y","","Y",327
"000084436","PENN STATE HERSHEY INTERNAL MEDICINE EAST CAMPUS",-76.6612443,40.2702578,17033,62219.5807,82927.0816,15054,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,9,9,5,4.35,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"35 Hope Dr","Suite 104","Hershey","PA","TRUE PERFORMANCE PLUS COMM","PENN STATE HEALTH TRUE PERFORMANCE","PENN STATE HEALTH","Y","","","Y",651
"000086498","SMA DEERLAKES PC",-79.8566232,40.6064963,15024,57494.3752,79128.0153,9089,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,5,5,5,4.38,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"221 Russellton Dorseyville Road","","Cheswick","PA","TRUE PERFORMANCE AHN","PHYSICIAN PARTNERS OF WESTERN PA LLC TRUE PERFORMANCE","","","Y","","Y",444
"000087752","VIJAY K MALHOTRA MD PC",-78.9416217,40.3449746,15906,29839.111,37843.5767,12340,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,2,2,5,3.65,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"78 Fairfield Avenue","","Johnstown","PA","","","","","Y","","Y",83
"000089665","KILPATRICK, WILLIAM F MD",-79.924658,40.162306,15063,44397.4267,58123.5351,12423,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,1,1,5,3.66,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"100 Stoops Drive","Suite 280","Monongahela","PA","TRUE PERFORMANCE IND","KILPATRICK WILLIAM F MD TRUE PERFORMANCE","","","Y","","Y",144
"000091610","UNIV RHEUMATOLOGY SVC",-79.9593255,40.4415314,15213,32228.0668,51635.1401,28417,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,18,18,5,4.81,0.65,0.73,0.81,0.88,-6,-4,0,0,0,0,"3601 5th Avenue","Suite 2B","Pittsburgh","PA","","","UPMC","","Y","","Y",53
"000094035","INTERNISTS OF CENTRAL PA",-76.8837612,40.2442796,17043,48911.6952,56454.369,5497,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,0.9,10,9,5,3.84,0.65,0.73,0.81,0.88,-2,-1,0,0,0,0,"108 Lowther Street","","Lemoyne","PA","TRUE PERFORMANCE","INTERNISTS OF CENTRAL PA TRUE PERFORMANCE","","Y","","","Y",511
"000099048","WELLSPAN FAMILY MEDICINE DALLASTOWN",-76.6491226,39.8883096,17313,56165.4125,69357.0924,10357,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,2,2,5,4.4,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"755 South Pleasant Avenue","","Dallastown","PA","TRUE PERFORMANCE","WELLSPAN MEDICAL GROUP TRUE PERFORMANCE","WELLSPAN HEALTH SYSTEM","Y","","","Y",132
"000099767","CHI HIGHLANDS FAMILY MEDICINE",-79.1019476,40.009989,15501,36908.1531,50118.9348,16790,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,2,2,5,4.33,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"4324 Glades Pike","","Somerset","PA","TRUE PERFORMANCE PLUS COMM","ADVANTAGE POINT HEALTH ALLIANCE LAUREL HIGHLANDS LLC TRUE PERFORMANCE","DLP CONEMAUGH HEALTH SYSTEM","","Y","","Y",178
"000104037","LEBANON INTERNAL MEDICINE ASSOCIATES",-76.415188,40.312663,17042,53430.4618,65843.1515,33724,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,0.958,24,23,5,4.03,0.65,0.73,0.81,0.88,-7,-5,0,0,0,0,"755 Norman Drive","","Lebanon","PA","TRUE PERFORMANCE PLUS COMM","MEDICAL GROUP OF PENNSYLVANIA TRUE PERFORMANCE","","Y","","","Y",279
"000112238","MALIK, MOHAMMAD K, MD",-79.5318642,40.7696329,16226,36712.0654,47060.5148,8810,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,1,1,5,3.33,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"834 Fourth Avenue","","Ford City","PA","","","","","Y","","Y",54
"000113401","SANKARAN, MANICKAM, MD",-78.3820985,40.5072394,16602,40860.9792,52147.5285,30965,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,2,2,5,1.77,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"901 Valley View Blvd.","","Altoona","PA","","","","","Y","","Y",55
"000115090","HERNANDEZ, JANAIRO F MD",-76.4990577,40.0385213,17512,46508.3324,55307.4789,17333,"C17: Disease Modifying Anti-Rheumatic Drug Therapy for Rheumatoid Arthritis",1,1,1,1,5,NA,0.65,0.73,0.81,0.88,NA,NA,NA,NA,NA,NA,"237 North Seventh Street","","Columbia","PA","","","","Y","","","Y",6
