"City","Practice_Name","City.Rank","Compliance","Star_Rating","Numerator","Denominator","Needed4","Needed5","Med_Household","Address"
"Avis","GEISINGER JERSEY SHORE MEDICAL ASSOCIATES AVIS",1,0.778,2,7,9,NA,NA,42798,"104 East Central Avenue"
"Avonmore","MUTHAPPAN, PALANIAPPAN, MD",1,0.706,1,12,17,3,3,44448.5351,"527 Westmoreland Avenue"
"Baden","HVMG BADEN AREA HEALTHCARE SERVICES",1,0.892,5,33,37,0,0,63009.2585,"210 Ohio River Boulevard"
"Bangor","NORTHAMPTON INTERNAL MEDICINE AT BANGOR",1,0.8,2,4,5,NA,NA,57029.4254,"125 South First Street"
"Barto","POTTSTOWN MEDICAL SPECIALISTS BALLY",1,0.5,1,3,6,NA,NA,68534.4091,"1315 Route 100"
"Beaver","HVMG VALLEY INTERNAL MEDICINE",4,0.863,5,63,73,0,0,54197.327,"500 Sharon Road"
"Beaver","INTERNAL MEDICINE AND ENDOCRINOLOGY",2,0.935,5,29,31,0,0,54197.327,"701 Sharon Road"
"Beaver","HVMG BEAVER INTERNAL MEDICINE BEAVER",3,0.911,5,41,45,0,0,54197.327,"1000 Dutch Ridge Rd."
"Beaver","HVMG ASSOCIATES OF INTERNAL MEDICINE",1,0.978,5,45,46,0,0,54197.327,"1211 Third Street"
"Beaver Falls","HVMG BEAVER INTERNAL MEDICINE BEAVER FALLS",3,0.907,5,39,43,0,0,44790.9274,"1307 Sixth Avenue"
"Beaver Falls","HVMG TRINITY",4,0.885,5,46,52,0,0,44790.9274,"2580 Constitution Boulevard"
"Beaver Falls","HERITAGE VALLEY FP- GUFFEY",1,0.941,5,16,17,0,0,44790.9274,"2580 Constution Blvd"
"Beaver Falls","HERITAGE VALLEY FAMILY HEALTH CENTER",5,0.867,5,13,15,0,0,44790.9274,"1125 7th Avenue"
"Beaver Falls","HERITAGE VALLEY FAMILY PRACTICE GRIECO",2,0.909,5,10,11,0,0,44790.9274,"2620 Constitution Boulevard"
"Bedford","UPMC BEDFORD INTERNAL MEDICINE",1,0.778,2,7,9,NA,NA,37904.4741,"118 South Anderson Street"
"Belle Vernon","PEPPER FAMILY MEDICINE",2,0.786,2,11,14,1,2,34703.0682,"728 Broad Avenue"
"Belle Vernon","TRI COUNTY MEDICAL PRACTICE LLC",4,0.75,1,12,16,2,2,34703.0682,"515 Broad Avenue"
"Belle Vernon","PRIME MEDICAL GROUP PCG1-CHAUHAN ASSOCS",1,0.861,5,62,72,0,0,34703.0682,"1533 Broad Avenue"
"Belle Vernon","MON VALE PRIMARY CARE PRACTICES INC",3,0.778,2,35,45,3,4,34703.0682,"800 Plaza Drive"
"Bellefonte","BELLEFONTE MEDICAL CLINIC PC",2,0.813,3,13,16,1,1,45299.856,"527 Willowbank Street"
"Bellefonte","GMG BELLEFONTE FAMILY PRACTICE",1,0.857,4,12,14,0,1,45299.856,"819 East Bishop Street"
"Bellevue","HUSSAINI MEDICAL ASSOCIATES",1,0.75,1,12,16,2,2,45961.4011,"340 Lincoln Avenue"
"Bentleyville","SOUTHWEST MEDICAL CENTER",1,0.763,1,29,38,3,4,37552.2931,"119 Wilson Road"
"Berwick","GIUGLIANO, FRANK J MD",1,0.75,1,3,4,NA,NA,38172.5427,"523 Fowler Avenue"
"Bethel Park","ZELONIS,  LAWRENCE J, DO",4,0.889,5,8,9,NA,NA,64384.8337,"2403 South Park Road"
"Bethel Park","YEASTED, GEORGE A MD",1,1,5,6,6,NA,NA,64384.8337,"2000 Oxford Drive"
"Bethel Park","SOUTH HILLS FAMILY MEDICINE LLC",2,0.93,5,80,86,0,0,64384.8337,"1000 Higbee Drive"
"Bethel Park","PPCP BOBBY AND KOTAR",5,0.867,5,13,15,0,0,64384.8337,"2000 Oxford Drive"
"Bethel Park","MT LEBANON INTERNAL MEDICINE DIVISION",3,0.897,5,52,58,0,0,64384.8337,"2000 Oxford Drive"
"Bethlehem","BACAK III, JOSEPH F MD",1,1,5,4,4,NA,NA,44996.7101,"701 Ostrum Street"
"Bethlehem","MEDICAL ASSOCIATES OF BETHLEHEM",8,0.846,4,11,13,0,1,74018.1998,"4311 Easton Avenue"
"Bethlehem","SOUTH MOUNTAIN FAMILY PRACTICE",11,0.75,1,6,8,NA,NA,44996.7101,"1545 Broadway"
"Bethlehem","DORVILLE MD AND KUNDU MD ASSOC",1,1,5,7,7,NA,NA,64939.0495,"5325 Northgate Drive"
"Bethlehem","LVPG FAMILY MEDICINE EASTON AVENUE",1,1,5,5,5,NA,NA,64939.0495,"3024 Easton Avenue"
"Bethlehem","LVPG FAMILY AND INTERNAL MEDICINE BETHLEHEM TOWNSHIP",13,0.706,1,12,17,3,3,74018.1998,"2101 Emrick Boulevard"
"Bethlehem","WILLIAM PENN FAMILY PRACTICE",15,0.6,1,3,5,NA,NA,74018.1998,"4379 Easton Avenue"
"Bethlehem","W TIMOTHY SCHARLE MD INTERNAL MEDICINE",1,1,5,3,3,NA,NA,46494.3983,"800 Eaton Ave"
"Bethlehem","ST LUKES BETHLEHEM INTERNAL MEDICINE",1,1,5,6,6,NA,NA,46494.3983,"800 Eaton Avenue"
"Bethlehem","LVPG INTERNAL MEDICINE WEST BROAD",14,0.625,1,5,8,NA,NA,46494.3983,"325 West Broad Street"
"Bethlehem","LVPG INTERNAL MEDICINE MUHLENBERG",6,0.958,5,23,24,0,0,64939.0495,"2649 Schoenersville Road"
"Bethlehem","ST LUKES FAMILY PRACTICE",9,0.833,4,5,6,NA,NA,64939.0495,"2830 Easton Avenue"
"Bethlehem","LEHIGH VALLEY FAMILY PRACTICE ASSOCIATES",7,0.857,4,6,7,NA,NA,64939.0495,"190 Brodhead Road"
"Bethlehem","EASTON MEDICAL GROUP",10,0.778,2,7,9,NA,NA,74018.1998,"3101 Emrick Boulevard"
"Bethlehem","MILLER HEIGHTS MEDICAL ASSOCIATES",11,0.75,1,6,8,NA,NA,74018.1998,"3833 Linden Street"
"Blairsville","LAH BLAIRSVILLE FAMILY MEDICINE",1,0.958,5,23,24,0,0,41477.3677,"56 Club Lane"
"Blairsville","KLAIN, MATTHEW N MD PC",2,0.674,1,29,43,7,8,41477.3677,"25 Colony Boulevard"
"Blandon","JAMESON, TIMOTHY L DO",1,1,5,4,4,NA,NA,63599,"8500 Allentown Pike"
"Blawnox","CONSTANTINO, ANGELO MD",2,0.8,2,8,10,1,1,101351.9137,"121 Freeport Road"
"Blawnox","RFP MORNINGSIDE UPMC",3,0.2,1,1,5,NA,NA,101351.9137,"121 Freeport Road"
"Blawnox","RFP RIDC UPMC",1,1,5,15,15,0,0,101351.9137,"121 Freeport Road"
"Bloomsburg","SUSQUEHANNA VALLEY MEDICAL SPECIALTIES PC",1,0.75,1,3,4,NA,NA,43837.0557,"6850 Lows Road"
"Bluefield","EAST RIVER MEDICAL PLLC",1,1,5,4,4,NA,NA,30733.4733,"512 Cherry Street"
"Boiling Springs","BOILING SPRINGS FAMILY MEDICINE",1,0.636,1,7,11,3,3,75509.786,"210 Forge Road"
"Bradford","BRADFORD FAMILY MEDICINE INC",2,0.846,4,11,13,0,1,39327.9581,"14 North Third Street"
"Bradford","FOOTHILLS MEDICAL GROUP",4,0.706,1,12,17,3,3,39327.9581,"116 Interstate Parkway"
"Bradford","BRADFORD MEDICAL GROUP OF UPMC HAMOT",1,1,5,4,4,NA,NA,39327.9581,"24 West Washington Street"
"Bradford","BRADFORD REGIONAL MEDICAL SERVICES",3,0.833,4,15,18,0,1,39327.9581,"6 North Center Street"
"Brentwood","LINDENBAUM PERRYMAN AND ASSOCS UPMC",1,0.848,4,28,33,0,1,48093.906,"3000 Brownsville Road"
"Bridgeport","MOUNTAIN STATE MEDICAL SPECIALTIES INC",1,1,5,3,3,NA,NA,60095.4136,"120 Medical Park Drive"
"Bridgeville","BEEREL MEDICAL LLC",2,0.833,4,5,6,NA,NA,55631.7796,"1370 Washington Pike"
"Bridgeville","PPCP CHARTIERS VALLEY",1,0.88,5,44,50,0,0,55631.7796,"1168 Washington Pike"
"Broad Top","BROAD TOP AREA MEDICAL CENTER",1,1,5,5,5,NA,NA,39310.2014,"4133 Medical Center Drive"
"Brockway","DEVLIN, JAMES E., MD",1,0.857,4,6,7,NA,NA,40887.3847,"1100 Main Street"
"Brodheadsville","ST LUKES BRODHEADSVILLE FAMILY PRACTICE",1,0.769,1,10,13,1,2,51964,"111 Route 715"
"Brookville","PCA OF W PA PC",2,0.706,1,12,17,3,3,39899.2667,"477 Route 28"
"Brookville","SEMEYN FAMILY PRACTICE BK",4,0.6,1,3,5,NA,NA,39899.2667,"367 Route 28 North"
"Brookville","PENN HIGHLANDS FAMILY MEDICINE PRUSAKOWSKI",3,0.667,1,6,9,NA,NA,39899.2667,"90 Hospital Road"
"Brookville","PENN HIGHLANDS ALLEGHENY HEALTH CENTER RHC",1,0.857,4,6,7,NA,NA,39899.2667,"22 Industrial Park Road"
"Brownstown","WELLSPAN FAMILY MEDICINE CROSSROADS",1,0.571,1,4,7,NA,NA,56542,"4131 Oregon Pike"
"Brownsville","PRAKORB MEDICAL ASSOCIATES",1,0.667,1,4,6,NA,NA,34184.556,"129 Simpson Road"
"Brownsville","SINGH, MALKIT, MD",2,0.25,1,1,4,NA,NA,34184.556,"631D National Pike East"
"Burgettstown","CORNERSTONE CARE COMMUNITY MEDICAL DENTAL PLAZA",1,0.75,1,3,4,NA,NA,49782.601,"1227 Smith Township State Road"
"Burgettstown","WMC PHYSICIAN PRACTICES LLC",2,0.727,1,8,11,2,2,49782.601,"560 Steubenville Pike"
"Butler","BUTLER MEDICAL ASSOCIATES",4,0.843,4,75,89,0,2,41653.157,"1022B North Main Street"
"Butler","PRASAD, MAHADEVAPPA M, MD",5,0.833,4,15,18,0,1,41653.157,"1651 North Main Street Ext"
"Butler","SETHI, SURENDRA K MD",5,0.833,4,5,6,NA,NA,41653.157,"230 South Washington Street"
"Butler","PRIMARY CARE ASSOCIATES OF BUTLER",1,1,5,82,82,0,0,41653.157,"480 East Jefferson Street"
"Butler","ZAGGER FAMILY PRACTICE PC",9,0.813,3,13,16,1,1,41653.157,"1022 A North Main St"
"Butler","CHANNAPATI, THIPPESWAMY T MD",13,0.579,1,11,19,5,6,41653.157,"342 North Main Street"
"Butler","FAMILY MEDICINE OF BUTLER PC",12,0.714,1,5,7,NA,NA,41653.157,"1022 A North Main Street"
"Butler","FIORINA FAMILY PRACTICE LLC",3,0.909,5,10,11,0,0,41653.157,"109 Technology Drive"
"Butler","WAHL FAMILY PRACTICE PC",7,0.818,3,9,11,1,1,41653.157,"109 Technology Drive"
"Butler","DR FOZIA CHATTA AND ASSOCIATES PC",11,0.75,1,9,12,1,2,41653.157,"315 North Main Street"
"Butler","BHS NALLATHAMBI MEDICAL ASSOC PLLC",8,0.814,3,35,43,1,2,41653.157,"131 East Cunningham Street"
"Butler","BUTLER FAMILY PRACTICE",10,0.8,2,12,15,1,1,41653.157,"116 Woody Drive"
"Butler","BASH FAMILY PRACTICE PLLC",1,1,5,4,4,NA,NA,41653.157,"200 Renaissance Drive"
"Cabot","CONCORDIA PHYSICIAN PRACTICE",1,0.706,1,12,17,3,3,50675.5663,"112 Marwood Road"
"Cambridge Springs","CAMBRIDGE SPRINGS HEALTH CENTER",1,0.875,5,7,8,NA,NA,45640.8341,"118 Railroad Street"
"Camp Hill","SUSQUEHANNA INT MEDICINE ASSOC",5,0.75,1,12,16,2,2,55466.5249,"890 Poplar Church Road"
"Camp Hill","PINNACLEHEALTH INTERNAL MEDICINE CAMP HILL",1,0.875,5,14,16,0,0,55466.5249,"4400 Carlisle Pike"
"Camp Hill","AZIZKHAN INTERNAL MEDICINE ASSOCIATES",8,0.621,1,18,29,7,7,55466.5249,"888 Poplar Church Road"
"Camp Hill","MAGARGLE, R LYNN MD",9,0.333,1,1,3,NA,NA,55466.5249,"3335 Market Street"
"Camp Hill","PINNACLE HEALTH INTERNAL MEDICINE ASSOCIATES",2,0.8,2,4,5,NA,NA,55466.5249,"4400 Carlisle Pike"
"Camp Hill","HAMPDEN PHYSICIAN ASSOCIATES",5,0.75,1,6,8,NA,NA,55466.5249,"3456 Trindle Road"
"Camp Hill","PENN STATE HERSHEY MEDICAL GROUP CAMP HILL",4,0.783,2,18,23,2,2,55466.5249,"3025 Market Street"
"Camp Hill","GEISINGER HOLY SPIRIT FAMILY MEDICINE YELLOW BREECHES",7,0.636,1,7,11,3,3,55466.5249,"1800 Carlisle Road"
"Camp Hill","LEMOYNE PRIMARY CARE PC",2,0.8,2,4,5,NA,NA,55466.5249,"797 Poplar Church Road"
"Canton","GUTHRIE MEDICAL GROUP PC/CANTON",1,0.333,1,1,3,NA,NA,36184.7884,"127 Sullivan Street"
"Carbondale","BEKELE, TAMRAT MD",1,0.833,4,5,6,NA,NA,37688.8996,"165 Fallbrook Street"
"Carlisle","PHELAN, WILLIAM J, MD",5,0.833,4,5,6,NA,NA,62959.6513,"2 Tyler Court"
"Carlisle","MASLAND ASSOCIATES INC",3,0.9,5,27,30,0,0,54127.8466,"220 Wilson Street"
"Carlisle","SADLER HEALTH CENTER",1,1,5,3,3,NA,NA,54127.8466,"100 North Hanover Street"
"Carlisle","SPASIC, ALEXANDER MD LLC",7,0.667,1,4,6,NA,NA,62959.6513,"19 Brookwood Avenue"
"Carlisle","GEISINGER HOLY SPIRIT FAMILY MEDICINE CARLISLE",6,0.75,1,6,8,NA,NA,54127.8466,"1211 Forge Road"
"Carlisle","PINNACLEHEALTH FAMILYCARE SPRING ROAD",2,0.944,5,17,18,0,0,54127.8466,"1921 Spring Road"
"Carlisle","ALEXANDER SPRING FAMILYCARE",3,0.9,5,9,10,0,0,62959.6513,"1533 Commerce Avenue"
"Carnegie","PPCP CIVITARESE SPECA BOVALINO",2,0.897,5,52,58,0,0,48659.4928,"2375 Greentree Road"
"Carnegie","PPCP WILLIAM BADER MD",1,1,5,4,4,NA,NA,48659.4928,"102 Broadway Avenue"
"Carnegie","GATEWAY MEDICAL GROUP UPMC",3,0.875,5,14,16,0,0,48659.4928,"1100 Washington Avenue"
"Carrolltown","CONEMAUGH PHYSICIAN GROUP ST BENEDICT RURAL HEALTH CLINIC",2,0.87,5,20,23,0,0,43570.8092,"564 Theatre Road"
"Carrolltown","PATTON FAMILY MEDICAL CENTER",1,1,5,3,3,NA,NA,43570.8092,"142 East Carroll Street"
"Cassville","BROAD TOP AREA MEDICAL CENTER INC",1,0.75,1,3,4,NA,NA,45200,"478 Seminary Street"
"Catasauqua","BENAVAGE AND HEFFELFINGER",2,0.833,4,5,6,NA,NA,54270.594,"1400 Main Street"
"Catasauqua","LVPG FAMILY MEDICINE CATASAUQUA",1,1,5,4,4,NA,NA,54270.594,"840 Walnut Street"
"Center Valley","COOPERSBURG CENTER VALLEY FAMILY PRACTICE",1,1,5,4,4,NA,NA,94037.3539,"5848 Old Bethlehem Pike"
"Chambersburg","SWARTZ, MARK MD",1,1,5,6,6,NA,NA,41306.941,"761 Fifth Avenue"
"Chambersburg","KEYSTONE RURAL HEALTH CENTER",5,0.889,5,8,9,NA,NA,41306.941,"820 Fifth Avenue"
"Chambersburg","BARTON MEDICAL ASSOCIATES",7,0.8,2,4,5,NA,NA,41306.941,"435 Phoenix Drive"
"Chambersburg","SUMMIT PRIMARY CARE",8,0.708,1,17,24,3,4,41306.941,"12 St Paul Drive"
"Chambersburg","BALHARA INT MEDC ASSOC PC",9,0.667,1,2,3,NA,NA,41306.941,"761 Fifth Avenue"
"Chambersburg","KEYSTONE HEALTH CENTER INTERNAL MEDICINE",6,0.833,4,10,12,0,1,41306.941,"830 Fifth Avenue"
"Chambersburg","CHAMBERSBURG MEDICAL ASSOCIATES",10,0.5,1,3,6,NA,NA,41306.941,"1988 Scotland Avenue"
"Chambersburg","SUMMIT PRIMARY CARE",1,1,5,3,3,NA,NA,41306.941,"2055 Scotland Avenue"
"Chambersburg","SUMMIT PRIMARY CARE",4,0.917,5,11,12,0,0,41306.941,"144 South 8th Street"
"Chambersburg","SUMMIT PRIMARY CARE",3,0.941,5,48,51,0,0,41306.941,"3106 Philadelphia Avenue"
"Charleroi","DERIENZO FAMILY PRACTICE",1,0.607,1,17,28,7,8,34738.4174,"17 Arentzen Boulevard"
"Charleston","MOUNTAIN STATE MEDICAL ASSOCIATES",6,0.778,2,7,9,NA,NA,44784.9369,"300 Kenton Drive"
"Charleston","CHARLESTON FAMILY PRACTICE",5,0.8,2,4,5,NA,NA,22129.5602,"1201 Washington Street"
"Charleston","CHARLESTON INTERNAL MEDICINE INC",4,0.9,5,9,10,0,0,48284.6212,"3701 MacCorkle Avenue SE"
"Charleston","WEST VIRGINIA UNIVERSITY PHYSICIANS OF CHARLESTON",1,1,5,8,8,NA,NA,22129.5602,"1201 Washington Street East"
"Charleston","DRS HENRY KINDER AND ASC PLLC",1,1,5,4,4,NA,NA,22129.5602,"600 Morris Street"
"Charleston","KANAWHA MEDICAL CENTER INC",7,0.667,1,2,3,NA,NA,48284.6212,"4924 MacCorkle Avenue Southeast"
"Charleston","CHARLESTON AREA MEDICAL CENTER INC",1,1,5,6,6,NA,NA,22129.5602,"501 Morris Street"
"Cheswick","SMA DEERLAKES PC",1,0.905,5,19,21,0,0,57494.3752,"221 Russellton Dorseyville Road"
"Clairton","JEFFERSON ASSOCIATES  IN IM",3,0.857,4,12,14,0,1,49377.46,"575 Coal Valley Road"
"Clairton","JEFFERSON INTERNAL MEDICINE PC",2,0.881,5,37,42,0,0,49377.46,"575 Coal Valley Road"
"Clairton","RAMESH PANDEY MD",1,1,5,5,5,NA,NA,49377.46,"803 Miller Avenue"
"Clarion","BROOKS MEDICAL ARTS INC",4,0.737,1,14,19,2,3,30947.1747,"180 Greenville Avenue"
"Clarion","INTERNAL MEDICINE CLINIC",3,0.769,1,10,13,1,2,30947.1747,"24 Doctors Lane"
"Clarion","INTERNAL MEDICINE AND CANCER CARE",2,0.833,4,5,6,NA,NA,30947.1747,"150 Doctors Lane"
"Clarion","CLARION COMMUNITY MEDICINE UPMC",1,0.875,5,14,16,0,0,30947.1747,"22681 Route 68"
"Clarks Summit","PRIME MED GEISINGER CLARK SUMMIT",2,0.6,1,6,10,3,3,73055.054,"790 Northern Boulevard"
"Clarks Summit","PRIME MED GEISINGER CLARKS SUMMIT NORTH BOULEVARD",1,1,5,5,5,NA,NA,73055.054,"231 North Blvd"
"Claysburg","PRIMARY CARE CLAYSBURG",1,0.824,3,14,17,1,1,38595.925,"365 Ward Street"
"Claysville","CLAYSVILLE FAMILY PRACTICE",1,0.814,3,48,59,1,3,48649.868,"1263 Route 40 West"
"Clearfield","PENN HIGHLANDS FAMILY MEDICINE CORCINO AND HUCKESTEIN",1,1,5,6,6,NA,NA,34882.6488,"531 Hannah Street"
"Clearfield","CLEARFIELD PROF GRP LTD",4,0.818,3,9,11,1,1,34882.6488,"820 Turnpike Avenue"
"Clearfield","PENN HIGHLANDS FAMILY MEDICINE CONRAD",3,0.875,5,7,8,NA,NA,34882.6488,"502 Park Avenue"
"Clearfield","G MOSCH MD LTD",1,1,5,13,13,0,0,34882.6488,"1036 Park Avenue Extension"
"Clinton","HVMG JOHN BAYUK",1,0.92,5,23,25,0,0,60914.1126,"1254 Route 30"
"Clymer","DROZDIAK, RUSSELL A",1,0.8,2,20,25,1,2,46539.0923,"349 Franklin Street"
"Coal Center","WHS FAMILY MEDICINE CALIFORNIA",1,0.667,1,8,12,2,3,41356.6592,"300 Technology Drive"
"Coalport","GLENDALE AREA MEDICAL ASSOCIATION INC",1,0.667,1,4,6,NA,NA,30188.0172,"850 Main Street"
"Cochranton","NPA COCHRANTON",1,0.667,1,6,9,NA,NA,45941.4518,"104 East Adams Street"
"Cochranton","COCHRANTON FAMILY PRACTICE",2,0.571,1,4,7,NA,NA,45941.4518,"180 North Franklin Street"
"Columbia","TWIN ROSE FAMILY MEDICINE",2,0.75,1,3,4,NA,NA,46508.3324,"306 North Seventh Street"
"Columbia","COLUMBIA REGIONAL HEALTH CENTER",1,0.833,4,10,12,0,1,46508.3324,"1786C Columbia Avenue"
"Conemaugh","WISNIEWSKI, JOHN M., MD",1,0.75,1,3,4,NA,NA,42619.4396,"340 First Street"
"Conneaut Lake","NPA LUCIAN",1,0.917,5,11,12,0,0,39410.355,"8508 State Highway 285"
"Conneaut Lake","LAKESIDE FAMILY MEDICINE UPMC",2,0.778,2,7,9,NA,NA,39410.355,"11065 State Highway 18"
"Conneaut Lake","ROBERT A BAZYLAK MD",3,0.75,1,9,12,1,2,39410.355,"12387 Conneaut Lake Road"
