"City","Practice_Name","City.Rank","Compliance","Star_Rating","Numerator","Denominator","Needed4","Needed5","Med_Household","Address"
"Beaver Falls","HVMG BEAVER INTERNAL MEDICINE BEAVER FALLS",1,0.938,5,4,64,0,0,44790.9274,"1307 Sixth Avenue"
"Beaver Falls","HVMG TRINITY",3,0.893,5,9,84,0,0,44790.9274,"2580 Constitution Boulevard"
"Beaver Falls","HERITAGE VALLEY FP- GUFFEY",4,0.864,5,3,22,0,0,44790.9274,"2580 Constution Blvd"
"Beaver Falls","HERITAGE VALLEY FAMILY HEALTH CENTER",5,0.8,4,4,20,0,2,44790.9274,"1125 7th Avenue"
"Beaver Falls","HERITAGE VALLEY FAMILY PRACTICE GRIECO",2,0.895,5,2,19,0,0,44790.9274,"2620 Constitution Boulevard"
"Bedford","UPMC BEDFORD INTERNAL MEDICINE",1,0.625,2,6,16,3,4,37904.4741,"118 South Anderson Street"
"Belle Vernon","PEPPER FAMILY MEDICINE",1,0.944,5,1,18,0,0,34703.0682,"728 Broad Avenue"
"Belle Vernon","TRI COUNTY MEDICAL PRACTICE LLC",2,0.87,5,3,23,0,0,34703.0682,"515 Broad Avenue"
"Belle Vernon","PRIME MEDICAL GROUP PCG1-CHAUHAN ASSOCS",4,0.779,3,23,104,1,9,34703.0682,"1533 Broad Avenue"
"Belle Vernon","MON VALE PRIMARY CARE PRACTICES INC",3,0.845,4,9,58,0,1,34703.0682,"800 Plaza Drive"
"Bellefonte","BELLEFONTE MEDICAL CLINIC PC",1,0.92,5,2,25,0,0,45299.856,"527 Willowbank Street"
"Bellefonte","GMG BELLEFONTE FAMILY PRACTICE",2,0.905,5,2,21,0,0,45299.856,"819 East Bishop Street"
"Bellevue","HUSSAINI MEDICAL ASSOCIATES",1,0.762,3,5,21,1,3,45961.4011,"340 Lincoln Avenue"
"Bentleyville","SOUTHWEST MEDICAL CENTER",1,0.929,5,4,56,0,0,37552.2931,"119 Wilson Road"
"Berwick","GIUGLIANO, FRANK J MD",1,0.2,1,4,5,NA,NA,38172.5427,"523 Fowler Avenue"
"Bethel Park","ZELONIS,  LAWRENCE J, DO",1,0.833,4,2,12,0,1,64384.8337,"2403 South Park Road"
"Bethel Park","YEASTED, GEORGE A MD",6,0.167,1,5,6,NA,NA,64384.8337,"2000 Oxford Drive"
"Bethel Park","SOUTH HILLS FAMILY MEDICINE LLC",3,0.759,3,26,108,3,11,64384.8337,"1000 Higbee Drive"
"Bethel Park","PPCP BOBBY AND KOTAR",2,0.762,3,5,21,1,3,64384.8337,"2000 Oxford Drive"
"Bethel Park","MT LEBANON INTERNAL MEDICINE DIVISION",4,0.744,3,20,78,3,10,64384.8337,"2000 Oxford Drive"
"Bethel Park","ZELONIS, THOMAS G DO",5,0.333,1,2,3,NA,NA,64384.8337,"990 Higbee Drive"
"Bethlehem","BACAK III, JOSEPH F MD",7,0.75,3,2,8,NA,NA,44996.7101,"701 Ostrum Street"
"Bethlehem","MEDICAL ASSOCIATES OF BETHLEHEM",12,0.421,1,11,19,7,9,74018.1998,"4311 Easton Avenue"
"Bethlehem","SOUTH MOUNTAIN FAMILY PRACTICE",13,0.364,1,7,11,5,6,44996.7101,"1545 Broadway"
"Bethlehem","DORVILLE MD AND KUNDU MD ASSOC",3,0.889,5,1,9,NA,NA,64939.0495,"5325 Northgate Drive"
"Bethlehem","LVPG FAMILY MEDICINE EASTON AVENUE",5,0.833,4,1,6,NA,NA,64939.0495,"3024 Easton Avenue"
"Bethlehem","YEVELSON INTERNAL MEDICINE PC",9,0.667,3,1,3,NA,NA,46494.3983,"1330 Center Street"
"Bethlehem","LVPG FAMILY AND INTERNAL MEDICINE BETHLEHEM TOWNSHIP",10,0.647,2,6,17,3,4,74018.1998,"2101 Emrick Boulevard"
"Bethlehem","WILLIAM PENN FAMILY PRACTICE",15,0.286,1,5,7,NA,NA,74018.1998,"4379 Easton Avenue"
"Bethlehem","THE ROCK WELLNESS CENTER PC",14,0.333,1,2,3,NA,NA,74018.1998,"2591 Baglyos Circle"
"Bethlehem","RONALD R JULIA MD",1,1,5,0,3,NA,NA,74018.1998,"3201 Highfield Drive"
"Bethlehem","W TIMOTHY SCHARLE MD INTERNAL MEDICINE",18,0,1,3,3,NA,NA,46494.3983,"800 Eaton Ave"
"Bethlehem","ST LUKES BETHLEHEM INTERNAL MEDICINE",16,0.2,1,8,10,6,7,46494.3983,"800 Eaton Avenue"
"Bethlehem","LVPG INTERNAL MEDICINE WEST BROAD",11,0.625,2,3,8,NA,NA,46494.3983,"325 West Broad Street"
"Bethlehem","LVPG INTERNAL MEDICINE MUHLENBERG",4,0.838,4,6,37,0,1,64939.0495,"2649 Schoenersville Road"
"Bethlehem","ST LUKES FAMILY PRACTICE",17,0.143,1,6,7,NA,NA,64939.0495,"2830 Easton Avenue"
"Bethlehem","LEHIGH VALLEY FAMILY PRACTICE ASSOCIATES",6,0.778,3,2,9,NA,NA,64939.0495,"190 Brodhead Road"
"Bethlehem","EASTON MEDICAL GROUP",7,0.75,3,3,12,1,2,74018.1998,"3101 Emrick Boulevard"
"Bethlehem","MILLER HEIGHTS MEDICAL ASSOCIATES",2,0.9,5,1,10,0,0,74018.1998,"3833 Linden Street"
"Blairsville","LAH BLAIRSVILLE FAMILY MEDICINE",2,0.862,5,4,29,0,0,41477.3677,"56 Club Lane"
"Blairsville","KLAIN, MATTHEW N MD PC",1,0.875,5,8,64,0,0,41477.3677,"25 Colony Boulevard"
"Blanchard","PECHT, KARL R MD",1,0.25,1,3,4,NA,NA,46250,"104 Brickley Drive Route 150"
"Blandon","JAMESON, TIMOTHY L DO",2,0,1,4,4,NA,NA,63599,"8500 Allentown Pike"
"Blandon","LVPG FAMILY MEDICINE BLANDON",1,1,5,0,3,NA,NA,63599,"850 Golden Drive"
"Blawnox","CONSTANTINO, ANGELO MD",2,0.615,2,5,13,3,4,101351.9137,"121 Freeport Road"
"Blawnox","RFP MORNINGSIDE UPMC",1,0.714,3,2,7,NA,NA,101351.9137,"121 Freeport Road"
"Blawnox","RFP RIDC UPMC",3,0.6,2,6,15,3,4,101351.9137,"121 Freeport Road"
"Bloomsburg","SUSQUEHANNA VALLEY MEDICAL SPECIALTIES PC",1,0.5,2,2,4,NA,NA,43837.0557,"6850 Lows Road"
"Bluefield","EAST RIVER MEDICAL PLLC",1,0.5,2,2,4,NA,NA,30733.4733,"512 Cherry Street"
"Boiling Springs","BOILING SPRINGS FAMILY MEDICINE",1,0.786,4,3,14,0,2,75509.786,"210 Forge Road"
"Bradford","BRADFORD FAMILY MEDICINE INC",2,0.867,5,2,15,0,0,39327.9581,"14 North Third Street"
"Bradford","FOOTHILLS MEDICAL GROUP",3,0.714,3,6,21,2,4,39327.9581,"116 Interstate Parkway"
"Bradford","BRADFORD MEDICAL GROUP OF UPMC HAMOT",3,0.714,3,2,7,NA,NA,39327.9581,"24 West Washington Street"
"Bradford","BRADFORD REGIONAL MEDICAL SERVICES",1,0.955,5,1,22,0,0,39327.9581,"6 North Center Street"
"Bradford","GENERAL PHYSICIAN PC",5,0.667,3,1,3,NA,NA,39327.9581,"116 Interstate Parkway"
"Brentwood","LINDENBAUM PERRYMAN AND ASSOCS UPMC",1,0.674,3,14,43,5,8,48093.906,"3000 Brownsville Road"
"Bridgeport","MOUNTAIN STATE MEDICAL SPECIALTIES INC",1,0,1,4,4,NA,NA,60095.4136,"120 Medical Park Drive"
"Bridgeville","BEEREL MEDICAL LLC",2,0.429,1,4,7,NA,NA,55631.7796,"1370 Washington Pike"
"Bridgeville","PPCP CHARTIERS VALLEY",1,0.926,5,4,54,0,0,55631.7796,"1168 Washington Pike"
"Broad Top","BROAD TOP AREA MEDICAL CENTER",1,0.4,1,3,5,NA,NA,39310.2014,"4133 Medical Center Drive"
"Brockway","DEVLIN, JAMES E., MD",2,0.667,3,4,12,2,3,40887.3847,"1100 Main Street"
"Brockway","PENN HIGHLANDS FAMILY MEDICINE SCOTT",1,1,5,0,4,NA,NA,40887.3847,"1200 Wood Street"
"Brodheadsville","ST LUKES BRODHEADSVILLE FAMILY PRACTICE",2,0.5,2,7,14,4,6,51964,"111 Route 715"
"Brodheadsville","LVPG FAMILY MEDICINE WEST END",1,0.667,3,1,3,NA,NA,51964,"12 Kevin Lane"
"Brookville","PCA OF W PA PC",4,0.789,4,4,19,0,2,39899.2667,"477 Route 28"
"Brookville","SEMEYN FAMILY PRACTICE BK",3,0.8,4,1,5,NA,NA,39899.2667,"367 Route 28 North"
"Brookville","PENN HIGHLANDS FAMILY MEDICINE PRUSAKOWSKI",1,1,5,0,8,NA,NA,39899.2667,"90 Hospital Road"
"Brookville","PENN HIGHLANDS ALLEGHENY HEALTH CENTER RHC",1,1,5,0,10,0,0,39899.2667,"22 Industrial Park Road"
"Brownstown","WELLSPAN FAMILY MEDICINE CROSSROADS",1,0.75,3,3,12,1,2,56542,"4131 Oregon Pike"
"Brownsville","PRAKORB MEDICAL ASSOCIATES",1,0.571,2,3,7,NA,NA,34184.556,"129 Simpson Road"
"Brownsville","SINGH, MALKIT, MD",2,0.333,1,4,6,NA,NA,34184.556,"631D National Pike East"
"Burgettstown","CORNERSTONE CARE COMMUNITY MEDICAL DENTAL PLAZA",1,1,5,0,7,NA,NA,49782.601,"1227 Smith Township State Road"
"Burgettstown","WMC PHYSICIAN PRACTICES LLC",2,0.786,4,3,14,0,2,49782.601,"560 Steubenville Pike"
"Butler","BUTLER MEDICAL ASSOCIATES",5,0.922,5,9,116,0,0,41653.157,"1022B North Main Street"
"Butler","PRASAD, MAHADEVAPPA M, MD",8,0.833,4,4,24,0,1,41653.157,"1651 North Main Street Ext"
"Butler","SETHI, SURENDRA K MD",1,1,5,0,8,NA,NA,41653.157,"230 South Washington Street"
"Butler","PRIMARY CARE ASSOCIATES OF BUTLER",6,0.914,5,10,116,0,0,41653.157,"480 East Jefferson Street"
"Butler","ZAGGER FAMILY PRACTICE PC",12,0.789,4,4,19,0,2,41653.157,"1022 A North Main St"
"Butler","CHANNAPATI, THIPPESWAMY T MD",4,0.923,5,2,26,0,0,41653.157,"342 North Main Street"
"Butler","FAMILY MEDICINE OF BUTLER PC",2,0.944,5,1,18,0,0,41653.157,"1022 A North Main Street"
"Butler","FIORINA FAMILY PRACTICE LLC",3,0.938,5,1,16,0,0,41653.157,"109 Technology Drive"
"Butler","WAHL FAMILY PRACTICE PC",11,0.824,4,3,17,0,1,41653.157,"109 Technology Drive"
"Butler","DR FOZIA CHATTA AND ASSOCIATES PC",13,0.714,3,6,21,2,4,41653.157,"315 North Main Street"
"Butler","BHS NALLATHAMBI MEDICAL ASSOC PLLC",10,0.831,4,10,59,0,2,41653.157,"131 East Cunningham Street"
"Butler","BUTLER FAMILY PRACTICE",7,0.905,5,2,21,0,0,41653.157,"116 Woody Drive"
"Butler","BASH FAMILY PRACTICE PLLC",8,0.833,4,1,6,NA,NA,41653.157,"200 Renaissance Drive"
"Cabot","CONCORDIA PHYSICIAN PRACTICE",1,0.737,3,5,19,1,3,50675.5663,"112 Marwood Road"
"Cambridge Springs","CAMBRIDGE SPRINGS HEALTH CENTER",1,0.8,4,2,10,0,1,45640.8341,"118 Railroad Street"
"Camp Hill","SUSQUEHANNA INT MEDICINE ASSOC",7,0.7,3,6,20,2,4,55466.5249,"890 Poplar Church Road"
"Camp Hill","PINNACLEHEALTH INTERNAL MEDICINE CAMP HILL",9,0.542,2,11,24,6,8,55466.5249,"4400 Carlisle Pike"
"Camp Hill","AZIZKHAN INTERNAL MEDICINE ASSOCIATES",4,0.86,5,6,43,0,0,55466.5249,"888 Poplar Church Road"
"Camp Hill","MAGARGLE, R LYNN MD",10,0.25,1,3,4,NA,NA,55466.5249,"3335 Market Street"
"Camp Hill","PINNACLE HEALTH INTERNAL MEDICINE ASSOCIATES",1,1,5,0,5,NA,NA,55466.5249,"4400 Carlisle Pike"
"Camp Hill","CHARANS FAMILY MEDICINE LLC",8,0.667,3,1,3,NA,NA,55466.5249,"890 Poplar Church Road"
"Camp Hill","HAMPDEN PHYSICIAN ASSOCIATES",3,0.9,5,1,10,0,0,55466.5249,"3456 Trindle Road"
"Camp Hill","PENN STATE HERSHEY MEDICAL GROUP CAMP HILL",2,0.931,5,2,29,0,0,55466.5249,"3025 Market Street"
"Camp Hill","GEISINGER HOLY SPIRIT FAMILY MEDICINE YELLOW BREECHES",6,0.765,3,4,17,1,2,55466.5249,"1800 Carlisle Road"
"Camp Hill","LEMOYNE PRIMARY CARE PC",5,0.833,4,1,6,NA,NA,55466.5249,"797 Poplar Church Road"
"Canton","GUTHRIE MEDICAL GROUP PC/CANTON",1,0.5,2,2,4,NA,NA,36184.7884,"127 Sullivan Street"
"Carbondale","BEKELE, TAMRAT MD",2,0.667,3,2,6,NA,NA,37688.8996,"165 Fallbrook Street"
"Carbondale","DAVIS, NEAL M DO",1,1,5,0,3,NA,NA,37688.8996,"254 Brooklyn Street"
"Carbondale","COMMONWEALTH PHYSICIAN NETWORK LLC LACKAWANNA",3,0.333,1,2,3,NA,NA,37688.8996,"10 Dundaff Street"
"Carlisle","PHELAN, WILLIAM J, MD",8,0.125,1,7,8,NA,NA,62959.6513,"2 Tyler Court"
"Carlisle","MASLAND ASSOCIATES INC",1,0.911,5,4,45,0,0,54127.8466,"220 Wilson Street"
"Carlisle","GUISTWITE, KENNETH R MD",4,0.667,3,1,3,NA,NA,54127.8466,"522 South Pitt Street"
"Carlisle","SADLER HEALTH CENTER",4,0.667,3,1,3,NA,NA,54127.8466,"100 North Hanover Street"
"Carlisle","SPASIC, ALEXANDER MD LLC",7,0.333,1,4,6,NA,NA,62959.6513,"19 Brookwood Avenue"
"Carlisle","GEISINGER HOLY SPIRIT FAMILY MEDICINE CARLISLE",3,0.778,3,2,9,NA,NA,54127.8466,"1211 Forge Road"
"Carlisle","PINNACLEHEALTH FAMILYCARE SPRING ROAD",6,0.636,2,8,22,4,5,54127.8466,"1921 Spring Road"
"Carlisle","ALEXANDER SPRING FAMILYCARE",2,0.8,4,2,10,0,1,62959.6513,"1533 Commerce Avenue"
"Carnegie","FAMILY PRACTICE MEDICAL CENTER",4,0.25,1,3,4,NA,NA,48659.4928,"907 Washington Avenue"
"Carnegie","PPCP CIVITARESE SPECA BOVALINO",1,0.864,5,12,88,0,0,48659.4928,"2375 Greentree Road"
"Carnegie","PPCP WILLIAM BADER MD",2,0.833,4,1,6,NA,NA,48659.4928,"102 Broadway Avenue"
"Carnegie","GATEWAY MEDICAL GROUP UPMC",3,0.688,3,5,16,2,3,48659.4928,"1100 Washington Avenue"
"Carrolltown","CONEMAUGH PHYSICIAN GROUP ST BENEDICT RURAL HEALTH CLINIC",2,0.893,5,3,28,0,0,43570.8092,"564 Theatre Road"
"Carrolltown","PATTON FAMILY MEDICAL CENTER",1,1,5,0,9,NA,NA,43570.8092,"142 East Carroll Street"
"Cassville","BROAD TOP AREA MEDICAL CENTER INC",1,0.75,3,1,4,NA,NA,45200,"478 Seminary Street"
"Catasauqua","BENAVAGE AND HEFFELFINGER",2,0.778,3,2,9,NA,NA,54270.594,"1400 Main Street"
"Catasauqua","LVPG FAMILY MEDICINE CATASAUQUA",1,1,5,0,8,NA,NA,54270.594,"840 Walnut Street"
"Center Valley","COOPERSBURG CENTER VALLEY FAMILY PRACTICE",1,0.5,2,2,4,NA,NA,94037.3539,"5848 Old Bethlehem Pike"
"Ceredo","EUGENIA M JARRELL MD",1,1,5,0,3,NA,NA,29333,"1288 B Street"
"Chambersburg","SWARTZ, MARK MD",4,0.778,3,2,9,NA,NA,41306.941,"761 Fifth Avenue"
"Chambersburg","KEYSTONE RURAL HEALTH CENTER",7,0.647,2,6,17,3,4,41306.941,"820 Fifth Avenue"
"Chambersburg","BARTON MEDICAL ASSOCIATES",10,0.125,1,7,8,NA,NA,41306.941,"435 Phoenix Drive"
"Chambersburg","SUMMIT PRIMARY CARE",5,0.774,3,7,31,1,3,41306.941,"12 St Paul Drive"
"Chambersburg","BALHARA INT MEDC ASSOC PC",1,0.833,4,1,6,NA,NA,41306.941,"761 Fifth Avenue"
"Chambersburg","KEYSTONE HEALTH CENTER INTERNAL MEDICINE",9,0.615,2,5,13,3,4,41306.941,"830 Fifth Avenue"
"Chambersburg","CHAMBERSBURG MEDICAL ASSOCIATES",8,0.625,2,3,8,NA,NA,41306.941,"1988 Scotland Avenue"
"Chambersburg","SUMMIT PRIMARY CARE",6,0.75,3,1,4,NA,NA,41306.941,"2055 Scotland Avenue"
"Chambersburg","SUMMIT PRIMARY CARE",3,0.8,4,4,20,0,2,41306.941,"144 South 8th Street"
"Chambersburg","SUMMIT PRIMARY CARE",2,0.823,4,11,62,0,3,41306.941,"3106 Philadelphia Avenue"
"Charleroi","LENTZ, KENNETH, H, MD",2,0.667,3,2,6,NA,NA,34738.4174,"625 Lincoln Avenue"
"Charleroi","DERIENZO FAMILY PRACTICE",1,0.789,4,8,38,0,3,34738.4174,"17 Arentzen Boulevard"
"Charleston","MOUNTAIN STATE MEDICAL ASSOCIATES",8,0.2,1,8,10,6,7,44784.9369,"300 Kenton Drive"
"Charleston","CHARLESTON FAMILY PRACTICE",3,0.6,2,4,10,2,3,22129.5602,"1201 Washington Street"
"Charleston","CHARLESTON INTERNAL MEDICINE INC",2,0.846,4,2,13,0,1,48284.6212,"3701 MacCorkle Avenue SE"
"Charleston","WEST VIRGINIA UNIVERSITY PHYSICIANS OF CHARLESTON",5,0.5,2,6,12,4,5,22129.5602,"1201 Washington Street East"
"Charleston","DRS HENRY KINDER AND ASC PLLC",6,0.4,1,3,5,NA,NA,22129.5602,"600 Morris Street"
"Charleston","MELY C LIM MD",7,0.333,1,2,3,NA,NA,48284.6212,"8 Courtney Drive"
"Charleston","KANAWHA MEDICAL CENTER INC",1,1,5,0,3,NA,NA,48284.6212,"4924 MacCorkle Avenue Southeast"
"Charleston","CHARLESTON AREA MEDICAL CENTER INC",3,0.6,2,4,10,2,3,22129.5602,"501 Morris Street"
"Cheswick","SMA DEERLAKES PC",1,0.8,4,7,35,0,3,57494.3752,"221 Russellton Dorseyville Road"
"Clairton","JEFFERSON ASSOCIATES  IN IM",3,0.5,2,9,18,6,7,49377.46,"575 Coal Valley Road"
