"ID","practice_Name","Lon","Lat","Zip","Med_Household","Mean_Household","Pop_of_Zip","Measure","Weight","Compliance","Denominator","Numerator","Star_Rating","Aggregate_Stars","Cut2","Cut3","Cut4","Cut5","Needed2","Needed3","Needed4","Needed5","Needed_Next","Gap_Worth","Address","Address_2","City","State","Program","Entity","Health_System","FreedomBlue","SecurityBlue","WV_FreedomBlue","Stars_Par","practice_Mbr_Count"
"000008429","DAVID P ZAMBO DO LLC",-75.3240565,40.7127678,18064,74782.2414,84502.7017,21362,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,2,2,5,2.5,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"4263 Lonat Drive","","Nazareth","PA","TRUE PERFORMANCE IND","LEHIGH VALLEY PHO GLOBAL BUDGET AND QUALITY","","Y","","","Y",27
"000008507","HOOVER MEDICAL ASSOCIATES PC",-79.9856207,40.4362085,15219,22397.3403,36155.4002,19320,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,13,13,5,4.73,0.92,0.95,0.97,0.98,-1,0,0,0,0,0,"1400 Locust Street","Suite 5105","Pittsburgh","PA","","","","","Y","","Y",135
"000008697","WILLIAM H BOYLE MD PC",-75.864287,41.297641,18704,42131.9256,52939.5563,32622,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,0.667,3,2,1,4,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"1732 Wyoming Avenue","","Forty Fort","PA","TRUE PERFORMANCE","WILLIAM H BOYLE MD PC TRUE PERFORMANCE","","Y","","","Y",40
"000008750","DALLAS FAMILY PRACTICE LLC",-75.9638773,41.336771,18612,55570.2712,73757.2207,16004,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,0.9,10,9,1,3.7,0.92,0.95,0.97,0.98,1,1,1,1,1,0.17,"16 Church Street","","Dallas","PA","TRUE PERFORMANCE","DALLAS FAMILY PRACTICE LLC TRUE PERFORMANCE","","Y","","","Y",92
"000010606","LGHP PENN MEDICINE FAMILY MEDICINE STRASBURG",-76.1896491,39.9848924,17579,62412.821,72517.5038,5767,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,0.923,13,12,2,3.16,0.92,0.95,0.97,0.98,0,1,1,1,1,0.17,"1135 Hampden Drive","","Strasburg","PA","LGH ACO","LANCASTER GENERAL HEALTH COMMUNITY CARE COLLABORATIVE","LANCASTER GENERAL HOSPITAL","Y","","","Y",61
"000010857","DOCTORS URGENT CARE",-80.6934144,40.0791634,26003,41655.1635,54798.8699,43002,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,1,1,5,4,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"24 Homestead Avenue","","Wheeling","WV","","","","","","Y","Y",13
"000014582","CENTERVILLE CLINICS INC",-79.9869852,40.0476,15333,49369.4259,55540.5283,2277,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,0.974,153,149,4,3.37,0.92,0.95,0.97,0.98,-8,-3,0,1,1,0.0299999999999998,"1070 Old National Pike Road","","Fredericktown","PA","TRUE PERFORMANCE PLUS COMM","WASHINGTON PHYSICIAN HOSPITAL ORGANIZATION TRUE PERFORMANCE","","","Y","","Y",949
"000014762","HABERERN, EDWARD J MD",-75.5353352,40.68183,18052,53023.3934,62674.9798,25122,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,1,1,5,3,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"4205 Lehigh Street","","Whitehall","PA","","","","Y","","","Y",15
"000015710","REILLY JR. PHILIP JEROME, MD",-79.7416988,40.1537305,15479,48018.9828,58796.7684,2315,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,0.857,7,6,1,2.9,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"237 Second Street","","Smithton","PA","","","","","Y","","Y",65
"000015797","PETRO, DIMITRI M, MD",-79.8558231,40.1795802,15033,28286.983,39457.636,5770,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,0.5,4,2,1,2.73,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"718 McKean Avenue","","Donora","PA","TRUE PERFORMANCE PLUS COMM","VALE U HEALTH PHYSICIAN ORGANIZATION TRUE PERFORMANCE","","","Y","","Y",39
"000016524","YARBORO, THEODORE L., MD",-80.4948518,41.2207926,16146,31544.2323,39447.4882,16336,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,0.5,2,1,1,NA,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"755 Divison Street","","Sharon","PA","","","","","Y","","Y",8
"000016730","KEYSTONE RURAL HEALTH CONSORTIA INC",-78.2356439,41.5105162,15834,38768.0716,48501.412,5343,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,10,10,5,3.94,0.92,0.95,0.97,0.98,0,0,0,0,0,0,"90 East Second Street","PO Box 270","Emporium","PA","TRUE PERFORMANCE IND","KEYSTONE RURAL HEALTH CONSORTIA INC TRUE PERFORMANCE","","","Y","","Y",43
"000016961","ESPER, ROBERT J, DO",-80.1447417,42.100423,16505,51738.0732,71798.9189,18297,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,8,8,5,3.53,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"2820 West 12th Street","","Erie","PA","TRUE PERFORMANCE AHN","PHYSICIAN PARTNERS OF WESTERN PA LLC TRUE PERFORMANCE","","","Y","","Y",45
"000017053","LOMBARDO, JOSEPH M MD",-75.788518,41.3216518,18640,43425.8968,53905.7527,17619,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,2,2,5,NA,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"49 Broad Street","Suite 4","Pittston","PA","","","","Y","","","Y",6
"000017379","STO ROX NEIGHBORHOOD HLTH COUNCIL INC",-80.0628293,40.4649695,15136,45549.9734,57484.2873,22672,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,0.833,6,5,1,3.37,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"710 Thompson Avenue","","Mc Kees Rocks","PA","","","","","Y","","Y",34
"000018669","ZICKAFOOSE, DAVID E, MD",-76.9828702,39.8055744,17331,57720.6135,65676.749,43816,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,0.5,2,1,1,5,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"26 Charles Street","","Hanover","PA","","","","Y","","","Y",20
"000019832","RUBERG, RAYMOND L DO",-76.8455414,39.8145105,17311,61315,73808,219,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,1,1,5,NA,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"36 Hanover Street","","Codorus","PA","","","","Y","","","Y",7
"000020020","SHEELA PRAHALAD MD PC",-75.7081188,41.4985946,18411,73055.054,94875.9875,21519,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,1,1,5,5,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"319 North State Street","","Clarks Summit","PA","TRUE PERFORMANCE","PRAHALAD, SHEELA MD PC TRUE PERFORMANCE","","Y","","","Y",13
"000020052","JAMES A MORRIS LLC",-75.25734,39.9885015,19096,103988.0532,148973.5193,13380,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,1,1,5,NA,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"100 East Lancaster Avenue","Suite 250","Wynnewood","PA","","","","","","","Y",1
"000020082","FAMILY MEDICINE OF WARREN PA  PC",-79.153051,41.8341878,16365,41105.0631,51679.9568,19548,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,0.882,17,15,1,4.43,0.92,0.95,0.97,0.98,1,2,2,2,2,0.0649999999999999,"143 Pleasant Drive","","Warren","PA","TRUE PERFORMANCE IND","FAMILY MEDICINE OF WARREN PA PC TRUE PERFORMANCE","","","Y","","Y",130
"000020410","LGHP PENN MEDICINE FAMILY MEDICINE NEW HOLLAND",-76.0676098,40.1095883,17557,52933.4658,64708.9864,12822,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,19,19,5,4.09,0.92,0.95,0.97,0.98,-1,0,0,0,0,0,"676 East Main Street","","New Holland","PA","LGH ACO","LANCASTER GENERAL HEALTH COMMUNITY CARE COLLABORATIVE","LANCASTER GENERAL HOSPITAL","Y","","","Y",119
"000021818","VOORA, BHARATHI S MD",-80.1277669,42.1108196,16505,51738.0732,71798.9189,18297,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,7,7,5,4.83,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"2005 West 8th Street","Suite 200","Erie","PA","","","","","Y","","Y",56
"000022048","SMOLEN, DANIEL A DO",-75.474067,39.8576556,19060,102471.0955,123928.601,7906,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,1,1,5,NA,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"1440 Conchester Highway","Suite 4","Garnet Valley","PA","","","","","","","Y",1
"000023488","ZELONIS,  LAWRENCE J, DO",-80.0225112,40.3296599,15102,64384.8337,78064.3756,30660,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,0.917,12,11,1,3.44,0.92,0.95,0.97,0.98,1,1,1,1,1,0.15,"2403 South Park Road","","Bethel Park","PA","","","","","Y","","Y",68
"000025713","BACAK III, JOSEPH F MD",-75.3924074,40.6100037,18015,44996.7101,61421.958,30612,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,0.625,8,5,1,3.37,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"701 Ostrum Street","Suite 404","Bethlehem","PA","","","","Y","","","Y",54
"000025739","NOONAN JR, FRANCIS C, DO",-76.3176628,40.3750684,17067,52151.3737,64665.3667,12761,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,2,2,5,NA,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"420 West Lincoln Street","PO Box 43","Myerstown","PA","","","","","","","Y",9
"000026195","UPP  GASTROENTEROLOGY",-79.9609827,40.4425606,15213,32228.0668,51635.1401,28417,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,1,1,5,2.83,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"200 Lothrop Street","3rd Floor D Wing","Pittsburgh","PA","","","UPMC","","Y","","Y",25
"000026196","UPMC SENIOR CARE AT SHADY SIDE",-79.9609827,40.4425606,15213,32228.0668,51635.1401,28417,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,0.933,30,28,2,3.45,0.92,0.95,0.97,0.98,0,1,2,2,2,0.0449999999999999,"200 Lothrop Street","Suite 9055 9th Floor","Pittsburgh","PA","","","UPMC","","Y","","Y",340
"000027752","UPP HEART AND VASCULAR INSTITUTE",-79.957918,40.440536,15213,32228.0668,51635.1401,28417,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,11,11,5,3.25,0.92,0.95,0.97,0.98,0,0,0,0,0,0,"3600 Forbes Avenue","9th Floor","Pittsburgh","PA","","","UPMC","","Y","","Y",181
"000027846","DR. KRISHNANS OFFICE",-79.9179564,40.1900203,15063,44397.4267,58123.5351,12423,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,0.909,11,10,1,4,0.92,0.95,0.97,0.98,1,1,1,1,1,0.14,"1025 Country Club Road","","Monongahela","PA","TRUE PERFORMANCE PLUS COMM","VALE U HEALTH PHYSICIAN ORGANIZATION TRUE PERFORMANCE","","","Y","","Y",114
"000028095","UPMC ALTOONA BLAIR MEDICAL ASSOC SPECIALTY",-78.4027665,40.5122393,16602,40860.9792,52147.5285,30965,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,1,1,5,3.8,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"1414 Ninth Avenue","Station Medical Center","Altoona","PA","","","UPMC","","Y","","Y",23
"000031974","CONVALESCENT CENTER GROUP",-79.5580041,40.2715778,15601,50613.708,63795.4713,58524,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,3,3,5,2.56,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"2480 South Grande Boulevard","","Greensburg","PA","","","","","Y","","Y",97
"000033008","SONNENBERG, WILLIAM R, MD",-79.6730125,41.623885,16354,29782.8476,37159.7971,10237,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,5,5,5,4.16,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"119 East Mechanic Street","","Titusville","PA","TRUE PERFORMANCE IND","WILLIAM R SONNENBERG MD TRUE PERFORMANCE","","","Y","","Y",21
"000033075","ARUMUGARAJAH, KANAGASABAPATHY MD",-77.0885514,39.7444501,17340,60067.9328,69216.2956,9668,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,1,1,5,5,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"10 West King Street","","Littlestown","PA","","","","Y","","","Y",14
"000033344","CORNERSTONE CARE GREENSBORO",-79.913797,39.8010496,15338,40436.6792,49512.426,1733,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,4,4,5,1,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"7 Glassworks Road","","Greensboro","PA","TRUE PERFORMANCE IND","CORNERSTONE CARE TRUE PERFORMANCE","","","Y","","Y",12
"000033409","SOPHY, MATTHEW C, DO",-76.165689,40.6951443,17965,41989.5803,45348.3661,2192,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,6,6,5,5,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"73 Coal Street","","Port Carbon","PA","TRUE PERFORMANCE","MATTHEW C SOPHY MD TRUE PERFORMANCE","","Y","","","Y",18
"000034781","DECK, CHARLES S MD",-75.6528571,41.4133743,18510,32969.9405,46686.3643,13828,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,0.5,2,1,1,5,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"802 Jefferson Avenue","","Scranton","PA","","","","Y","","","Y",14
"000034790","BUTLER MEDICAL ASSOCIATES",-79.897001,40.8774847,16001,41653.157,52242.7835,37766,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,0.983,116,114,5,4.28,0.92,0.95,0.97,0.98,-7,-3,0,0,0,0,"1022B North Main Street","","Butler","PA","TRUE PERFORMANCE PLUS COMM","BUTLER MEDICAL PROVIDERS TRUE PERFORMANCE","BUTLER HOSPITAL","","Y","","Y",809
"000034864","SLATE BELT FAMILY PRACTICE",-75.2963292,40.8394318,18091,59883.8004,66648.7007,5688,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,9,9,5,3.63,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"826 South Broadway","","Wind Gap","PA","TRUE PERFORMANCE IND","LEHIGH VALLEY PHO GLOBAL BUDGET AND QUALITY","","Y","","","Y",70
"000035786","OAA ORTHOPAEDIC SPECIALISTS",-75.5599659,40.5839949,18104,66485.4639,81988.6637,39610,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,1,1,5,NA,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"250 Cetronia Road","Suite 303","Allentown","PA","BUNDLES SHARED SAVINGS","OAA ORTHOPAEDIC SPECIALISTS","","Y","","","Y",12
"000036373","HVMG VALLEY INTERNAL MEDICINE",-80.3011577,40.7015236,15009,54197.327,74094.0227,15286,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,0.991,114,113,5,4.51,0.92,0.95,0.97,0.98,-8,-4,0,0,0,0,"500 Sharon Road","","Beaver","PA","TRUE PERFORMANCE PLUS COMM","HERITAGE VALLEY HEALTHCARE NETWORK TRUE PERFORMANCE LLC","HERITAGE VALLEY HEALTH SYSTEM","","Y","","Y",1098
"000037272","WIEGERING, CARLOS A MD",-78.2515748,40.675267,16686,43881.731,51955.0453,13668,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,4,4,5,4.25,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"200 Hospital Drive","Suite 3","Tyrone","PA","","","","","Y","","Y",18
"000037862","LAWNDALE INTERNAL MEDICINE",-75.0906347,40.0811781,19046,75341.3326,110782.5819,18032,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,1,1,5,NA,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"400 Huntingdon Pike","Suite C","Rockledge","PA","","","","","","","Y",2
"000038278","LEE T BESEN MD",-75.5948468,41.4805591,18452,38153,50380,5433,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,1,1,5,NA,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"1339 Main Street","","Peckville","PA","TRUE PERFORMANCE","LEE T BESEN TRUE PERFORMANCE","","Y","","","Y",8
"000038530","CHANG, CHI KUE T MD",-75.3334108,40.6554626,18020,74018.1998,90220.3309,18698,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,2,2,5,NA,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"3348 Easton Avenue","","Bethlehem","PA","TRUE PERFORMANCE IND","LEHIGH VALLEY PHO GLOBAL BUDGET AND QUALITY","","Y","","","Y",6
"000039158","RUSSELLTON MEDICAL GROUP UPMC",-79.7272938,40.6309749,15065,40427.0853,52841.7017,12067,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,0.975,40,39,4,3.9,0.92,0.95,0.97,0.98,-2,-1,0,1,1,0.0300000000000002,"1604 Burtner Road","Suite 2100","Natrona Heights","PA","","","UPMC","","Y","","Y",365
"000039284","LACKAWANNA MEDICAL GROUP PC",-75.6721228,41.448339,18508,37509.1279,46593.4906,11897,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,9,9,5,3.92,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"201 Smallacombe Drive","","Scranton","PA","BUNDLES SHARED SAVINGS","INTERNAL MEDC LACKAWANNA MED GRP TRUE PERFORMANCE","","Y","","","Y",43
"000039370","DELTA MEDIX PC",-75.6677196,41.4077053,18508,37509.1279,46593.4906,11897,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,2,2,5,5,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"300 Lackawanna Avenue","Unit 200","Scranton","PA","","","","Y","","","Y",12
"000039890","NEALON, GERARD MD",-75.6780245,41.4172644,18504,38771.3618,47628.2315,21772,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,5,5,5,NA,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"1209 Swetland Street","","Scranton","PA","TRUE PERFORMANCE","NEALON, GERARD MD TRUE PERFORMANCE","","Y","","","Y",12
"000039899","DUGAN, ROBERT B, DO",-80.0864787,42.0952115,16508,42138.7429,51633.288,16453,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,0.889,9,8,1,3.7,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"926 W 38th St","","Erie","PA","TRUE PERFORMANCE IND","ROBERT B DUGAN DO TRUE PERFORMANCE","","","Y","","Y",57
"000040158","HORIZON MEDICAL CORP PC",-75.6639019,41.4171907,18508,37509.1279,46593.4906,11897,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,0.909,11,10,1,3.79,0.92,0.95,0.97,0.98,1,1,1,1,1,0.16,"3 West Olive Street","Suite 201","Scranton","PA","TRUE PERFORMANCE","HORIZON MEDICAL CORP PC TRUE PERFORMANCE","","Y","","","Y",90
"000042538","PRASAD, MAHADEVAPPA M, MD",-79.9185268,40.9053477,16001,41653.157,52242.7835,37766,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,0.958,24,23,3,4.3,0.92,0.95,0.97,0.98,0,0,1,1,1,0.0600000000000005,"1651 North Main Street Ext","","Butler","PA","TRUE PERFORMANCE IND","PRASAD MAHADEVAPPA MD TRUE PERFORMANCE","","","Y","","Y",262
"000047138","LEVY, MARK MD",-75.5022435,40.0444805,19301,99899.4403,132559.7531,6439,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,2,2,5,NA,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"255 West Lancaster Avenue","Suite 200","Paoli","PA","","","","","","","Y",3
"000050049","PRIMARY HEALTH NETWORK",-80.5076381,41.2339857,16146,31544.2323,39447.4882,16336,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,0.909,132,120,1,3.4,0.92,0.95,0.97,0.98,2,6,9,10,10,0.013,"63 Pitt Street","","Sharon","PA","TRUE PERFORMANCE IND","PRIMARY HEALTH NETWORK TRUE PERFORMANCE","","Y","Y","","Y",892
"000051648","PHILA COLLEGE OF OSTEO MEDC",-76.4949308,41.4236172,18626,36652.5,45072.415,436,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,1,1,5,NA,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"217 King Street","P O Box 95","Laporte","PA","","","","","","","Y",7
"000052167","TANITSKY, MICHAEL DO",-77.7557582,40.8602695,16823,45299.856,54879.5471,21618,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,1,1,5,3,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"550 West College Avenue","","Pleasant Gap","PA","","","","Y","Y","","Y",16
"000054436","GLENDALE AREA MEDICAL ASSOCIATION INC",-78.5346288,40.7477926,16627,30188.0172,38397.7958,2294,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,0.889,9,8,1,2.5,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"850 Main Street","PO Box 375","Coalport","PA","TRUE PERFORMANCE IND","GLENDALE AREA MEDICAL ASSOCIATION INC TRUE PERFORMANCE","","","Y","","Y",59
"000055153","MARTIN, H FREDERICK MD",-77.2991529,39.9204565,17303,78942,65693,9192.7681865539,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,1,4,4,5,4,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"56 South High Street","","Arendtsville","PA","TRUE PERFORMANCE","HORACE FREDERICK MARTIN MD TRUE PERFORMANCE","","Y","","","Y",78
"000055588","ROBERT B MOONEY JR DO",-77.8466442,40.7991664,16801,38739.4107,52525.8165,36978,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,0.857,7,6,1,2.53,0.92,0.95,0.97,0.98,NA,NA,NA,NA,NA,NA,"611 University  Drive","Suite 215","State College","PA","","","","Y","","","Y",60
"000056078","PHYSICIAN CARE",-76.4487711,41.7837223,18848,39841.4218,50813.8206,8999,"C14: Comprehensive Diabetes Care: Medical Attention for Nephropathy",1,0.923,13,12,2,3.13,0.92,0.95,0.97,0.98,0,1,1,1,1,0.2,"71 Hospital Drive","","Towanda","PA","TRUE PERFORMANCE","PHYSICIAN CARE TRUE PERFORMANCE","","Y","","","Y",56
