"City","Practice_Name","City.Rank","Compliance","Star_Rating","Numerator","Denominator","Needed4","Needed5","Med_Household","Address","Program","Stars_Par"
"Allentown","ST LUKES EMAUS AVENUE FAMILY PRACTICE",17,0.75,1,3,4,NA,NA,52682.3905,"1101 West Emaus Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Allentown","LVPG INTERNAL MEDICINE 1255 CEDAR CREST",1,1,5,5,5,NA,NA,52682.3905,"1255 South Cedar Crest Boulevard","TRUE PERFORMANCE IND","Y"
"Allentown","COORDINATED HEALTH FAMILY PRACTICE",16,0.833,3,5,6,NA,NA,66485.4639,"1503 North Cedar Crest Boulevard","TRUE PERFORMANCE","Y"
"Allentown","COORDINATED HEALTH INTERNAL MEDICINE",1,1,5,3,3,NA,NA,66485.4639,"1503 North Cedar Crest Boulevard","TRUE PERFORMANCE","Y"
"Allison Park","LAMPERSKI INTERNAL MEDICINE  LLC",1,0.909,5,20,22,0,0,72550.5748,"4068 Mount Royal Boulevard","TRUE PERFORMANCE IND","Y"
"Altoona","SANKARAN, MANICKAM, MD",9,0.7,1,7,10,2,2,40860.9792,"901 Valley View Blvd.","","Y"
"Altoona","UPMC ALTOONA REGIONAL HEALTH SERVICES INC",7,0.88,5,285,324,0,0,40860.9792,"1414 Ninth Avenue","","Y"
"Altoona","ALTOONA FAMILY PHYSICIANS",1,1,5,10,10,0,0,40571.0686,"501 Howard Avenue","","Y"
"Altoona","DOWLUT, MOHAMMAD N MD",1,1,5,3,3,NA,NA,40860.9792,"215 Union Avenue","","Y"
"Altoona","PINECROFT MEDICAL CENTER",1,1,5,12,12,0,0,40860.9792,"417 Sabbath Rest Road","TRUE PERFORMANCE","Y"
"Altoona","BLAIR NEPHROLOGY ASSOC INC",10,0.667,1,2,3,NA,NA,40571.0686,"312 Chestnut Avenue","","Y"
"Altoona","K SIRIPALA MD AND ASSOCIATES INC",10,0.667,1,4,6,NA,NA,40571.0686,"312 Chestnut Avenue","","Y"
"Altoona","DOCTORS WALK IN CARE INC",5,0.909,5,10,11,0,0,40571.0686,"222 Chestnut Avenue","","Y"
"Altoona","RIFKAH, ELIAS MD",8,0.867,5,13,15,0,0,40571.0686,"120 Chestnut Avenue","","Y"
"Altoona","REINHARDT FAMILY PRACTICE",6,0.903,5,28,31,0,0,40571.0686,"1701 12th Avenue","TRUE PERFORMANCE IND","Y"
"Altoona","TRIDENT USA MOBILE CLINICAL SERVICES LLC",1,1,5,6,6,NA,NA,40571.0686,"1020 Green Avenue","","Y"
"Alum Creek","ALUM CREEK MEDICAL CENTER",1,1,5,3,3,NA,NA,38387.436,"2150 Childress Road","TRUE PERFORMANCE","Y"
"Ambridge","HVMG INTERNAL MEDICINE ASSOCIATES",1,0.912,5,104,114,0,0,39157.7213,"1155 Merchant Street","TRUE PERFORMANCE PLUS COMM","Y"
"Annville","PINNACLEHEALTH ANNVILLE FAMILY MEDICINE",1,0.983,5,57,58,0,0,58347.9183,"1251 East Main Street","TRUE PERFORMANCE PLUS COMM","Y"
"Apollo","KISKI VALLEY COMMUNITY MEDC PC",1,0.885,5,54,61,0,0,48339.6172,"310 South Second Street","TRUE PERFORMANCE IND","Y"
"Arendtsville","MARTIN, H FREDERICK MD",1,1,5,6,6,NA,NA,78942,"56 South High Street","TRUE PERFORMANCE","Y"
"Ashland","ST LUKES ASHLAND FAMILY PRACTICE",1,0.857,4,6,7,NA,NA,41098.0426,"530 Centre Street","TRUE PERFORMANCE PLUS COMM","Y"
"Aspers","WELLSPAN FAMILY MEDICINE ASPERS",1,0.958,5,23,24,0,0,52562.1,"2060 Carlisle Road","TRUE PERFORMANCE","Y"
"Aspinwall","PRIME CARE MEDICAL ASSOCIATES UPMC",1,0.8,2,24,30,2,2,73584.7475,"241-251 Freeport Road","","Y"
"Athens","GUTHRIE MEDICAL GROUP PC/ATHENS",1,1,5,7,7,NA,NA,36198.6764,"412 South Main Street","TRUE PERFORMANCE","Y"
"Atlasburg","ALEXANDER, DAN GEORGE MD",1,0.667,1,4,6,NA,NA,44028,"1569 Smith Township State Road","TRUE PERFORMANCE PLUS COMM","Y"
"Avella","AVELLA FAMILY PRACTICE LLC",1,0.875,5,7,8,NA,NA,52105.1292,"9 Campbell Street","TRUE PERFORMANCE PLUS COMM","Y"
"Avis","GEISINGER JERSEY SHORE MEDICAL ASSOCIATES AVIS",1,1,5,7,7,NA,NA,42798,"104 East Central Avenue","TRUE PERFORMANCE CUSTOM CONTRACT","Y"
"Avonmore","MUTHAPPAN, PALANIAPPAN, MD",1,0.815,2,22,27,1,2,44448.5351,"527 Westmoreland Avenue","","Y"
"Baden","HVMG BADEN AREA HEALTHCARE SERVICES",1,0.885,5,46,52,0,0,63009.2585,"210 Ohio River Boulevard","TRUE PERFORMANCE PLUS COMM","Y"
"Bangor","NORTHAMPTON INTERNAL MEDICINE AT BANGOR",1,0.8,2,4,5,NA,NA,57029.4254,"125 South First Street","TRUE PERFORMANCE","Y"
"Barto","POTTSTOWN MEDICAL SPECIALISTS BALLY",1,1,5,4,4,NA,NA,68534.4091,"1315 Route 100","TRUE PERFORMANCE","Y"
"Bath","GUERRA, REYNALDO C, MD",3,0.667,1,2,3,NA,NA,62496.6811,"108 East Northampton Street","","Y"
"Bath","LVPG FAMILY MEDICINE BATH",1,0.8,2,4,5,NA,NA,62496.6811,"6649 Chrisphalt Drive","TRUE PERFORMANCE IND","Y"
"Bath","ST LUKES INTERNAL MEDICINE BATH",1,0.8,2,4,5,NA,NA,62496.6811,"2445 Plaza Court","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver","HVMG VALLEY INTERNAL MEDICINE",2,0.871,5,122,140,0,0,54197.327,"500 Sharon Road","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver","INTERNAL MEDICINE AND ENDOCRINOLOGY",3,0.833,3,15,18,1,1,54197.327,"701 Sharon Road","TRUE PERFORMANCE IND","Y"
"Beaver","HVMG BEAVER INTERNAL MEDICINE BEAVER",1,0.933,5,70,75,0,0,54197.327,"1000 Dutch Ridge Rd.","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver","HOLDREN, JEAN A., DO",4,0.8,2,4,5,NA,NA,54197.327,"701 Sharon Road","","Y"
"Beaver","HVMG ASSOCIATES OF INTERNAL MEDICINE",5,0.792,2,61,77,4,6,54197.327,"1211 Third Street","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver Falls","HVMG BEAVER INTERNAL MEDICINE BEAVER FALLS",3,0.872,5,82,94,0,0,44790.9274,"1307 Sixth Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver Falls","HVMG TRINITY",4,0.859,4,61,71,0,1,44790.9274,"2580 Constitution Boulevard","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver Falls","HERITAGE VALLEY FP- GUFFEY",2,0.889,5,32,36,0,0,44790.9274,"2580 Constution Blvd","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver Falls","HERITAGE VALLEY FAMILY HEALTH CENTER",5,0.824,3,14,17,1,1,44790.9274,"1125 7th Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver Falls","HERITAGE VALLEY FAMILY PRACTICE GRIECO",1,0.923,5,24,26,0,0,44790.9274,"2620 Constitution Boulevard","TRUE PERFORMANCE PLUS COMM","Y"
"Bedford","UPMC BEDFORD INTERNAL MEDICINE",1,0.92,5,23,25,0,0,37904.4741,"118 South Anderson Street","","Y"
"Belle Vernon","PEPPER FAMILY MEDICINE",4,0.667,1,12,18,4,4,34703.0682,"728 Broad Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Belle Vernon","TRI COUNTY MEDICAL PRACTICE LLC",3,0.769,1,20,26,2,3,34703.0682,"515 Broad Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Belle Vernon","PRIME MEDICAL GROUP PCG1-CHAUHAN ASSOCS",1,0.873,5,96,110,0,0,34703.0682,"1533 Broad Avenue","TRUE PERFORMANCE AHN","Y"
"Belle Vernon","MON VALE PRIMARY CARE PRACTICES INC",2,0.842,4,48,57,0,2,34703.0682,"800 Plaza Drive","TRUE PERFORMANCE PLUS COMM","Y"
"Bellefonte","BELLEFONTE MEDICAL CLINIC PC",1,0.938,5,15,16,0,0,45299.856,"527 Willowbank Street","TRUE PERFORMANCE","Y"
"Bellefonte","GMG BELLEFONTE FAMILY PRACTICE",2,0.842,4,16,19,0,1,45299.856,"819 East Bishop Street","TRUE PERFORMANCE CUSTOM CONTRACT","Y"
"Bellevue","HUSSAINI MEDICAL ASSOCIATES",1,0.655,1,19,29,6,6,45961.4011,"340 Lincoln Avenue","TRUE PERFORMANCE AHN","Y"
"Bentleyville","SOUTHWEST MEDICAL CENTER",1,0.8,2,40,50,2,3,37552.2931,"119 Wilson Road","TRUE PERFORMANCE PLUS COMM","Y"
"Berwick","INTERNAL MEDC OF BERWICK PC INC",1,1,5,3,3,NA,NA,38172.5427,"751 East 16th Street","","Y"
"Bethel Park","ZELONIS,  LAWRENCE J, DO",3,0.769,1,10,13,1,2,64384.8337,"2403 South Park Road","","Y"
"Bethel Park","YEASTED, GEORGE A MD",5,0.75,1,3,4,NA,NA,64384.8337,"2000 Oxford Drive","","Y"
"Bethel Park","SOUTH HILLS FAMILY MEDICINE LLC",4,0.766,1,85,111,9,11,64384.8337,"1000 Higbee Drive","TRUE PERFORMANCE AHN","Y"
"Bethel Park","PPCP BOBBY AND KOTAR",1,0.875,5,14,16,0,0,64384.8337,"2000 Oxford Drive","TRUE PERFORMANCE PLUS COMM","Y"
"Bethel Park","MT LEBANON INTERNAL MEDICINE DIVISION",2,0.82,3,82,100,2,4,64384.8337,"2000 Oxford Drive","TRUE PERFORMANCE PLUS COMM","Y"
"Bethel Park","ZELONIS, THOMAS G DO",6,0.667,1,2,3,NA,NA,64384.8337,"990 Higbee Drive","TRUE PERFORMANCE AHN","Y"
"Bethlehem","BACAK III, JOSEPH F MD",17,0.5,1,3,6,NA,NA,44996.7101,"701 Ostrum Street","","Y"
"Bethlehem","MEDICAL ASSOCIATES OF BETHLEHEM",12,0.846,4,11,13,0,1,74018.1998,"4311 Easton Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","SOUTH MOUNTAIN FAMILY PRACTICE",13,0.8,2,8,10,1,1,44996.7101,"1545 Broadway","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","DORVILLE MD AND KUNDU MD ASSOC",13,0.8,2,8,10,1,1,64939.0495,"5325 Northgate Drive","TRUE PERFORMANCE","Y"
"Bethlehem","LVPG FAMILY MEDICINE EASTON AVENUE",1,1,5,7,7,NA,NA,64939.0495,"3024 Easton Avenue","TRUE PERFORMANCE IND","Y"
"Bethlehem","SOUTH BETHLEHEM FAMILY PRACTICE",15,0.667,1,2,3,NA,NA,44996.7101,"306 South New Street","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","LVPG FAMILY AND INTERNAL MEDICINE BETHLEHEM TOWNSHIP",7,0.938,5,15,16,0,0,74018.1998,"2101 Emrick Boulevard","TRUE PERFORMANCE IND","Y"
"Bethlehem","WILLIAM PENN FAMILY PRACTICE",1,1,5,4,4,NA,NA,74018.1998,"4379 Easton Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","SAM S WENG MD",1,1,5,4,4,NA,NA,46494.3983,"940 North New Street","TRUE PERFORMANCE IND","Y"
"Bethlehem","ST LUKES BETHLEHEM INTERNAL MEDICINE",1,1,5,7,7,NA,NA,46494.3983,"800 Eaton Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","ERIKA LAHAV MD",1,1,5,3,3,NA,NA,64939.0495,"2045 Westgate Drive","TRUE PERFORMANCE IND","Y"
"Bethlehem","LVPG INTERNAL MEDICINE WEST BROAD",1,1,5,6,6,NA,NA,46494.3983,"325 West Broad Street","TRUE PERFORMANCE IND","Y"
"Bethlehem","LVPG INTERNAL MEDICINE MUHLENBERG",8,0.895,5,34,38,0,0,64939.0495,"2649 Schoenersville Road","TRUE PERFORMANCE IND","Y"
"Bethlehem","ST LUKES FAMILY PRACTICE",15,0.667,1,4,6,NA,NA,64939.0495,"2830 Easton Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","LEHIGH VALLEY FAMILY PRACTICE ASSOCIATES",10,0.857,4,6,7,NA,NA,64939.0495,"190 Brodhead Road","TRUE PERFORMANCE IND","Y"
"Bethlehem","EASTON MEDICAL GROUP",9,0.889,5,8,9,NA,NA,74018.1998,"3101 Emrick Boulevard","TRUE PERFORMANCE","Y"
"Bethlehem","MILLER HEIGHTS MEDICAL ASSOCIATES",10,0.857,4,12,14,0,1,74018.1998,"3833 Linden Street","TRUE PERFORMANCE IND","Y"
"Blairsville","LAH BLAIRSVILLE FAMILY MEDICINE",2,0.867,5,26,30,0,0,41477.3677,"56 Club Lane","TRUE PERFORMANCE PLUS COMM","Y"
"Blairsville","KLAIN, MATTHEW N MD PC",1,0.905,5,57,63,0,0,41477.3677,"25 Colony Boulevard","TRUE PERFORMANCE AHN","Y"
"Blandon","BERKS FAMILY PHYSICIANS PC",2,0.833,3,5,6,NA,NA,63599,"11 Ingot Drive","TRUE PERFORMANCE","Y"
"Blandon","JAMESON, TIMOTHY L DO",1,1,5,5,5,NA,NA,63599,"8500 Allentown Pike","","Y"
"Blawnox","CONSTANTINO, ANGELO MD",3,0.682,1,15,22,4,4,101351.9137,"121 Freeport Road","TRUE PERFORMANCE AHN","Y"
"Blawnox","RFP MORNINGSIDE UPMC",1,1,5,5,5,NA,NA,101351.9137,"121 Freeport Road","","Y"
"Blawnox","RFP RIDC UPMC",2,0.9,5,18,20,0,0,101351.9137,"121 Freeport Road","","Y"
"Boiling Springs","BOILING SPRINGS FAMILY MEDICINE",1,0.8,2,12,15,1,1,75509.786,"210 Forge Road","TRUE PERFORMANCE","Y"
"Bradford","BRADFORD FAMILY MEDICINE INC",4,0.846,4,11,13,0,1,39327.9581,"14 North Third Street","TRUE PERFORMANCE IND","Y"
"Bradford","FOOTHILLS MEDICAL GROUP",2,0.923,5,12,13,0,0,39327.9581,"116 Interstate Parkway","TRUE PERFORMANCE","Y"
"Bradford","BRADFORD MEDICAL GROUP OF UPMC HAMOT",1,1,5,3,3,NA,NA,39327.9581,"24 West Washington Street","","Y"
"Bradford","BRADFORD REGIONAL MEDICAL SERVICES",3,0.875,5,21,24,0,0,39327.9581,"6 North Center Street","TRUE PERFORMANCE","Y"
"Brentwood","LINDENBAUM PERRYMAN AND ASSOCS UPMC",1,0.775,2,31,40,3,4,48093.906,"3000 Brownsville Road","","Y"
"Bridgeville","BEEREL MEDICAL LLC",1,1,5,3,3,NA,NA,55631.7796,"1370 Washington Pike","","Y"
"Bridgeville","PPCP CHARTIERS VALLEY",2,0.887,5,47,53,0,0,55631.7796,"1168 Washington Pike","TRUE PERFORMANCE PLUS COMM","Y"
"Broad Top","BROAD TOP AREA MEDICAL CENTER",1,0.667,1,6,9,NA,NA,39310.2014,"4133 Medical Center Drive","TRUE PERFORMANCE IND","Y"
"Brockway","DEVLIN, JAMES E., MD",1,0.7,1,7,10,2,2,40887.3847,"1100 Main Street","TRUE PERFORMANCE IND","Y"
"Brodheadsville","ST LUKES BRODHEADSVILLE FAMILY PRACTICE",1,0.923,5,12,13,0,0,51964,"111 Route 715","TRUE PERFORMANCE PLUS COMM","Y"
"Brookfield","SRMG INTERNAL MEDICINE",1,0.833,3,5,6,NA,NA,39770.5191,"7264 Warren Sharon Road","TRUE PERFORMANCE PLUS COMM","Y"
"Brookville","PCA OF W PA PC",2,0.85,4,17,20,0,1,39899.2667,"477 Route 28","TRUE PERFORMANCE IND","Y"
"Brookville","SEMEYN FAMILY PRACTICE BK",1,0.875,5,7,8,NA,NA,39899.2667,"367 Route 28 North","TRUE PERFORMANCE","Y"
"Brookville","PENN HIGHLANDS FAMILY MEDICINE PRUSAKOWSKI",3,0.818,2,9,11,1,1,39899.2667,"90 Hospital Road","TRUE PERFORMANCE","Y"
"Brookville","PENN HIGHLANDS ALLEGHENY HEALTH CENTER RHC",4,0.6,1,6,10,3,3,39899.2667,"22 Industrial Park Road","TRUE PERFORMANCE","Y"
"Brownstown","WELLSPAN FAMILY MEDICINE CROSSROADS",1,0.923,5,12,13,0,0,56542,"4131 Oregon Pike","TRUE PERFORMANCE","Y"
"Brownsville","PRAKORB MEDICAL ASSOCIATES",1,1,5,8,8,NA,NA,34184.556,"129 Simpson Road","","Y"
"Brownsville","SINGH, MALKIT, MD",2,0.9,5,9,10,0,0,34184.556,"631D National Pike East","TRUE PERFORMANCE AHN","Y"
"Burgettstown","CORNERSTONE CARE COMMUNITY MEDICAL DENTAL PLAZA",1,0.9,5,9,10,0,0,49782.601,"1227 Smith Township State Road","TRUE PERFORMANCE PLUS COMM","Y"
"Burgettstown","WMC PHYSICIAN PRACTICES LLC",2,0.867,5,13,15,0,0,49782.601,"560 Steubenville Pike","TRUE PERFORMANCE","Y"
"Butler","BUTLER MEDICAL ASSOCIATES",5,0.843,4,97,115,0,2,41653.157,"1022B North Main Street","TRUE PERFORMANCE PLUS COMM","Y"
"Butler","PRASAD, MAHADEVAPPA M, MD",2,0.949,5,37,39,0,0,41653.157,"1651 North Main Street Ext","TRUE PERFORMANCE IND","Y"
"Butler","SETHI, SURENDRA K MD",9,0.8,2,12,15,1,1,41653.157,"230 South Washington Street","","Y"
"Butler","PRIMARY CARE ASSOCIATES OF BUTLER",8,0.81,2,111,137,5,7,41653.157,"480 East Jefferson Street","TRUE PERFORMANCE PLUS COMM","Y"
"Butler","ZAGGER FAMILY PRACTICE PC",13,0.714,1,15,21,3,4,41653.157,"1022 A North Main St","TRUE PERFORMANCE IND","Y"
"Butler","CHANNAPATI, THIPPESWAMY T MD",4,0.846,4,22,26,0,1,41653.157,"342 North Main Street","TRUE PERFORMANCE IND","Y"
"Butler","FAMILY MEDICINE OF BUTLER PC",14,0.615,1,8,13,3,4,41653.157,"1022 A North Main Street","TRUE PERFORMANCE IND","Y"
"Butler","FIORINA FAMILY PRACTICE LLC",3,0.923,5,12,13,0,0,41653.157,"109 Technology Drive","TRUE PERFORMANCE IND","Y"
"Butler","WAHL FAMILY PRACTICE PC",7,0.813,2,13,16,1,1,41653.157,"109 Technology Drive","TRUE PERFORMANCE IND","Y"
"Butler","DR FOZIA CHATTA AND ASSOCIATES PC",12,0.786,2,11,14,1,2,41653.157,"315 North Main Street","TRUE PERFORMANCE IND","Y"
"Butler","BHS NALLATHAMBI MEDICAL ASSOC PLLC",6,0.818,2,54,66,2,3,41653.157,"131 East Cunningham Street","TRUE PERFORMANCE PLUS COMM","Y"
"Butler","BHS EXTENDED CARE ASSOCIATES",1,1,5,4,4,NA,NA,41653.157,"One Hospital Way","","Y"
"Butler","BUTLER FAMILY PRACTICE",9,0.8,2,20,25,1,2,41653.157,"116 Woody Drive","TRUE PERFORMANCE PLUS COMM","Y"
"Butler","BASH FAMILY PRACTICE PLLC",9,0.8,2,4,5,NA,NA,41653.157,"200 Renaissance Drive","TRUE PERFORMANCE IND","Y"
"Cabot","CONCORDIA PHYSICIAN PRACTICE",1,0.938,5,30,32,0,0,50675.5663,"112 Marwood Road","","Y"
"Cambridge Springs","CAMBRIDGE SPRINGS HEALTH CENTER",1,0.5,1,2,4,NA,NA,45640.8341,"118 Railroad Street","TRUE PERFORMANCE","Y"
"Camp Hill","SUSQUEHANNA INT MEDICINE ASSOC",8,0.828,3,24,29,1,1,55466.5249,"890 Poplar Church Road","TRUE PERFORMANCE","Y"
"Camp Hill","PINNACLEHEALTH INTERNAL MEDICINE CAMP HILL",6,0.889,5,16,18,0,0,55466.5249,"4400 Carlisle Pike","TRUE PERFORMANCE PLUS COMM","Y"
"Camp Hill","AZIZKHAN INTERNAL MEDICINE ASSOCIATES",3,0.941,5,32,34,0,0,55466.5249,"888 Poplar Church Road","TRUE PERFORMANCE PLUS COMM","Y"
"Camp Hill","MAGARGLE, R LYNN MD",1,1,5,5,5,NA,NA,55466.5249,"3335 Market Street","","Y"
"Camp Hill","PINNACLE HEALTH INTERNAL MEDICINE ASSOCIATES",9,0.75,1,3,4,NA,NA,55466.5249,"4400 Carlisle Pike","TRUE PERFORMANCE PLUS COMM","Y"
"Camp Hill","HAMPDEN PHYSICIAN ASSOCIATES",4,0.909,5,10,11,0,0,55466.5249,"3456 Trindle Road","TRUE PERFORMANCE PLUS COMM","Y"
"Camp Hill","PENN STATE HERSHEY MEDICAL GROUP CAMP HILL",5,0.893,5,25,28,0,0,55466.5249,"3025 Market Street","TRUE PERFORMANCE PLUS COMM","Y"
"Camp Hill","GEISINGER HOLY SPIRIT FAMILY MEDICINE YELLOW BREECHES",1,1,5,20,20,0,0,55466.5249,"1800 Carlisle Road","TRUE PERFORMANCE","Y"
"Camp Hill","LEMOYNE PRIMARY CARE PC",7,0.857,4,6,7,NA,NA,55466.5249,"797 Poplar Church Road","TRUE PERFORMANCE","Y"
"Canton","GUTHRIE MEDICAL GROUP PC/CANTON",1,1,5,3,3,NA,NA,36184.7884,"127 Sullivan Street","TRUE PERFORMANCE","Y"
"Carbondale","BEKELE, TAMRAT MD",2,0.833,3,5,6,NA,NA,37688.8996,"165 Fallbrook Street","TRUE PERFORMANCE","Y"
"Carbondale","DAVIS, NEAL M DO",1,1,5,6,6,NA,NA,37688.8996,"254 Brooklyn Street","TRUE PERFORMANCE","Y"
