"City","Practice_Name","City.Rank","Compliance","Star_Rating","Numerator","Denominator","Needed4","Needed5","Med_Household","Address","Program","Stars_Par"
"Beaver","HVMG ASSOCIATES OF INTERNAL MEDICINE",1,0.852,4,190,223,0,2,54197.327,"1211 Third Street","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver Falls","HVMG BEAVER INTERNAL MEDICINE BEAVER FALLS",3,0.857,4,234,273,0,1,44790.9274,"1307 Sixth Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver Falls","HVMG TRINITY",2,0.859,4,219,255,0,1,44790.9274,"2580 Constitution Boulevard","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver Falls","HERITAGE VALLEY FP- GUFFEY",4,0.856,4,77,90,0,1,44790.9274,"2580 Constution Blvd","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver Falls","HERITAGE VALLEY FAMILY HEALTH CENTER",5,0.703,3,26,37,3,6,44790.9274,"1125 7th Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver Falls","HERITAGE VALLEY FAMILY PRACTICE GRIECO",1,0.873,5,55,63,0,0,44790.9274,"2620 Constitution Boulevard","TRUE PERFORMANCE PLUS COMM","Y"
"Beckley","HASAN MEDICAL INC",1,0.667,3,2,3,NA,NA,35593.2341,"224 Professional Park","","Y"
"Bedford","UPMC BEDFORD INTERNAL MEDICINE",1,0.725,3,37,51,2,7,37904.4741,"118 South Anderson Street","","Y"
"Belle Vernon","PEPPER FAMILY MEDICINE",4,0.636,2,28,44,6,10,34703.0682,"728 Broad Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Belle Vernon","TRI COUNTY MEDICAL PRACTICE LLC",3,0.651,2,54,83,10,18,34703.0682,"515 Broad Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Belle Vernon","PRIME MEDICAL GROUP PCG1-CHAUHAN ASSOCS",1,0.835,4,289,346,0,9,34703.0682,"1533 Broad Avenue","TRUE PERFORMANCE AHN","Y"
"Belle Vernon","MON VALE PRIMARY CARE PRACTICES INC",2,0.779,4,173,222,0,18,34703.0682,"800 Plaza Drive","TRUE PERFORMANCE PLUS COMM","Y"
"Bellefonte","BELLEFONTE MEDICAL CLINIC PC",1,0.874,5,76,87,0,0,45299.856,"527 Willowbank Street","TRUE PERFORMANCE","Y"
"Bellefonte","GMG BELLEFONTE FAMILY PRACTICE",2,0.866,5,58,67,0,0,45299.856,"819 East Bishop Street","TRUE PERFORMANCE CUSTOM CONTRACT","Y"
"Bellevue","HUSSAINI MEDICAL ASSOCIATES",1,0.648,2,46,71,8,16,45961.4011,"340 Lincoln Avenue","TRUE PERFORMANCE AHN","Y"
"Bentleyville","SOUTHWEST MEDICAL CENTER",1,0.808,4,143,177,0,10,37552.2931,"119 Wilson Road","TRUE PERFORMANCE PLUS COMM","Y"
"Berwick","GIUGLIANO, FRANK J MD",2,0.667,3,6,9,NA,NA,38172.5427,"523 Fowler Avenue","","Y"
"Berwick","ALLEY MEDICAL CENTER",5,0,1,0,3,NA,NA,38172.5427,"301 West Third Street","","Y"
"Berwick","INTERNAL MEDC OF BERWICK PC INC",1,0.714,3,5,7,NA,NA,38172.5427,"751 East 16th Street","","Y"
"Berwick","SNYDER, CHRISTOPHER DO",2,0.667,3,2,3,NA,NA,38172.5427,"1016 West Front Street","","Y"
"Berwick","GMG BERWICK FAMILY PRACTICE",4,0.5,1,2,4,NA,NA,38172.5427,"2200 West Front St","TRUE PERFORMANCE CUSTOM CONTRACT","Y"
"Bethel Park","ZELONIS,  LAWRENCE J, DO",7,0.395,1,15,38,14,18,64384.8337,"2403 South Park Road","","Y"
"Bethel Park","YEASTED, GEORGE A MD",2,0.826,4,19,23,0,1,64384.8337,"2000 Oxford Drive","","Y"
"Bethel Park","SOUTH HILLS FAMILY MEDICINE LLC",4,0.803,4,399,497,0,29,64384.8337,"1000 Higbee Drive","TRUE PERFORMANCE AHN","Y"
"Bethel Park","PPCP BOBBY AND KOTAR",1,0.897,5,61,68,0,0,64384.8337,"2000 Oxford Drive","TRUE PERFORMANCE PLUS COMM","Y"
"Bethel Park","MT LEBANON INTERNAL MEDICINE DIVISION",3,0.816,4,387,474,0,21,64384.8337,"2000 Oxford Drive","TRUE PERFORMANCE PLUS COMM","Y"
"Bethel Park","ST CLAIR FAMILY PRACTICE ASSOCIATES",5,0.8,4,4,5,NA,NA,64384.8337,"2000 Oxford Drive","TRUE PERFORMANCE PLUS COMM","Y"
"Bethel Park","ZELONIS, THOMAS G DO",6,0.5,1,10,20,6,8,64384.8337,"990 Higbee Drive","TRUE PERFORMANCE AHN","Y"
"Bethlehem","BACAK III, JOSEPH F MD",23,0.643,2,18,28,4,7,44996.7101,"701 Ostrum Street","","Y"
"Bethlehem","CHANG, CHI KUE T MD",1,1,5,3,3,NA,NA,74018.1998,"3348 Easton Avenue","TRUE PERFORMANCE IND","Y"
"Bethlehem","WILLIAM J GOULD DO PC",16,0.714,3,10,14,1,3,64939.0495,"3445 High Point Boulevard","","Y"
"Bethlehem","MEDICAL ASSOCIATES OF BETHLEHEM",4,0.838,4,57,68,0,2,74018.1998,"4311 Easton Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","SOUTH MOUNTAIN FAMILY PRACTICE",7,0.811,4,30,37,0,2,44996.7101,"1545 Broadway","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","DORVILLE MD AND KUNDU MD ASSOC",12,0.75,3,27,36,1,4,64939.0495,"5325 Northgate Drive","TRUE PERFORMANCE","Y"
"Bethlehem","LVPG FAMILY MEDICINE EASTON AVENUE",17,0.708,3,17,24,2,4,64939.0495,"3024 Easton Avenue","TRUE PERFORMANCE IND","Y"
"Bethlehem","SOUTH BETHLEHEM FAMILY PRACTICE",9,0.8,4,4,5,NA,NA,44996.7101,"306 South New Street","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","PERSIN, MAUREEN C DO PC",18,0.667,3,4,6,NA,NA,46494.3983,"217 West Broad Street","TRUE PERFORMANCE IND","Y"
"Bethlehem","YEVELSON INTERNAL MEDICINE PC",27,0.222,1,2,9,NA,NA,46494.3983,"1330 Center Street","","Y"
"Bethlehem","ST LUKES CARE NOW BETHLEHEM",25,0.5,1,2,4,NA,NA,64939.0495,"153 Brodhead Road","","Y"
"Bethlehem","CANLAS, JOLLY B MD",18,0.667,3,4,6,NA,NA,64939.0495,"3897 Adler Place","TRUE PERFORMANCE IND","Y"
"Bethlehem","LVPG FAMILY AND INTERNAL MEDICINE BETHLEHEM TOWNSHIP",13,0.741,3,40,54,2,7,74018.1998,"2101 Emrick Boulevard","TRUE PERFORMANCE IND","Y"
"Bethlehem","WILLIAM PENN FAMILY PRACTICE",14,0.733,3,22,30,1,4,74018.1998,"4379 Easton Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","THE ROCK WELLNESS CENTER PC",26,0.333,1,2,6,NA,NA,74018.1998,"2591 Baglyos Circle","TRUE PERFORMANCE","Y"
"Bethlehem","JONATHAN MUNVES MD",1,1,5,6,6,NA,NA,64939.0495,"2597 Schoenersville Road","TRUE PERFORMANCE IND","Y"
"Bethlehem","RONALD R JULIA MD",15,0.727,3,8,11,1,2,74018.1998,"3201 Highfield Drive","TRUE PERFORMANCE IND","Y"
"Bethlehem","W TIMOTHY SCHARLE MD INTERNAL MEDICINE",1,1,5,13,13,0,0,46494.3983,"800 Eaton Ave","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","ST LUKES BETHLEHEM INTERNAL MEDICINE",11,0.765,4,26,34,0,4,46494.3983,"800 Eaton Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","ERIKA LAHAV MD",6,0.818,4,9,11,0,1,64939.0495,"2045 Westgate Drive","TRUE PERFORMANCE IND","Y"
"Bethlehem","LVPG INTERNAL MEDICINE WEST BROAD",5,0.833,4,15,18,0,1,46494.3983,"325 West Broad Street","TRUE PERFORMANCE IND","Y"
"Bethlehem","LVPG INTERNAL MEDICINE MUHLENBERG",8,0.803,4,110,137,0,8,64939.0495,"2649 Schoenersville Road","TRUE PERFORMANCE IND","Y"
"Bethlehem","ST LUKES SOUTHSIDE MEDICAL CENTER",18,0.667,3,2,3,NA,NA,44996.7101,"511 East 3rd Street","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","ST LUKES FAMILY PRACTICE",24,0.611,2,11,18,3,5,64939.0495,"2830 Easton Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","LEHIGH VALLEY FAMILY PRACTICE ASSOCIATES",18,0.667,3,30,45,5,9,64939.0495,"190 Brodhead Road","TRUE PERFORMANCE IND","Y"
"Bethlehem","EASTON MEDICAL GROUP",10,0.784,4,29,37,0,3,74018.1998,"3101 Emrick Boulevard","TRUE PERFORMANCE","Y"
"Bethlehem","MILLER HEIGHTS MEDICAL ASSOCIATES",22,0.658,2,25,38,4,8,74018.1998,"3833 Linden Street","TRUE PERFORMANCE IND","Y"
"Blairsville","LAH BLAIRSVILLE FAMILY MEDICINE",1,0.782,4,61,78,0,7,41477.3677,"56 Club Lane","TRUE PERFORMANCE PLUS COMM","Y"
"Blairsville","KLAIN, MATTHEW N MD PC",2,0.773,4,177,229,0,20,41477.3677,"25 Colony Boulevard","TRUE PERFORMANCE AHN","Y"
"Blanchard","PECHT, KARL R MD",1,0.889,5,8,9,NA,NA,46250,"104 Brickley Drive Route 150","","Y"
"Blandon","BERKS FAMILY PHYSICIANS PC",2,0.833,4,10,12,0,1,63599,"11 Ingot Drive","TRUE PERFORMANCE","Y"
"Blandon","JAMESON, TIMOTHY L DO",3,0.75,3,9,12,1,2,63599,"8500 Allentown Pike","","Y"
"Blandon","LVPG FAMILY MEDICINE BLANDON",1,0.938,5,15,16,0,0,63599,"850 Golden Drive","TRUE PERFORMANCE IND","Y"
"Blawnox","CONSTANTINO, ANGELO MD",2,0.712,3,37,52,3,8,101351.9137,"121 Freeport Road","TRUE PERFORMANCE AHN","Y"
"Blawnox","RFP MORNINGSIDE UPMC",3,0.625,2,15,24,4,6,101351.9137,"121 Freeport Road","","Y"
"Blawnox","RFP RIDC UPMC",1,0.825,4,47,57,0,2,101351.9137,"121 Freeport Road","","Y"
"Bloomsburg","SUSQUEHANNA VALLEY MEDICAL SPECIALTIES PC",1,0.952,5,20,21,0,0,43837.0557,"6850 Lows Road","TRUE PERFORMANCE","Y"
"Bloomsburg","GMG BLOOMSBURG INTERNAL MEDICINE",2,0.667,3,2,3,NA,NA,43837.0557,"447 East First Street","TRUE PERFORMANCE CUSTOM CONTRACT","Y"
"Bloomsburg","GMG BLOOMSBURG FAMILY PRACTICE",2,0.667,3,2,3,NA,NA,43837.0557,"2407 Reichart Rd","TRUE PERFORMANCE CUSTOM CONTRACT","Y"
"Blossburg","NPCHS BLOSSBURG LAUREL HEALTH CENTER",1,0.5,1,3,6,NA,NA,44875.8188,"6 Riverside Plaza","TRUE PERFORMANCE","Y"
"Bluefield","EAST RIVER MEDICAL PLLC",1,0.333,1,2,6,NA,NA,30733.4733,"512 Cherry Street","","Y"
"Boiling Springs","BOILING SPRINGS FAMILY MEDICINE",1,0.829,4,34,41,0,2,75509.786,"210 Forge Road","TRUE PERFORMANCE","Y"
"Boyertown","BOYERTOWN MEDICAL ASSOCIATES",1,0.75,3,3,4,NA,NA,59680.0149,"23 North Walnut Street","TRUE PERFORMANCE","Y"
"Bradford","ROUMANI, FAYEZ A MD",6,0.333,1,1,3,NA,NA,39327.9581,"195 Pleasant Street","","Y"
"Bradford","BRADFORD FAMILY MEDICINE INC",1,0.907,5,39,43,0,0,39327.9581,"14 North Third Street","TRUE PERFORMANCE IND","Y"
"Bradford","FOOTHILLS MEDICAL GROUP",5,0.803,4,49,61,0,4,39327.9581,"116 Interstate Parkway","TRUE PERFORMANCE","Y"
