"ID","practice_Name","Lon","Lat","Zip","Med_Household","Mean_Household","Pop_of_Zip","Measure","Weight","Compliance","Denominator","Numerator","Star_Rating","Aggregate_Stars","Cut2","Cut3","Cut4","Cut5","Needed2","Needed3","Needed4","Needed5","Needed_Next","Gap_Worth","Address","Address_2","City","State","Program","Entity","Health_System","FreedomBlue","SecurityBlue","WV_FreedomBlue","Stars_Par","practice_Mbr_Count"
"000025739","NOONAN JR, FRANCIS C, DO",-76.3176628,40.3750684,17067,52151.3737,64665.3667,12761,"C12: Osteoporosis Management in Women who had a Fracture",1,0,1,0,1,NA,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"420 West Lincoln Street","PO Box 43","Myerstown","PA","","","","","","","Y",9
"000026196","UPMC SENIOR CARE AT SHADY SIDE",-79.9609827,40.4425606,15213,32228.0668,51635.1401,28417,"C12: Osteoporosis Management in Women who had a Fracture",1,0.667,3,2,4,3.45,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"200 Lothrop Street","Suite 9055 9th Floor","Pittsburgh","PA","","","UPMC","","Y","","Y",340
"000027752","UPP HEART AND VASCULAR INSTITUTE",-79.957918,40.440536,15213,32228.0668,51635.1401,28417,"C12: Osteoporosis Management in Women who had a Fracture",1,0,2,0,1,3.25,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"3600 Forbes Avenue","9th Floor","Pittsburgh","PA","","","UPMC","","Y","","Y",181
"000027846","DR. KRISHNANS OFFICE",-79.9179564,40.1900203,15063,44397.4267,58123.5351,12423,"C12: Osteoporosis Management in Women who had a Fracture",1,1,1,1,5,4,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"1025 Country Club Road","","Monongahela","PA","TRUE PERFORMANCE PLUS COMM","VALE U HEALTH PHYSICIAN ORGANIZATION TRUE PERFORMANCE","","","Y","","Y",114
"000031974","CONVALESCENT CENTER GROUP",-79.5580041,40.2715778,15601,50613.708,63795.4713,58524,"C12: Osteoporosis Management in Women who had a Fracture",1,0,1,0,1,2.56,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"2480 South Grande Boulevard","","Greensburg","PA","","","","","Y","","Y",97
"000033008","SONNENBERG, WILLIAM R, MD",-79.6730125,41.623885,16354,29782.8476,37159.7971,10237,"C12: Osteoporosis Management in Women who had a Fracture",1,1,1,1,5,4.16,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"119 East Mechanic Street","","Titusville","PA","TRUE PERFORMANCE IND","WILLIAM R SONNENBERG MD TRUE PERFORMANCE","","","Y","","Y",21
"000034781","DECK, CHARLES S MD",-75.6528571,41.4133743,18510,32969.9405,46686.3643,13828,"C12: Osteoporosis Management in Women who had a Fracture",1,0,1,0,1,5,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"802 Jefferson Avenue","","Scranton","PA","","","","Y","","","Y",14
"000034790","BUTLER MEDICAL ASSOCIATES",-79.897001,40.8774847,16001,41653.157,52242.7835,37766,"C12: Osteoporosis Management in Women who had a Fracture",1,0.6,5,3,4,4.28,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"1022B North Main Street","","Butler","PA","TRUE PERFORMANCE PLUS COMM","BUTLER MEDICAL PROVIDERS TRUE PERFORMANCE","BUTLER HOSPITAL","","Y","","Y",809
"000036373","HVMG VALLEY INTERNAL MEDICINE",-80.3011577,40.7015236,15009,54197.327,74094.0227,15286,"C12: Osteoporosis Management in Women who had a Fracture",1,0.667,12,8,4,4.51,0.27,0.45,0.6,0.78,-4,-2,0,2,0,0,"500 Sharon Road","","Beaver","PA","TRUE PERFORMANCE PLUS COMM","HERITAGE VALLEY HEALTHCARE NETWORK TRUE PERFORMANCE LLC","HERITAGE VALLEY HEALTH SYSTEM","","Y","","Y",1098
"000039158","RUSSELLTON MEDICAL GROUP UPMC",-79.7272938,40.6309749,15065,40427.0853,52841.7017,12067,"C12: Osteoporosis Management in Women who had a Fracture",1,0.333,3,1,2,3.9,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"1604 Burtner Road","Suite 2100","Natrona Heights","PA","","","UPMC","","Y","","Y",365
"000039899","DUGAN, ROBERT B, DO",-80.0864787,42.0952115,16508,42138.7429,51633.288,16453,"C12: Osteoporosis Management in Women who had a Fracture",1,0.667,3,2,4,3.7,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"926 W 38th St","","Erie","PA","TRUE PERFORMANCE IND","ROBERT B DUGAN DO TRUE PERFORMANCE","","","Y","","Y",57
"000042538","PRASAD, MAHADEVAPPA M, MD",-79.9185268,40.9053477,16001,41653.157,52242.7835,37766,"C12: Osteoporosis Management in Women who had a Fracture",1,0.5,4,2,3,4.3,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"1651 North Main Street Ext","","Butler","PA","TRUE PERFORMANCE IND","PRASAD MAHADEVAPPA MD TRUE PERFORMANCE","","","Y","","Y",262
"000050049","PRIMARY HEALTH NETWORK",-80.5076381,41.2339857,16146,31544.2323,39447.4882,16336,"C12: Osteoporosis Management in Women who had a Fracture",1,0.714,7,5,4,3.4,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"63 Pitt Street","","Sharon","PA","TRUE PERFORMANCE IND","PRIMARY HEALTH NETWORK TRUE PERFORMANCE","","Y","Y","","Y",892
"000054436","GLENDALE AREA MEDICAL ASSOCIATION INC",-78.5346288,40.7477926,16627,30188.0172,38397.7958,2294,"C12: Osteoporosis Management in Women who had a Fracture",1,0,2,0,1,2.5,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"850 Main Street","PO Box 375","Coalport","PA","TRUE PERFORMANCE IND","GLENDALE AREA MEDICAL ASSOCIATION INC TRUE PERFORMANCE","","","Y","","Y",59
"000055153","MARTIN, H FREDERICK MD",-77.2991529,39.9204565,17303,78942,65693,9192.7681865539,"C12: Osteoporosis Management in Women who had a Fracture",1,0,1,0,1,4,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"56 South High Street","","Arendtsville","PA","TRUE PERFORMANCE","HORACE FREDERICK MARTIN MD TRUE PERFORMANCE","","Y","","","Y",78
"000056175","UPMC MAINLINE MEDICAL ASSOCIATES",-78.5720736,40.4791457,16630,38782.2368,49264.1548,6123,"C12: Osteoporosis Management in Women who had a Fracture",1,0.556,9,5,3,3.96,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"792 Gallitzin Road","","Cresson","PA","","","UPMC","","Y","","Y",784
"000056845","GREENCASTLE FAMILY PRACTICE",-77.7150721,39.7853291,17225,57171.1436,74049.5128,16025,"C12: Osteoporosis Management in Women who had a Fracture",1,1,1,1,5,3.83,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"50 Eastern Avenue","Suite 135","Greencastle","PA","TRUE PERFORMANCE","GREENCASTLE FAMILY PRACTICE TRUE PERFORMANCE","","Y","","","Y",147
"000057299","MORETTI, JAMES M MD",-80.0890521,40.314222,15241,106045.9841,138070.0122,20864,"C12: Osteoporosis Management in Women who had a Fracture",1,0,1,0,1,4.9,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"2589 Washington Road","Suite 423","Pittsburgh","PA","","","","","Y","","Y",77
"000057756","NEW WILMINGTON FAM MEDC ASSOC PC",-80.3539455,41.1199124,16142,49092.4661,60162.7991,6620,"C12: Osteoporosis Management in Women who had a Fracture",1,1,1,1,5,3.07,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"3438 State Route 208","","New Wilmington","PA","TRUE PERFORMANCE PLUS COMM","STEWARD HEALTH CARE NETWORK INC WESTERN TRUE PERFORMANCE","","","Y","","Y",125
"000057989","GMG MT POCONO FAMILY PRACTICE",-75.3741004,41.1265642,18344,48532.5843,64806.1221,3312,"C12: Osteoporosis Management in Women who had a Fracture",1,0,2,0,1,2.66,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"126 Market Way","","Mount Pocono","PA","TRUE PERFORMANCE CUSTOM CONTRACT","GEISINGER TRUE PERFORMANCE","GEISINGER HEALTH SYSTEM","","","","Y",31
"000060255","RURAL HEALTH CORP MED DIV",-76.0247114,41.4265771,18636,47884.1078,58177.9233,1489,"C12: Osteoporosis Management in Women who had a Fracture",1,0,3,0,1,3.13,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"2888 State Route 29 South","","Noxen","PA","TRUE PERFORMANCE","RURAL HEALTH CORP MED DIV TRUE PERFORMANCE","","Y","","","Y",66
"000065479","OPPY, JAMES M MD",-79.5893585,40.0189365,15425,35335.2888,43991.8502,21845,"C12: Osteoporosis Management in Women who had a Fracture",1,0,1,0,1,4.22,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"201 North Pittsburgh Street","Suite 3A","Connellsville","PA","TRUE PERFORMANCE IND","JAMES OPPY MD TRUE PERFORMANCE","","","Y","","Y",112
"000066032","HVMG CHERRINGTON MEDICAL  ASSOCIATES",-80.1974475,40.5143467,15108,64014.305,77738.1163,38554,"C12: Osteoporosis Management in Women who had a Fracture",1,1,2,2,5,3.93,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"935 Thorn Run Road","Suite 204","Moon Township","PA","TRUE PERFORMANCE PLUS COMM","HERITAGE VALLEY HEALTHCARE NETWORK TRUE PERFORMANCE LLC","HERITAGE VALLEY HEALTH SYSTEM","","Y","","Y",283
"000066330","WELLSPAN INTERNAL MEDICINE DOVER",-76.8437168,39.9932241,17315,53298.134,62984.7198,22525,"C12: Osteoporosis Management in Women who had a Fracture",1,1,1,1,5,3.45,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"4020 Carlisle Road","","Dover","PA","TRUE PERFORMANCE","WELLSPAN MEDICAL GROUP TRUE PERFORMANCE","WELLSPAN HEALTH SYSTEM","Y","","","Y",99
"000067846","FAMILY PROFESSIONAL CENTER PC",-79.9725585,40.3327898,15236,55607.3086,65950.9892,30298,"C12: Osteoporosis Management in Women who had a Fracture",1,0,1,0,1,3.14,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"60 Terence Drive","Suite 101","Pittsburgh","PA","","","","","Y","","Y",28
"000068116","CORNERSTONE CARE COMMUNITY MEDICAL DENTAL PLAZA",-80.357894,40.3230297,15021,49782.601,58081.0108,7924,"C12: Osteoporosis Management in Women who had a Fracture",1,0.2,5,1,1,4.31,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"1227 Smith Township State Road","Route 18","Burgettstown","PA","TRUE PERFORMANCE PLUS COMM","WASHINGTON PHYSICIAN HOSPITAL ORGANIZATION TRUE PERFORMANCE","","","Y","","Y",96
"000069206","MEDICAL ASSOC OF BOSWELL",-78.9533802,40.0994772,15563,40799.3289,48798.365,3665,"C12: Osteoporosis Management in Women who had a Fracture",1,0,1,0,1,4.09,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"136 South Pine Avenue","Box 340","Stoystown","PA","TRUE PERFORMANCE IND","MEDICAL ASSOCIATES OF BOSWELL TRUE PERFORMANCE","","","Y","","Y",192
"000070892","GMA KOMAN AND KIMMELL FAMILY PRACTICE",-80.0380384,40.5557353,15237,70890.1741,92094.0027,41478,"C12: Osteoporosis Management in Women who had a Fracture",1,0.5,2,1,3,4.48,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"8150 Perry Highway","Suite 101","Pittsburgh","PA","TRUE PERFORMANCE PLUS COMM","GENESIS MEDICAL ASSOCIATES TRUE PERFORMANCE","","","Y","","Y",270
"000072139","EAST LIBERTY FAMILY HEALTH CARE CENTER",-79.9230822,40.4629241,15206,39660.7774,52125.4143,31493,"C12: Osteoporosis Management in Women who had a Fracture",1,0,1,0,1,2.85,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"6023 Harvard Street","","Pittsburgh","PA","TRUE PERFORMANCE IND","EAST LIBERTY FAMILY HEALTH CARE CENTER TRUE PERFORMANCE","","","Y","","Y",92
"000072722","BROOKS MEDICAL ARTS INC",-79.3802692,41.2047795,16214,30947.1747,43960.1459,10188,"C12: Osteoporosis Management in Women who had a Fracture",1,0.5,2,1,3,3.3,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"180 Greenville Avenue","","Clarion","PA","TRUE PERFORMANCE IND","BROOKS MEDICAL ARTS INC TRUE PERFORMANCE","","","Y","","Y",223
"000074083","LGHP PENN MEDICINE FAMILY MEDICINE CROOKED OAK",-76.2904048,40.0694933,17601,64888.3044,82827.0003,45502,"C12: Osteoporosis Management in Women who had a Fracture",1,0,1,0,1,3.92,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"1655 Crooked Oak Drive","","Lancaster","PA","LGH ACO","LANCASTER GENERAL HEALTH COMMUNITY CARE COLLABORATIVE","LANCASTER GENERAL HOSPITAL","Y","","","Y",96
"000077182","KLUG GERALD D MD",-80.2249906,40.5193254,15108,64014.305,77738.1163,38554,"C12: Osteoporosis Management in Women who had a Fracture",1,0.5,2,1,3,4.03,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"951 Brodhead Road","","Moon Twp","PA","TRUE PERFORMANCE IND","GERALD D KLUG MD TRUE PERFORMANCE","","","Y","","Y",83
"000077497","ESPER, ERIK O, DO",-80.1447417,42.100423,16505,51738.0732,71798.9189,18297,"C12: Osteoporosis Management in Women who had a Fracture",1,1,1,1,5,3.44,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"2820 West 12th Street","","Erie","PA","TRUE PERFORMANCE AHN","PHYSICIAN PARTNERS OF WESTERN PA LLC TRUE PERFORMANCE","","","Y","","Y",33
"000078347","HVMG BADEN AREA HEALTHCARE SERVICES",-80.2295828,40.6306575,15005,63009.2585,80674.7717,9629,"C12: Osteoporosis Management in Women who had a Fracture",1,1,2,2,5,4.22,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"210 Ohio River Boulevard","","Baden","PA","TRUE PERFORMANCE PLUS COMM","HERITAGE VALLEY HEALTHCARE NETWORK TRUE PERFORMANCE LLC","HERITAGE VALLEY HEALTH SYSTEM","","Y","","Y",327
"000080749","ESPER, GARY F., DO",-80.1129638,42.0829679,16508,42138.7429,51633.288,16453,"C12: Osteoporosis Management in Women who had a Fracture",1,0,3,0,1,3.77,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"4002 Schaper Avenue","Suite B","Erie","PA","TRUE PERFORMANCE AHN","PHYSICIAN PARTNERS OF WESTERN PA LLC TRUE PERFORMANCE","","","Y","","Y",47
"000084436","PENN STATE HERSHEY INTERNAL MEDICINE EAST CAMPUS",-76.6612443,40.2702578,17033,62219.5807,82927.0816,15054,"C12: Osteoporosis Management in Women who had a Fracture",1,1,1,1,5,4.35,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"35 Hope Dr","Suite 104","Hershey","PA","TRUE PERFORMANCE PLUS COMM","PENN STATE HEALTH TRUE PERFORMANCE","PENN STATE HEALTH","Y","","","Y",651
"000086498","SMA DEERLAKES PC",-79.8566232,40.6064963,15024,57494.3752,79128.0153,9089,"C12: Osteoporosis Management in Women who had a Fracture",1,0,1,0,1,4.38,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"221 Russellton Dorseyville Road","","Cheswick","PA","TRUE PERFORMANCE AHN","PHYSICIAN PARTNERS OF WESTERN PA LLC TRUE PERFORMANCE","","","Y","","Y",444
"000088794","FAMILY AND COMMUNITY HEALTH ASSOCIATES",-76.7071807,39.984008,17406,58897.3325,70941.6416,18953,"C12: Osteoporosis Management in Women who had a Fracture",1,0,1,0,1,4.26,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"810 Bonneview Road","","York","PA","TRUE PERFORMANCE PLUS COMM","MEDICAL GROUP OF PENNSYLVANIA TRUE PERFORMANCE","","Y","","","Y",148
"000089665","KILPATRICK, WILLIAM F MD",-79.924658,40.162306,15063,44397.4267,58123.5351,12423,"C12: Osteoporosis Management in Women who had a Fracture",1,1,3,3,5,3.66,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"100 Stoops Drive","Suite 280","Monongahela","PA","TRUE PERFORMANCE IND","KILPATRICK WILLIAM F MD TRUE PERFORMANCE","","","Y","","Y",144
"000090354","AHMED, DURRE, MD",-79.1896812,40.6202987,15701,35819.0123,47632.963,34080,"C12: Osteoporosis Management in Women who had a Fracture",1,0,1,0,1,5,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"2121 Shelly Dr","","Indiana","PA","","","","","Y","","Y",14
"000092937","FLETCHER, DOUGLAS D MD",-79.8926959,40.4471544,15221,37425.1418,47282.3837,35590,"C12: Osteoporosis Management in Women who had a Fracture",1,0,2,0,1,3.47,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"221 Penn Avenue","Suite 1700","Pittsburgh","PA","","","","","Y","","Y",83
"000094035","INTERNISTS OF CENTRAL PA",-76.8837612,40.2442796,17043,48911.6952,56454.369,5497,"C12: Osteoporosis Management in Women who had a Fracture",1,0.25,8,2,1,3.84,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"108 Lowther Street","","Lemoyne","PA","TRUE PERFORMANCE","INTERNISTS OF CENTRAL PA TRUE PERFORMANCE","","Y","","","Y",511
"000095935","LAWLESS, DAVID F MD",-78.9154976,40.2894035,15905,52105.944,61065.9689,22702,"C12: Osteoporosis Management in Women who had a Fracture",1,0,1,0,1,2.5,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"551 Ferndale Avenue","","Johnstown","PA","","","","","Y","","Y",36
"000096039","SCOTT MEDICAL HEALTH CENTER PC",-80.0725471,40.3891641,15220,51163.5572,64042.4273,18174,"C12: Osteoporosis Management in Women who had a Fracture",1,0.5,2,1,3,5,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"2275 Swallow Hill Road","Suite 2600","Pittsburgh","PA","","","","","Y","","Y",15
"000098072","MICHAEL, JOSEPH T MD",-79.9560358,40.2105896,15067,35271.2061,44211.1787,2293,"C12: Osteoporosis Management in Women who had a Fracture",1,1,2,2,5,3.44,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"433 Main Street","","New Eagle","PA","TRUE PERFORMANCE PLUS COMM","VALE U HEALTH PHYSICIAN ORGANIZATION TRUE PERFORMANCE","","","Y","","Y",126
"000098905","REIMER, CRAIG L MD",-76.198219,40.68424,17901,39292.0361,48297.2029,26494,"C12: Osteoporosis Management in Women who had a Fracture",1,0,1,0,1,NA,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"407 West Market Street","","Pottsville","PA","","","","Y","","","Y",4
"000099048","WELLSPAN FAMILY MEDICINE DALLASTOWN",-76.6491226,39.8883096,17313,56165.4125,69357.0924,10357,"C12: Osteoporosis Management in Women who had a Fracture",1,0.5,2,1,3,4.4,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"755 South Pleasant Avenue","","Dallastown","PA","TRUE PERFORMANCE","WELLSPAN MEDICAL GROUP TRUE PERFORMANCE","WELLSPAN HEALTH SYSTEM","Y","","","Y",132
"000099767","CHI HIGHLANDS FAMILY MEDICINE",-79.1019476,40.009989,15501,36908.1531,50118.9348,16790,"C12: Osteoporosis Management in Women who had a Fracture",1,0.5,2,1,3,4.33,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"4324 Glades Pike","","Somerset","PA","TRUE PERFORMANCE PLUS COMM","ADVANTAGE POINT HEALTH ALLIANCE LAUREL HIGHLANDS LLC TRUE PERFORMANCE","DLP CONEMAUGH HEALTH SYSTEM","","Y","","Y",178
"000103060","WIECZOREK, JOSEPH E MD",-78.7503436,40.3319044,15955,44941.7536,54227.7126,2934,"C12: Osteoporosis Management in Women who had a Fracture",1,0,1,0,1,4.85,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"456 Locust Street","Box 199","Sidman","PA","TRUE PERFORMANCE PLUS COMM","ADVANTAGE POINT HEALTH ALLIANCE LAUREL HIGHLANDS LLC TRUE PERFORMANCE","","","Y","","Y",124
"000104037","LEBANON INTERNAL MEDICINE ASSOCIATES",-76.415188,40.312663,17042,53430.4618,65843.1515,33724,"C12: Osteoporosis Management in Women who had a Fracture",1,1,1,1,5,4.03,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"755 Norman Drive","","Lebanon","PA","TRUE PERFORMANCE PLUS COMM","MEDICAL GROUP OF PENNSYLVANIA TRUE PERFORMANCE","","Y","","","Y",279
"000111191","WELLSPAN INTERNAL MEDICINE RED LION",-76.5793908,39.9027529,17356,59869.1168,69878.1849,17716,"C12: Osteoporosis Management in Women who had a Fracture",1,0.5,2,1,3,4.3,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"3065 Windsor Road","","Red Lion","PA","TRUE PERFORMANCE","WELLSPAN MEDICAL GROUP TRUE PERFORMANCE","WELLSPAN HEALTH SYSTEM","Y","","","Y",128
"000113401","SANKARAN, MANICKAM, MD",-78.3820985,40.5072394,16602,40860.9792,52147.5285,30965,"C12: Osteoporosis Management in Women who had a Fracture",1,0,1,0,1,1.77,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"901 Valley View Blvd.","","Altoona","PA","","","","","Y","","Y",55
"000115037","STEPANOW, SAMUEL J MD",-80.107168,40.6866276,16066,89921.3171,99439.8384,23697,"C12: Osteoporosis Management in Women who had a Fracture",1,1,2,2,5,3.26,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"213 Executive Drive","Suite 240","Cranberry Township","PA","","","","","Y","","Y",68
"000117565","INTERNAL MEDICINE AND GERIATRICS OF WASHINGTON",-80.2336998,40.1601918,15301,47711.2046,57613.9463,49931,"C12: Osteoporosis Management in Women who had a Fracture",1,0.222,9,2,1,3.7,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"880 South Main Street","","Washington","PA","TRUE PERFORMANCE PLUS COMM","WASHINGTON PHYSICIAN HOSPITAL ORGANIZATION TRUE PERFORMANCE","","","Y","","Y",272
"000121679","WEIGLES HILL FAMILY MEDICINE",-79.8531929,40.2562874,15037,50931.1452,59161.5805,11960,"C12: Osteoporosis Management in Women who had a Fracture",1,0.25,4,1,1,2.58,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"1001 Weigles Hill Road","","Elizabeth","PA","TRUE PERFORMANCE PLUS COMM","VALE U HEALTH PHYSICIAN ORGANIZATION TRUE PERFORMANCE","","","Y","","Y",185
"000121843","ASSOCIATES IN DIAGNOSTIC INTERNAL MEDICINE",-79.960688,40.4368286,15213,32228.0668,51635.1401,28417,"C12: Osteoporosis Management in Women who had a Fracture",1,0.667,3,2,4,2.61,0.27,0.45,0.6,0.78,NA,NA,NA,NA,NA,NA,"300 Halket Street","Suite 1731","Pittsburgh","PA","","","","","Y","","Y",127
