"ID","practice_Name","Lon","Lat","Zip","Med_Household","Mean_Household","Pop_of_Zip","Measure","Weight","Compliance","Denominator","Numerator","Star_Rating","Aggregate_Stars","Cut2","Cut3","Cut4","Cut5","Needed2","Needed3","Needed4","Needed5","Needed_Next","Gap_Worth","Address","Address_2","City","State","Program","Entity","Health_System","FreedomBlue","SecurityBlue","WV_FreedomBlue","Stars_Par","practice_Mbr_Count"
"000008507","HOOVER MEDICAL ASSOCIATES PC",-79.9856207,40.4362085,15219,22397.3403,36155.4002,19320,"C21: All-cause Readmissions",3,0.42,28,2,4,4.73,1.06,0.81,0.65,0.41,-3,-1,0,1,1,0.0999999999999996,"1400 Locust Street","Suite 5105","Pittsburgh","PA","","","","","Y","","Y",135
"000008697","WILLIAM H BOYLE MD PC",-75.864287,41.297641,18704,42131.9256,52939.5563,32622,"C21: All-cause Readmissions",3,1.06,10,2,2,4,1.06,0.81,0.65,0.41,0,1,1,2,2,0.375,"1732 Wyoming Avenue","","Forty Fort","PA","TRUE PERFORMANCE","WILLIAM H BOYLE MD PC TRUE PERFORMANCE","","Y","","","Y",40
"000008750","DALLAS FAMILY PRACTICE LLC",-75.9638773,41.336771,18612,55570.2712,73757.2207,16004,"C21: All-cause Readmissions",3,2.22,11,3,1,3.7,1.06,0.81,0.65,0.41,2,2,3,3,3,0.166666666666667,"16 Church Street","","Dallas","PA","TRUE PERFORMANCE","DALLAS FAMILY PRACTICE LLC TRUE PERFORMANCE","","Y","","","Y",92
"000010606","LGHP PENN MEDICINE FAMILY MEDICINE STRASBURG",-76.1896491,39.9848924,17579,62412.821,72517.5038,5767,"C21: All-cause Readmissions",3,0,4,0,5,3.16,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"1135 Hampden Drive","","Strasburg","PA","LGH ACO","LANCASTER GENERAL HEALTH COMMUNITY CARE COLLABORATIVE","LANCASTER GENERAL HOSPITAL","Y","","","Y",61
"000010857","DOCTORS URGENT CARE",-80.6934144,40.0791634,26003,41655.1635,54798.8699,43002,"C21: All-cause Readmissions",3,0,1,0,5,4,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"24 Homestead Avenue","","Wheeling","WV","","","","","","Y","Y",13
"000014582","CENTERVILLE CLINICS INC",-79.9869852,40.0476,15333,49369.4259,55540.5283,2277,"C21: All-cause Readmissions",3,0.81,184,23,3,3.37,1.06,0.81,0.65,0.41,-7,0,5,12,12,0.0158333333333333,"1070 Old National Pike Road","","Fredericktown","PA","TRUE PERFORMANCE PLUS COMM","WASHINGTON PHYSICIAN HOSPITAL ORGANIZATION TRUE PERFORMANCE","","","Y","","Y",949
"000014762","HABERERN, EDWARD J MD",-75.5353352,40.68183,18052,53023.3934,62674.9798,25122,"C21: All-cause Readmissions",3,0,1,0,5,3,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"4205 Lehigh Street","","Whitehall","PA","","","","Y","","","Y",15
"000015710","REILLY JR. PHILIP JEROME, MD",-79.7416988,40.1537305,15479,48018.9828,58796.7684,2315,"C21: All-cause Readmissions",3,1.61,22,6,1,2.9,1.06,0.81,0.65,0.41,3,3,4,5,5,0.114,"237 Second Street","","Smithton","PA","","","","","Y","","Y",65
"000015797","PETRO, DIMITRI M, MD",-79.8558231,40.1795802,15033,28286.983,39457.636,5770,"C21: All-cause Readmissions",3,1.4,14,3,1,2.73,1.06,0.81,0.65,0.41,1,2,2,3,3,0.266666666666667,"718 McKean Avenue","","Donora","PA","TRUE PERFORMANCE PLUS COMM","VALE U HEALTH PHYSICIAN ORGANIZATION TRUE PERFORMANCE","","","Y","","Y",39
"000016524","YARBORO, THEODORE L., MD",-80.4948518,41.2207926,16146,31544.2323,39447.4882,16336,"C21: All-cause Readmissions",3,0,3,0,5,NA,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"755 Divison Street","","Sharon","PA","","","","","Y","","Y",8
"000016696","INTERNAL MED ASSOC",-80.0760826,42.1070411,16509,51331.4104,66945.5576,25832,"C21: All-cause Readmissions",3,0,1,0,5,NA,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"2931 Peach Street","","Erie","PA","","","","","Y","","Y",5
"000016730","KEYSTONE RURAL HEALTH CONSORTIA INC",-78.2356439,41.5105162,15834,38768.0716,48501.412,5343,"C21: All-cause Readmissions",3,0,5,0,5,3.94,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"90 East Second Street","PO Box 270","Emporium","PA","TRUE PERFORMANCE IND","KEYSTONE RURAL HEALTH CONSORTIA INC TRUE PERFORMANCE","","","Y","","Y",43
"000016961","ESPER, ROBERT J, DO",-80.1447417,42.100423,16505,51738.0732,71798.9189,18297,"C21: All-cause Readmissions",3,2.74,10,6,1,3.53,1.06,0.81,0.65,0.41,4,5,5,6,6,0.155,"2820 West 12th Street","","Erie","PA","TRUE PERFORMANCE AHN","PHYSICIAN PARTNERS OF WESTERN PA LLC TRUE PERFORMANCE","","","Y","","Y",45
"000017053","LOMBARDO, JOSEPH M MD",-75.788518,41.3216518,18640,43425.8968,53905.7527,17619,"C21: All-cause Readmissions",3,0,1,0,5,NA,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"49 Broad Street","Suite 4","Pittston","PA","","","","Y","","","Y",6
"000017379","STO ROX NEIGHBORHOOD HLTH COUNCIL INC",-80.0628293,40.4649695,15136,45549.9734,57484.2873,22672,"C21: All-cause Readmissions",3,0,3,0,5,3.37,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"710 Thompson Avenue","","Mc Kees Rocks","PA","","","","","Y","","Y",34
"000018669","ZICKAFOOSE, DAVID E, MD",-76.9828702,39.8055744,17331,57720.6135,65676.749,43816,"C21: All-cause Readmissions",3,0,2,0,5,5,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"26 Charles Street","","Hanover","PA","","","","Y","","","Y",20
"000020020","SHEELA PRAHALAD MD PC",-75.7081188,41.4985946,18411,73055.054,94875.9875,21519,"C21: All-cause Readmissions",3,0,2,0,5,5,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"319 North State Street","","Clarks Summit","PA","TRUE PERFORMANCE","PRAHALAD, SHEELA MD PC TRUE PERFORMANCE","","Y","","","Y",13
"000020082","FAMILY MEDICINE OF WARREN PA  PC",-79.153051,41.8341878,16365,41105.0631,51679.9568,19548,"C21: All-cause Readmissions",3,0.35,19,1,5,4.43,1.06,0.81,0.65,0.41,-2,-1,0,0,0,0,"143 Pleasant Drive","","Warren","PA","TRUE PERFORMANCE IND","FAMILY MEDICINE OF WARREN PA PC TRUE PERFORMANCE","","","Y","","Y",130
"000020410","LGHP PENN MEDICINE FAMILY MEDICINE NEW HOLLAND",-76.0676098,40.1095883,17557,52933.4658,64708.9864,12822,"C21: All-cause Readmissions",3,0,13,0,5,4.09,1.06,0.81,0.65,0.41,-1,-1,0,0,0,0,"676 East Main Street","","New Holland","PA","LGH ACO","LANCASTER GENERAL HEALTH COMMUNITY CARE COLLABORATIVE","LANCASTER GENERAL HOSPITAL","Y","","","Y",119
"000021818","VOORA, BHARATHI S MD",-80.1277669,42.1108196,16505,51738.0732,71798.9189,18297,"C21: All-cause Readmissions",3,0,12,0,5,4.83,1.06,0.81,0.65,0.41,-2,-1,0,0,0,0,"2005 West 8th Street","Suite 200","Erie","PA","","","","","Y","","Y",56
"000022048","SMOLEN, DANIEL A DO",-75.474067,39.8576556,19060,102471.0955,123928.601,7906,"C21: All-cause Readmissions",3,0,3,0,5,NA,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"1440 Conchester Highway","Suite 4","Garnet Valley","PA","","","","","","","Y",1
"000022317","PULMONARY CRITICAL CARE",-76.9102401,40.2439426,17043,48911.6952,56454.369,5497,"C21: All-cause Readmissions",3,0,1,0,5,NA,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"50 North 12th Street","","Lemoyne","PA","","","","Y","","","Y",6
"000023488","ZELONIS,  LAWRENCE J, DO",-80.0225112,40.3296599,15102,64384.8337,78064.3756,30660,"C21: All-cause Readmissions",3,0.5,14,1,4,3.44,1.06,0.81,0.65,0.41,-1,0,0,1,1,0.11,"2403 South Park Road","","Bethel Park","PA","","","","","Y","","Y",68
"000025713","BACAK III, JOSEPH F MD",-75.3924074,40.6100037,18015,44996.7101,61421.958,30612,"C21: All-cause Readmissions",3,0.55,11,1,4,3.37,1.06,0.81,0.65,0.41,0,0,0,1,1,0.19,"701 Ostrum Street","Suite 404","Bethlehem","PA","","","","Y","","","Y",54
"000025739","NOONAN JR, FRANCIS C, DO",-76.3176628,40.3750684,17067,52151.3737,64665.3667,12761,"C21: All-cause Readmissions",3,0,2,0,5,NA,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"420 West Lincoln Street","PO Box 43","Myerstown","PA","","","","","","","Y",9
"000026195","UPP  GASTROENTEROLOGY",-79.9609827,40.4425606,15213,32228.0668,51635.1401,28417,"C21: All-cause Readmissions",3,0,8,0,5,2.83,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"200 Lothrop Street","3rd Floor D Wing","Pittsburgh","PA","","","UPMC","","Y","","Y",25
"000026196","UPMC SENIOR CARE AT SHADY SIDE",-79.9609827,40.4425606,15213,32228.0668,51635.1401,28417,"C21: All-cause Readmissions",3,0.42,80,6,4,3.45,1.06,0.81,0.65,0.41,-9,-5,0,1,1,0.0899999999999999,"200 Lothrop Street","Suite 9055 9th Floor","Pittsburgh","PA","","","UPMC","","Y","","Y",340
"000027752","UPP HEART AND VASCULAR INSTITUTE",-79.957918,40.440536,15213,32228.0668,51635.1401,28417,"C21: All-cause Readmissions",3,0.52,47,4,4,3.25,1.06,0.81,0.65,0.41,-4,-2,0,1,1,0.1,"3600 Forbes Avenue","9th Floor","Pittsburgh","PA","","","UPMC","","Y","","Y",181
"000027846","DR. KRISHNANS OFFICE",-79.9179564,40.1900203,15063,44397.4267,58123.5351,12423,"C21: All-cause Readmissions",3,0.58,25,2,4,4,1.06,0.81,0.65,0.41,-1,0,0,1,1,0.11,"1025 Country Club Road","","Monongahela","PA","TRUE PERFORMANCE PLUS COMM","VALE U HEALTH PHYSICIAN ORGANIZATION TRUE PERFORMANCE","","","Y","","Y",114
"000028095","UPMC ALTOONA BLAIR MEDICAL ASSOC SPECIALTY",-78.4027665,40.5122393,16602,40860.9792,52147.5285,30965,"C21: All-cause Readmissions",3,1.06,13,2,2,3.8,1.06,0.81,0.65,0.41,0,1,1,2,2,0.45,"1414 Ninth Avenue","Station Medical Center","Altoona","PA","","","UPMC","","Y","","Y",23
"000031974","CONVALESCENT CENTER GROUP",-79.5580041,40.2715778,15601,50613.708,63795.4713,58524,"C21: All-cause Readmissions",3,1,46,9,2,2.56,1.06,0.81,0.65,0.41,0,2,4,6,6,0.0933333333333333,"2480 South Grande Boulevard","","Greensburg","PA","","","","","Y","","Y",97
"000033008","SONNENBERG, WILLIAM R, MD",-79.6730125,41.623885,16354,29782.8476,37159.7971,10237,"C21: All-cause Readmissions",3,1.32,5,1,1,4.16,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"119 East Mechanic Street","","Titusville","PA","TRUE PERFORMANCE IND","WILLIAM R SONNENBERG MD TRUE PERFORMANCE","","","Y","","Y",21
"000033075","ARUMUGARAJAH, KANAGASABAPATHY MD",-77.0885514,39.7444501,17340,60067.9328,69216.2956,9668,"C21: All-cause Readmissions",3,0,1,0,5,5,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"10 West King Street","","Littlestown","PA","","","","Y","","","Y",14
"000033344","CORNERSTONE CARE GREENSBORO",-79.913797,39.8010496,15338,40436.6792,49512.426,1733,"C21: All-cause Readmissions",3,0,1,0,5,1,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"7 Glassworks Road","","Greensboro","PA","TRUE PERFORMANCE IND","CORNERSTONE CARE TRUE PERFORMANCE","","","Y","","Y",12
"000033409","SOPHY, MATTHEW C, DO",-76.165689,40.6951443,17965,41989.5803,45348.3661,2192,"C21: All-cause Readmissions",3,0,1,0,5,5,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"73 Coal Street","","Port Carbon","PA","TRUE PERFORMANCE","MATTHEW C SOPHY MD TRUE PERFORMANCE","","Y","","","Y",18
"000034781","DECK, CHARLES S MD",-75.6528571,41.4133743,18510,32969.9405,46686.3643,13828,"C21: All-cause Readmissions",3,0,1,0,5,5,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"802 Jefferson Avenue","","Scranton","PA","","","","Y","","","Y",14
"000034790","BUTLER MEDICAL ASSOCIATES",-79.897001,40.8774847,16001,41653.157,52242.7835,37766,"C21: All-cause Readmissions",3,0.57,148,12,4,4.28,1.06,0.81,0.65,0.41,-10,-5,0,4,4,0.0225,"1022B North Main Street","","Butler","PA","TRUE PERFORMANCE PLUS COMM","BUTLER MEDICAL PROVIDERS TRUE PERFORMANCE","BUTLER HOSPITAL","","Y","","Y",809
"000034864","SLATE BELT FAMILY PRACTICE",-75.2963292,40.8394318,18091,59883.8004,66648.7007,5688,"C21: All-cause Readmissions",3,1.19,13,2,1,3.63,1.06,0.81,0.65,0.41,1,1,1,2,2,0.315,"826 South Broadway","","Wind Gap","PA","TRUE PERFORMANCE IND","LEHIGH VALLEY PHO GLOBAL BUDGET AND QUALITY","","Y","","","Y",70
"000035052","HARKINS, JAMES P MD",-75.3821605,39.9845026,19073,101218.4979,144417.5944,16993,"C21: All-cause Readmissions",3,0,1,0,5,NA,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"3217 West Chester Pike","Suite B","Newtown Square","PA","","","","","","","Y",2
"000035786","OAA ORTHOPAEDIC SPECIALISTS",-75.5599659,40.5839949,18104,66485.4639,81988.6637,39610,"C21: All-cause Readmissions",3,0,1,0,5,NA,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"250 Cetronia Road","Suite 303","Allentown","PA","BUNDLES SHARED SAVINGS","OAA ORTHOPAEDIC SPECIALISTS","","Y","","","Y",12
"000036373","HVMG VALLEY INTERNAL MEDICINE",-80.3011577,40.7015236,15009,54197.327,74094.0227,15286,"C21: All-cause Readmissions",3,0.72,253,27,3,4.51,1.06,0.81,0.65,0.41,-12,-3,3,12,12,0.015,"500 Sharon Road","","Beaver","PA","TRUE PERFORMANCE PLUS COMM","HERITAGE VALLEY HEALTHCARE NETWORK TRUE PERFORMANCE LLC","HERITAGE VALLEY HEALTH SYSTEM","","Y","","Y",1098
"000037237","SCHMIDT, ROBERT E MD",-75.7476133,39.9954654,19372,74162.4324,82745.2548,1274,"C21: All-cause Readmissions",3,0,1,0,5,NA,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"3628 East Lincoln Highway","","Thorndale","PA","","","","","","","Y",1
"000037272","WIEGERING, CARLOS A MD",-78.2515748,40.675267,16686,43881.731,51955.0453,13668,"C21: All-cause Readmissions",3,0,3,0,5,4.25,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"200 Hospital Drive","Suite 3","Tyrone","PA","","","","","Y","","Y",18
"000037990","RICHARD D KAGEN MD LLC",-75.1982657,40.1801862,19002,98154.4218,133574.0494,30141,"C21: All-cause Readmissions",3,0,1,0,5,NA,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"1607 Benjamin Drive","","Ambler","PA","","","","","","","Y",1
"000038278","LEE T BESEN MD",-75.5948468,41.4805591,18452,38153,50380,5433,"C21: All-cause Readmissions",3,0,4,0,5,NA,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"1339 Main Street","","Peckville","PA","TRUE PERFORMANCE","LEE T BESEN TRUE PERFORMANCE","","Y","","","Y",8
"000038530","CHANG, CHI KUE T MD",-75.3334108,40.6554626,18020,74018.1998,90220.3309,18698,"C21: All-cause Readmissions",3,0,1,0,5,NA,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"3348 Easton Avenue","","Bethlehem","PA","TRUE PERFORMANCE IND","LEHIGH VALLEY PHO GLOBAL BUDGET AND QUALITY","","Y","","","Y",6
"000039158","RUSSELLTON MEDICAL GROUP UPMC",-79.7272938,40.6309749,15065,40427.0853,52841.7017,12067,"C21: All-cause Readmissions",3,0.11,67,1,5,3.9,1.06,0.81,0.65,0.41,-8,-6,0,0,0,0,"1604 Burtner Road","Suite 2100","Natrona Heights","PA","","","UPMC","","Y","","Y",365
"000039284","LACKAWANNA MEDICAL GROUP PC",-75.6721228,41.448339,18508,37509.1279,46593.4906,11897,"C21: All-cause Readmissions",3,0.98,6,1,2,3.92,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"201 Smallacombe Drive","","Scranton","PA","BUNDLES SHARED SAVINGS","INTERNAL MEDC LACKAWANNA MED GRP TRUE PERFORMANCE","","Y","","","Y",43
"000039370","DELTA MEDIX PC",-75.6677196,41.4077053,18508,37509.1279,46593.4906,11897,"C21: All-cause Readmissions",3,0,3,0,5,5,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"300 Lackawanna Avenue","Unit 200","Scranton","PA","","","","Y","","","Y",12
"000039382","TEMPLE PULMONARY  ASSOC",-75.1507198,40.0054237,19140,22410.6405,30727.5429,57613,"C21: All-cause Readmissions",3,0,1,0,5,NA,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"3401 North Broad Street","","Philadelphia","PA","","","","","","","Y",1
"000039591","LGHP PENN MEDICINE ARTHRITIS AND RHEUMATOLOGY",-76.3554713,40.0652119,17604,77000,60000,9192.7681865539,"C21: All-cause Readmissions",3,0,1,0,5,3,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"2108 Harrisburg Pike","Suite 200","Lancaster","PA","","","LANCASTER GENERAL HOSPITAL","Y","","","Y",18
"000039890","NEALON, GERARD MD",-75.6780245,41.4172644,18504,38771.3618,47628.2315,21772,"C21: All-cause Readmissions",3,0,3,0,5,NA,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"1209 Swetland Street","","Scranton","PA","TRUE PERFORMANCE","NEALON, GERARD MD TRUE PERFORMANCE","","Y","","","Y",12
"000039899","DUGAN, ROBERT B, DO",-80.0864787,42.0952115,16508,42138.7429,51633.288,16453,"C21: All-cause Readmissions",3,0,6,0,5,3.7,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"926 W 38th St","","Erie","PA","TRUE PERFORMANCE IND","ROBERT B DUGAN DO TRUE PERFORMANCE","","","Y","","Y",57
"000040158","HORIZON MEDICAL CORP PC",-75.6639019,41.4171907,18508,37509.1279,46593.4906,11897,"C21: All-cause Readmissions",3,0,13,0,5,3.79,1.06,0.81,0.65,0.41,-1,-1,0,0,0,0,"3 West Olive Street","Suite 201","Scranton","PA","TRUE PERFORMANCE","HORIZON MEDICAL CORP PC TRUE PERFORMANCE","","Y","","","Y",90
"000042538","PRASAD, MAHADEVAPPA M, MD",-79.9185268,40.9053477,16001,41653.157,52242.7835,37766,"C21: All-cause Readmissions",3,0.47,34,2,4,4.3,1.06,0.81,0.65,0.41,-2,-1,0,1,1,0.100000000000001,"1651 North Main Street Ext","","Butler","PA","TRUE PERFORMANCE IND","PRASAD MAHADEVAPPA MD TRUE PERFORMANCE","","","Y","","Y",262
"000047138","LEVY, MARK MD",-75.5022435,40.0444805,19301,99899.4403,132559.7531,6439,"C21: All-cause Readmissions",3,0,2,0,5,NA,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"255 West Lancaster Avenue","Suite 200","Paoli","PA","","","","","","","Y",3
"000050049","PRIMARY HEALTH NETWORK",-80.5076381,41.2339857,16146,31544.2323,39447.4882,16336,"C21: All-cause Readmissions",3,0.84,169,23,2,3.4,1.06,0.81,0.65,0.41,-6,1,6,12,12,0.0233333333333334,"63 Pitt Street","","Sharon","PA","TRUE PERFORMANCE IND","PRIMARY HEALTH NETWORK TRUE PERFORMANCE","","Y","Y","","Y",892
"000050494","GMG MONTOURSVILLE FAMILY PRACTICE",-76.9158684,41.2474154,17754,50698.5485,61234.9609,12088,"C21: All-cause Readmissions",3,0,2,0,5,NA,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"780 Broad St","Ste 4","Montoursville","PA","TRUE PERFORMANCE CUSTOM CONTRACT","GEISINGER TRUE PERFORMANCE","GEISINGER HEALTH SYSTEM","","","","Y",8
"000052167","TANITSKY, MICHAEL DO",-77.7557582,40.8602695,16823,45299.856,54879.5471,21618,"C21: All-cause Readmissions",3,1.09,7,1,1,3,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"550 West College Avenue","","Pleasant Gap","PA","","","","Y","Y","","Y",16
"000054436","GLENDALE AREA MEDICAL ASSOCIATION INC",-78.5346288,40.7477926,16627,30188.0172,38397.7958,2294,"C21: All-cause Readmissions",3,2.45,7,2,1,2.5,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"850 Main Street","PO Box 375","Coalport","PA","TRUE PERFORMANCE IND","GLENDALE AREA MEDICAL ASSOCIATION INC TRUE PERFORMANCE","","","Y","","Y",59
"000055153","MARTIN, H FREDERICK MD",-77.2991529,39.9204565,17303,78942,65693,9192.7681865539,"C21: All-cause Readmissions",3,0.47,14,1,4,4,1.06,0.81,0.65,0.41,-1,0,0,1,1,0.15,"56 South High Street","","Arendtsville","PA","TRUE PERFORMANCE","HORACE FREDERICK MARTIN MD TRUE PERFORMANCE","","Y","","","Y",78
"000055490","DELORENZO JR, DONALD P MD",-77.6394344,39.9469426,17201,41306.941,51848.7741,22097,"C21: All-cause Readmissions",3,0,4,0,5,4.22,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"835 Fifth Avenue","","Chambersburg","PA","","","","Y","","","Y",23
"000055588","ROBERT B MOONEY JR DO",-77.8466442,40.7991664,16801,38739.4107,52525.8165,36978,"C21: All-cause Readmissions",3,0,7,0,5,2.53,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"611 University  Drive","Suite 215","State College","PA","","","","Y","","","Y",60
"000056078","PHYSICIAN CARE",-76.4487711,41.7837223,18848,39841.4218,50813.8206,8999,"C21: All-cause Readmissions",3,0,5,0,5,3.13,1.06,0.81,0.65,0.41,NA,NA,NA,NA,NA,NA,"71 Hospital Drive","","Towanda","PA","TRUE PERFORMANCE","PHYSICIAN CARE TRUE PERFORMANCE","","Y","","","Y",56
"000056175","UPMC MAINLINE MEDICAL ASSOCIATES",-78.5720736,40.4791457,16630,38782.2368,49264.1548,6123,"C21: All-cause Readmissions",3,0.9,179,27,2,3.96,1.06,0.81,0.65,0.41,-4,3,8,15,15,0.0193333333333333,"792 Gallitzin Road","","Cresson","PA","","","UPMC","","Y","","Y",784
"000056845","GREENCASTLE FAMILY PRACTICE",-77.7150721,39.7853291,17225,57171.1436,74049.5128,16025,"C21: All-cause Readmissions",3,0.81,11,1,3,3.83,1.06,0.81,0.65,0.41,0,0,1,1,1,0.2,"50 Eastern Avenue","Suite 135","Greencastle","PA","TRUE PERFORMANCE","GREENCASTLE FAMILY PRACTICE TRUE PERFORMANCE","","Y","","","Y",147
"000056858","SHARP, DAVID L., MD",-80.1036555,40.6980843,16066,89921.3171,99439.8384,23697,"C21: All-cause Readmissions",3,0.45,14,1,4,3.73,1.06,0.81,0.65,0.41,-1,0,0,1,1,0.16,"101 Smith Drive","Suite 4","Cranberry Township","PA","","","","","Y","","Y",61
