"City","Practice_Name","City.Rank","Compliance","Star_Rating","Numerator","Denominator","Needed4","Needed5","Med_Household","Address","Program","Stars_Par"
"Blawnox","CONSTANTINO, ANGELO MD",1,1,5,3,3,NA,NA,101351.9137,"121 Freeport Road","TRUE PERFORMANCE AHN","Y"
"Blawnox","RFP MORNINGSIDE UPMC",3,0.333,1,1,3,NA,NA,101351.9137,"121 Freeport Road","","Y"
"Blawnox","RFP RIDC UPMC",2,0.714,2,5,7,NA,NA,101351.9137,"121 Freeport Road","","Y"
"Bloomsburg","SUSQUEHANNA VALLEY MEDICAL SPECIALTIES PC",1,0.8,4,4,5,NA,NA,43837.0557,"6850 Lows Road","TRUE PERFORMANCE","Y"
"Boiling Springs","BOILING SPRINGS FAMILY MEDICINE",1,0.833,4,5,6,NA,NA,75509.786,"210 Forge Road","TRUE PERFORMANCE","Y"
"Bradford","BRADFORD FAMILY MEDICINE INC",1,1,5,7,7,NA,NA,39327.9581,"14 North Third Street","TRUE PERFORMANCE IND","Y"
"Bradford","FOOTHILLS MEDICAL GROUP",4,0.625,2,5,8,NA,NA,39327.9581,"116 Interstate Parkway","TRUE PERFORMANCE","Y"
"Bradford","BRADFORD MEDICAL GROUP OF UPMC HAMOT",3,0.833,4,5,6,NA,NA,39327.9581,"24 West Washington Street","","Y"
"Bradford","BRADFORD REGIONAL MEDICAL SERVICES",1,1,5,8,8,NA,NA,39327.9581,"6 North Center Street","TRUE PERFORMANCE","Y"
"Brentwood","LINDENBAUM PERRYMAN AND ASSOCS UPMC",1,0.917,5,11,12,0,0,48093.906,"3000 Brownsville Road","","Y"
"Bridgeville","BEEREL MEDICAL LLC",2,0.75,3,3,4,NA,NA,55631.7796,"1370 Washington Pike","","Y"
"Bridgeville","PPCP CHARTIERS VALLEY",1,0.85,5,17,20,0,0,55631.7796,"1168 Washington Pike","TRUE PERFORMANCE PLUS COMM","Y"
"Broad Top","BROAD TOP AREA MEDICAL CENTER",1,0.667,2,4,6,NA,NA,39310.2014,"4133 Medical Center Drive","TRUE PERFORMANCE IND","Y"
"Brodheadsville","ST LUKES BRODHEADSVILLE FAMILY PRACTICE",1,1,5,4,4,NA,NA,51964,"111 Route 715","TRUE PERFORMANCE PLUS COMM","Y"
"Brookville","PCA OF W PA PC",1,0.824,4,14,17,0,1,39899.2667,"477 Route 28","TRUE PERFORMANCE IND","Y"
"Brownstown","WELLSPAN FAMILY MEDICINE CROSSROADS",1,0.714,2,5,7,NA,NA,56542,"4131 Oregon Pike","TRUE PERFORMANCE","Y"
"Brownsville","PRAKORB MEDICAL ASSOCIATES",1,1,5,4,4,NA,NA,34184.556,"129 Simpson Road","","Y"
"Brownsville","SINGH, MALKIT, MD",2,0,1,0,3,NA,NA,34184.556,"631D National Pike East","TRUE PERFORMANCE AHN","Y"
"Burgettstown","CORNERSTONE CARE COMMUNITY MEDICAL DENTAL PLAZA",1,1,5,3,3,NA,NA,49782.601,"1227 Smith Township State Road","TRUE PERFORMANCE PLUS COMM","Y"
"Burgettstown","WMC PHYSICIAN PRACTICES LLC",2,0.818,4,9,11,0,1,49782.601,"560 Steubenville Pike","TRUE PERFORMANCE","Y"
"Butler","BUTLER MEDICAL ASSOCIATES",10,0.674,2,29,43,6,8,41653.157,"1022B North Main Street","TRUE PERFORMANCE PLUS COMM","Y"
"Butler","PRASAD, MAHADEVAPPA M, MD",12,0.571,1,4,7,NA,NA,41653.157,"1651 North Main Street Ext","TRUE PERFORMANCE IND","Y"
"Butler","SETHI, SURENDRA K MD",1,0.9,5,9,10,0,0,41653.157,"230 South Washington Street","","Y"
"Butler","PRIMARY CARE ASSOCIATES OF BUTLER",3,0.853,5,64,75,0,0,41653.157,"480 East Jefferson Street","TRUE PERFORMANCE PLUS COMM","Y"
"Butler","ZAGGER FAMILY PRACTICE PC",2,0.875,5,7,8,NA,NA,41653.157,"1022 A North Main St","TRUE PERFORMANCE IND","Y"
"Butler","CHANNAPATI, THIPPESWAMY T MD",8,0.692,2,9,13,2,2,41653.157,"342 North Main Street","TRUE PERFORMANCE IND","Y"
"Butler","FAMILY MEDICINE OF BUTLER PC",6,0.818,4,9,11,0,1,41653.157,"1022 A North Main Street","TRUE PERFORMANCE IND","Y"
"Butler","FIORINA FAMILY PRACTICE LLC",4,0.833,4,10,12,0,1,41653.157,"109 Technology Drive","TRUE PERFORMANCE IND","Y"
"Butler","WAHL FAMILY PRACTICE PC",13,0.5,1,4,8,NA,NA,41653.157,"109 Technology Drive","TRUE PERFORMANCE IND","Y"
"Butler","DR FOZIA CHATTA AND ASSOCIATES PC",8,0.692,2,9,13,2,2,41653.157,"315 North Main Street","TRUE PERFORMANCE IND","Y"
"Butler","BHS NALLATHAMBI MEDICAL ASSOC PLLC",5,0.821,4,23,28,0,1,41653.157,"131 East Cunningham Street","TRUE PERFORMANCE PLUS COMM","Y"
"Butler","BUTLER FAMILY PRACTICE",7,0.75,3,9,12,1,2,41653.157,"116 Woody Drive","TRUE PERFORMANCE PLUS COMM","Y"
"Butler","BASH FAMILY PRACTICE PLLC",11,0.667,2,2,3,NA,NA,41653.157,"200 Renaissance Drive","TRUE PERFORMANCE IND","Y"
"Cabot","CONCORDIA PHYSICIAN PRACTICE",1,0.727,2,8,11,1,2,50675.5663,"112 Marwood Road","","Y"
"Cambridge Springs","CAMBRIDGE SPRINGS HEALTH CENTER",1,0.833,4,5,6,NA,NA,45640.8341,"118 Railroad Street","TRUE PERFORMANCE","Y"
"Camp Hill","SUSQUEHANNA INT MEDICINE ASSOC",5,0.667,2,14,21,3,4,55466.5249,"890 Poplar Church Road","TRUE PERFORMANCE","Y"
"Camp Hill","PINNACLEHEALTH INTERNAL MEDICINE CAMP HILL",2,0.941,5,16,17,0,0,55466.5249,"4400 Carlisle Pike","TRUE PERFORMANCE PLUS COMM","Y"
"Camp Hill","AZIZKHAN INTERNAL MEDICINE ASSOCIATES",4,0.762,3,16,21,1,2,55466.5249,"888 Poplar Church Road","TRUE PERFORMANCE PLUS COMM","Y"
"Camp Hill","HAMPDEN PHYSICIAN ASSOCIATES",1,1,5,3,3,NA,NA,55466.5249,"3456 Trindle Road","TRUE PERFORMANCE PLUS COMM","Y"
"Camp Hill","PENN STATE HERSHEY MEDICAL GROUP CAMP HILL",3,0.8,4,4,5,NA,NA,55466.5249,"3025 Market Street","TRUE PERFORMANCE PLUS COMM","Y"
"Camp Hill","GEISINGER HOLY SPIRIT FAMILY MEDICINE YELLOW BREECHES",5,0.667,2,8,12,2,3,55466.5249,"1800 Carlisle Road","TRUE PERFORMANCE","Y"
"Carbondale","DAVIS, NEAL M DO",1,1,5,3,3,NA,NA,37688.8996,"254 Brooklyn Street","TRUE PERFORMANCE","Y"
"Carlisle","MASLAND ASSOCIATES INC",2,0.971,5,34,35,0,0,54127.8466,"220 Wilson Street","TRUE PERFORMANCE","Y"
"Carlisle","PINNACLEHEALTH FAMILYCARE SPRING ROAD",1,1,5,4,4,NA,NA,54127.8466,"1921 Spring Road","TRUE PERFORMANCE PLUS COMM","Y"
"Carlisle","ALEXANDER SPRING FAMILYCARE",3,0.714,2,5,7,NA,NA,62959.6513,"1533 Commerce Avenue","TRUE PERFORMANCE","Y"
"Carnegie","PPCP CIVITARESE SPECA BOVALINO",2,0.783,3,18,23,1,2,48659.4928,"2375 Greentree Road","TRUE PERFORMANCE PLUS COMM","Y"
"Carnegie","PPCP WILLIAM BADER MD",1,1,5,3,3,NA,NA,48659.4928,"102 Broadway Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Carnegie","GATEWAY MEDICAL GROUP UPMC",3,0.75,3,3,4,NA,NA,48659.4928,"1100 Washington Avenue","","Y"
"Carrolltown","CONEMAUGH PHYSICIAN GROUP ST BENEDICT RURAL HEALTH CLINIC",1,1,5,9,9,NA,NA,43570.8092,"564 Theatre Road","TRUE PERFORMANCE PLUS COMM","Y"
"Carrolltown","PATTON FAMILY MEDICAL CENTER",2,0.667,2,4,6,NA,NA,43570.8092,"142 East Carroll Street","TRUE PERFORMANCE IND","Y"
"Catasauqua","BENAVAGE AND HEFFELFINGER",1,1,5,5,5,NA,NA,54270.594,"1400 Main Street","TRUE PERFORMANCE IND","Y"
"Chambersburg","SWARTZ, MARK MD",4,0.875,5,7,8,NA,NA,41306.941,"761 Fifth Avenue","TRUE PERFORMANCE","Y"
"Chambersburg","KEYSTONE RURAL HEALTH CENTER",6,0.778,3,7,9,NA,NA,41306.941,"820 Fifth Avenue","TRUE PERFORMANCE","Y"
"Chambersburg","BARTON MEDICAL ASSOCIATES",7,0.5,1,2,4,NA,NA,41306.941,"435 Phoenix Drive","","Y"
"Chambersburg","SUMMIT PRIMARY CARE",3,0.947,5,18,19,0,0,41306.941,"12 St Paul Drive","TRUE PERFORMANCE","Y"
"Chambersburg","KEYSTONE HEALTH CENTER INTERNAL MEDICINE",5,0.857,5,6,7,NA,NA,41306.941,"830 Fifth Avenue","TRUE PERFORMANCE","Y"
"Chambersburg","SUMMIT PRIMARY CARE",1,1,5,12,12,0,0,41306.941,"144 South 8th Street","TRUE PERFORMANCE","Y"
"Chambersburg","SUMMIT PRIMARY CARE",1,1,5,24,24,0,0,41306.941,"3106 Philadelphia Avenue","TRUE PERFORMANCE","Y"
"Charleroi","LENTZ, KENNETH, H, MD",2,0.667,2,2,3,NA,NA,34738.4174,"625 Lincoln Avenue","","Y"
"Charleroi","DERIENZO FAMILY PRACTICE",1,0.739,3,17,23,2,3,34738.4174,"17 Arentzen Boulevard","","Y"
"Charleston","MOUNTAIN STATE MEDICAL ASSOCIATES",5,0.429,1,3,7,NA,NA,44784.9369,"300 Kenton Drive","TRUE PERFORMANCE","Y"
"Charleston","CHARLESTON FAMILY PRACTICE",7,0,1,0,3,NA,NA,22129.5602,"1201 Washington Street","TRUE PERFORMANCE","Y"
"Charleston","CHARLESTON INTERNAL MEDICINE INC",3,0.75,3,6,8,NA,NA,48284.6212,"3701 MacCorkle Avenue SE","TRUE PERFORMANCE","Y"
"Charleston","WEST VIRGINIA UNIVERSITY PHYSICIANS OF CHARLESTON",1,1,5,6,6,NA,NA,22129.5602,"1201 Washington Street East","TRUE PERFORMANCE","Y"
"Charleston","DRS HENRY KINDER AND ASC PLLC",1,1,5,6,6,NA,NA,22129.5602,"600 Morris Street","TRUE PERFORMANCE","Y"
"Charleston","SUSAN L CAVENDER MD",6,0.333,1,1,3,NA,NA,22129.5602,"1115 East Lee Street","","Y"
"Charleston","CHARLESTON AREA MEDICAL CENTER INC",4,0.667,2,2,3,NA,NA,22129.5602,"501 Morris Street","","Y"
"Cheswick","SMA DEERLAKES PC",1,0.75,3,9,12,1,2,57494.3752,"221 Russellton Dorseyville Road","TRUE PERFORMANCE AHN","Y"
"Clairton","JEFFERSON ASSOCIATES  IN IM",1,1,5,6,6,NA,NA,49377.46,"575 Coal Valley Road","","Y"
"Clairton","JEFFERSON INTERNAL MEDICINE PC",2,0.875,5,35,40,0,0,49377.46,"575 Coal Valley Road","TRUE PERFORMANCE AHN","Y"
"Clarion","BROOKS MEDICAL ARTS INC",1,0.833,4,5,6,NA,NA,30947.1747,"180 Greenville Avenue","TRUE PERFORMANCE IND","Y"
"Clarion","INTERNAL MEDICINE CLINIC",3,0.667,2,8,12,2,3,30947.1747,"24 Doctors Lane","TRUE PERFORMANCE","Y"
"Clarion","CLARION COMMUNITY MEDICINE UPMC",1,0.833,4,5,6,NA,NA,30947.1747,"22681 Route 68","","Y"
"Clarks Summit","PRIME MED GEISINGER CLARKS SUMMIT NORTH BOULEVARD",1,0.667,2,2,3,NA,NA,73055.054,"231 North Blvd","TRUE PERFORMANCE","Y"
"Claysburg","PRIMARY CARE CLAYSBURG",1,0.708,2,17,24,3,4,38595.925,"365 Ward Street","TRUE PERFORMANCE PLUS COMM","Y"
"Claysville","CLAYSVILLE FAMILY PRACTICE",1,0.816,4,40,49,0,2,48649.868,"1263 Route 40 West","TRUE PERFORMANCE PLUS COMM","Y"
"Clearfield","PENN HIGHLANDS FAMILY MEDICINE CORCINO AND HUCKESTEIN",1,1,5,3,3,NA,NA,34882.6488,"531 Hannah Street","TRUE PERFORMANCE","Y"
"Clearfield","CLEARFIELD PROF GRP LTD",4,0.667,2,8,12,2,3,34882.6488,"820 Turnpike Avenue","TRUE PERFORMANCE IND","Y"
"Clearfield","PENN HIGHLANDS FAMILY MEDICINE CONRAD",3,0.8,4,4,5,NA,NA,34882.6488,"502 Park Avenue","TRUE PERFORMANCE","Y"
"Clearfield","G MOSCH MD LTD",1,1,5,10,10,0,0,34882.6488,"1036 Park Avenue Extension","TRUE PERFORMANCE IND","Y"
"Clinton","HVMG JOHN BAYUK",1,1,5,8,8,NA,NA,60914.1126,"1254 Route 30","TRUE PERFORMANCE PLUS COMM","Y"
"Clymer","DROZDIAK, RUSSELL A",1,0.846,5,11,13,0,0,46539.0923,"349 Franklin Street","TRUE PERFORMANCE PLUS COMM","Y"
"Coal Center","WHS FAMILY MEDICINE CALIFORNIA",1,0.8,4,4,5,NA,NA,41356.6592,"300 Technology Drive","TRUE PERFORMANCE PLUS COMM","Y"
"Coalport","GLENDALE AREA MEDICAL ASSOCIATION INC",1,0.625,2,5,8,NA,NA,30188.0172,"850 Main Street","TRUE PERFORMANCE IND","Y"
"Cochranton","NPA COCHRANTON",1,0.667,2,4,6,NA,NA,45941.4518,"104 East Adams Street","TRUE PERFORMANCE IND","Y"
"Columbia","TWIN ROSE FAMILY MEDICINE",2,0.667,2,2,3,NA,NA,46508.3324,"306 North Seventh Street","LGH ACO","Y"
"Columbia","COLUMBIA REGIONAL HEALTH CENTER",1,0.75,3,3,4,NA,NA,46508.3324,"1786C Columbia Avenue","TRUE PERFORMANCE","Y"
"Conemaugh","WISNIEWSKI, JOHN M., MD",1,1,5,4,4,NA,NA,42619.4396,"340 First Street","TRUE PERFORMANCE IND","Y"
