"City","Practice_Name","City.Rank","Compliance","Star_Rating","Numerator","Denominator","Needed4","Needed5","Med_Household","Address","Program","Stars_Par"
"Allentown","ST LUKES INTERNAL MEDICINE HAMILTON COURT",6,0.929,5,13,14,0,0,52682.3905,"3050 Hamilton Boulevard","TRUE PERFORMANCE PLUS COMM","Y"
"Allentown","LVPG BARIATRIC MEDICINE 1243 CEDAR CREST",25,0.667,2,2,3,NA,NA,52682.3905,"1243 South Cedar Crest Boulevard","","Y"
"Allentown","LVPG INTERNAL MEDICINE 1230 CEDAR CREST",5,0.931,5,54,58,0,0,52682.3905,"1230 South Cedar Crest Boulevard","TRUE PERFORMANCE IND","Y"
"Allentown","ST LUKES INTERNAL MEDICINE ALLENTOWN",19,0.75,3,3,4,NA,NA,66485.4639,"1901 Hamilton Street","TRUE PERFORMANCE PLUS COMM","Y"
"Allentown","MCGORRY AND MATTA FAMILY MEDICINE",17,0.792,4,19,24,0,2,52682.3905,"3050 Hamilton Boulevard","TRUE PERFORMANCE PLUS COMM","Y"
"Allentown","JOHN F WOLF MD",15,0.8,4,4,5,NA,NA,52682.3905,"1255 South Cedar Crest Boulevard","TRUE PERFORMANCE IND","Y"
"Allentown","AMC MEDICAL ASSOCIATES",30,0.6,2,3,5,NA,NA,66485.4639,"401 North 17th Street","TRUE PERFORMANCE IND","Y"
"Allentown","THOMAS J CZAJKOWSKI MD",35,0.5,1,2,4,NA,NA,66485.4639,"3131 College Heights Boulevard","TRUE PERFORMANCE IND","Y"
"Allentown","LEHIGH VALLEY INTERNISTS",14,0.833,4,15,18,0,1,66485.4639,"798 Hausman Road","TRUE PERFORMANCE IND","Y"
"Allentown","ADULT MEDICINE AND GERIATRICS",11,0.857,5,6,7,NA,NA,66485.4639,"798 Hausman Road","TRUE PERFORMANCE IND","Y"
"Allentown","LEHIGH VALLEY PRIMARY CARE PHYSICIANS PRACTICE",25,0.667,2,2,3,NA,NA,37326,"17th and Chew Streets","TRUE PERFORMANCE IND","Y"
"Allentown","LVPG FAMILY MEDICINE 1251 CEDAR CREST",9,0.895,5,17,19,0,0,37326,"1251 South Cedar Crest Boulevard","TRUE PERFORMANCE IND","Y"
"Allentown","ST LUKES WALBERT AVENUE MEDICAL CENTER",24,0.692,2,9,13,2,3,66485.4639,"2428 Walbert Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Allentown","LVPG FAMILY AND INTERNAL MEDICINE 3080 HAMILTON BOULEVARD",7,0.923,5,12,13,0,0,52682.3905,"3080 Hamilton Boulevard","TRUE PERFORMANCE IND","Y"
"Allentown","SH PRIMARY CARE WALBERT",25,0.667,2,2,3,NA,NA,66485.4639,"3420 Walbert Avenue","TRUE PERFORMANCE","Y"
"Allentown","LVPG FAMILY AND INTERNAL MEDICINE CENTER VALLEY",1,1,5,9,9,NA,NA,52682.3905,"1255 South Cedar Crest Boulevard","TRUE PERFORMANCE IND","Y"
"Allentown","LVPG FAMILY MEDICINE CETRONIA",8,0.913,5,21,23,0,0,66485.4639,"250 Cetronia Road","TRUE PERFORMANCE IND","Y"
"Allentown","ST LUKES EMAUS AVENUE FAMILY PRACTICE",18,0.778,3,7,9,NA,NA,52682.3905,"1101 West Emaus Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Allentown","LVPG INTERNAL MEDICINE 1255 CEDAR CREST",11,0.857,5,6,7,NA,NA,52682.3905,"1255 South Cedar Crest Boulevard","TRUE PERFORMANCE IND","Y"
"Allentown","COORDINATED HEALTH FAMILY PRACTICE",29,0.636,2,7,11,2,3,66485.4639,"1503 North Cedar Crest Boulevard","TRUE PERFORMANCE","Y"
"Allentown","COORDINATED HEALTH INTERNAL MEDICINE",25,0.667,2,2,3,NA,NA,66485.4639,"1503 North Cedar Crest Boulevard","TRUE PERFORMANCE","Y"
"Allison Park","LAMPERSKI INTERNAL MEDICINE  LLC",1,0.8,4,24,30,0,2,72550.5748,"4068 Mount Royal Boulevard","TRUE PERFORMANCE IND","Y"
"Altoona","UPMC ALTOONA BLAIR MEDICAL ASSOC SPECIALTY",11,0.5,1,2,4,NA,NA,40860.9792,"1414 Ninth Avenue","","Y"
"Altoona","SANKARAN, MANICKAM, MD",2,0.857,5,6,7,NA,NA,40860.9792,"901 Valley View Blvd.","","Y"
"Altoona","UPMC ALTOONA REGIONAL HEALTH SERVICES INC",3,0.836,4,327,391,0,6,40860.9792,"1414 Ninth Avenue","","Y"
"Altoona","ALTOONA FAMILY PHYSICIANS",5,0.8,4,8,10,0,1,40571.0686,"501 Howard Avenue","","Y"
"Altoona","DOWLUT, MOHAMMAD N MD",1,1,5,3,3,NA,NA,40860.9792,"215 Union Avenue","","Y"
"Altoona","PINECROFT MEDICAL CENTER",8,0.643,2,9,14,3,3,40860.9792,"417 Sabbath Rest Road","TRUE PERFORMANCE","Y"
"Altoona","BLAIR NEPHROLOGY ASSOC INC",6,0.75,3,3,4,NA,NA,40571.0686,"312 Chestnut Avenue","","Y"
"Altoona","K SIRIPALA MD AND ASSOCIATES INC",4,0.833,4,5,6,NA,NA,40571.0686,"312 Chestnut Avenue","","Y"
"Altoona","DOCTORS WALK IN CARE INC",10,0.6,2,9,15,3,4,40571.0686,"222 Chestnut Avenue","","Y"
"Altoona","RIFKAH, ELIAS MD",8,0.643,2,9,14,3,3,40571.0686,"120 Chestnut Avenue","","Y"
"Altoona","REINHARDT FAMILY PRACTICE",7,0.678,2,40,59,7,11,40571.0686,"1701 12th Avenue","TRUE PERFORMANCE IND","Y"
"Altoona","TRIDENT USA MOBILE CLINICAL SERVICES LLC",12,0.333,1,1,3,NA,NA,40571.0686,"1020 Green Avenue","","Y"
"Ambridge","HVMG INTERNAL MEDICINE ASSOCIATES",1,0.833,4,135,162,0,3,39157.7213,"1155 Merchant Street","TRUE PERFORMANCE PLUS COMM","Y"
"Annville","PINNACLEHEALTH ANNVILLE FAMILY MEDICINE",1,0.866,5,110,127,0,0,58347.9183,"1251 East Main Street","TRUE PERFORMANCE PLUS COMM","Y"
"Apollo","KISKI VALLEY COMMUNITY MEDC PC",1,0.732,3,30,41,3,5,48339.6172,"310 South Second Street","TRUE PERFORMANCE IND","Y"
"Arendtsville","MARTIN, H FREDERICK MD",1,0.929,5,13,14,0,0,78942,"56 South High Street","TRUE PERFORMANCE","Y"
"Ashland","NAKKOUL, ANWAR MD PC",1,0.6,2,3,5,NA,NA,41098.0426,"1023 Centre Street","","Y"
"Ashland","ST LUKES ASHLAND FAMILY PRACTICE",2,0.333,1,4,12,6,7,41098.0426,"530 Centre Street","TRUE PERFORMANCE PLUS COMM","Y"
"Aspers","WELLSPAN FAMILY MEDICINE ASPERS",1,0.794,4,27,34,0,2,52562.1,"2060 Carlisle Road","TRUE PERFORMANCE","Y"
"Aspinwall","PRIME CARE MEDICAL ASSOCIATES UPMC",1,0.891,5,49,55,0,0,73584.7475,"241-251 Freeport Road","","Y"
"Athens","GUTHRIE MEDICAL GROUP PC/ATHENS",1,1,5,12,12,0,0,36198.6764,"412 South Main Street","TRUE PERFORMANCE","Y"
"Atlasburg","ALEXANDER, DAN GEORGE MD",1,0.667,2,6,9,NA,NA,44028,"1569 Smith Township State Road","TRUE PERFORMANCE PLUS COMM","Y"
"Avella","AVELLA FAMILY PRACTICE LLC",1,0.571,2,4,7,NA,NA,52105.1292,"9 Campbell Street","TRUE PERFORMANCE PLUS COMM","Y"
"Avis","GEISINGER JERSEY SHORE MEDICAL ASSOCIATES AVIS",1,0.818,4,18,22,0,1,42798,"104 East Central Avenue","TRUE PERFORMANCE CUSTOM CONTRACT","Y"
"Avoca","JAMES J KOSIK DO PC",1,1,5,3,3,NA,NA,46626.1314,"824 McAlpine Street","TRUE PERFORMANCE","Y"
"Avonmore","MUTHAPPAN, PALANIAPPAN, MD",1,0.409,1,9,22,9,10,44448.5351,"527 Westmoreland Avenue","","Y"
"Baden","HVMG BADEN AREA HEALTHCARE SERVICES",1,0.745,3,41,55,3,6,63009.2585,"210 Ohio River Boulevard","TRUE PERFORMANCE PLUS COMM","Y"
"Bangor","MULTICARE PLUS",2,0.667,2,2,3,NA,NA,57029.4254,"225 Erdman Avenue","TRUE PERFORMANCE","Y"
"Bangor","NORTHAMPTON INTERNAL MEDICINE AT BANGOR",1,0.8,4,4,5,NA,NA,57029.4254,"125 South First Street","TRUE PERFORMANCE","Y"
"Barto","POTTSTOWN MEDICAL SPECIALISTS BALLY",1,0.889,5,8,9,NA,NA,68534.4091,"1315 Route 100","TRUE PERFORMANCE","Y"
"Bath","GUERRA, REYNALDO C, MD",2,0.667,2,2,3,NA,NA,62496.6811,"108 East Northampton Street","","Y"
"Bath","LVPG FAMILY MEDICINE BATH",1,1,5,3,3,NA,NA,62496.6811,"6649 Chrisphalt Drive","TRUE PERFORMANCE IND","Y"
"Bath","ST LUKES INTERNAL MEDICINE BATH",3,0.4,1,2,5,NA,NA,62496.6811,"2445 Plaza Court","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver","HVMG VALLEY INTERNAL MEDICINE",5,0.821,4,142,173,0,6,54197.327,"500 Sharon Road","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver","INTERNAL MEDICINE AND ENDOCRINOLOGY",6,0.704,2,19,27,3,4,54197.327,"701 Sharon Road","TRUE PERFORMANCE IND","Y"
"Beaver","HVMG BEAVER INTERNAL MEDICINE BEAVER",4,0.877,5,93,106,0,0,54197.327,"1000 Dutch Ridge Rd.","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver","RAY, ANNMARIE MD",1,1,5,6,6,NA,NA,54197.327,"274 Third Street","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver","HOLDREN, JEAN A., DO",1,1,5,5,5,NA,NA,54197.327,"701 Sharon Road","","Y"
"Beaver","HVMG ASSOCIATES OF INTERNAL MEDICINE",3,0.882,5,112,127,0,0,54197.327,"1211 Third Street","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver Falls","HVMG BEAVER INTERNAL MEDICINE BEAVER FALLS",2,0.85,5,102,120,0,0,44790.9274,"1307 Sixth Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver Falls","HVMG TRINITY",3,0.837,4,103,123,0,2,44790.9274,"2580 Constitution Boulevard","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver Falls","HERITAGE VALLEY FP- GUFFEY",5,0.732,3,30,41,3,5,44790.9274,"2580 Constution Blvd","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver Falls","HERITAGE VALLEY FAMILY HEALTH CENTER",1,0.867,5,13,15,0,0,44790.9274,"1125 7th Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver Falls","HERITAGE VALLEY FAMILY PRACTICE GRIECO",4,0.769,3,20,26,1,3,44790.9274,"2620 Constitution Boulevard","TRUE PERFORMANCE PLUS COMM","Y"
"Bedford","UPMC BEDFORD INTERNAL MEDICINE",1,0.75,3,18,24,1,3,37904.4741,"118 South Anderson Street","","Y"
"Belle Vernon","PEPPER FAMILY MEDICINE",3,0.704,2,19,27,3,4,34703.0682,"728 Broad Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Belle Vernon","TRI COUNTY MEDICAL PRACTICE LLC",4,0.659,2,29,44,6,9,34703.0682,"515 Broad Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Belle Vernon","PRIME MEDICAL GROUP PCG1-CHAUHAN ASSOCS",1,0.871,5,155,178,0,0,34703.0682,"1533 Broad Avenue","TRUE PERFORMANCE AHN","Y"
"Belle Vernon","MON VALE PRIMARY CARE PRACTICES INC",2,0.833,4,85,102,0,2,34703.0682,"800 Plaza Drive","TRUE PERFORMANCE PLUS COMM","Y"
"Bellefonte","BELLEFONTE MEDICAL CLINIC PC",2,0.927,5,38,41,0,0,45299.856,"527 Willowbank Street","TRUE PERFORMANCE","Y"
"Bellefonte","GMG BELLEFONTE FAMILY PRACTICE",1,0.929,5,26,28,0,0,45299.856,"819 East Bishop Street","TRUE PERFORMANCE CUSTOM CONTRACT","Y"
"Bellevue","HUSSAINI MEDICAL ASSOCIATES",1,0.788,3,26,33,1,3,45961.4011,"340 Lincoln Avenue","TRUE PERFORMANCE AHN","Y"
"Bentleyville","SOUTHWEST MEDICAL CENTER",1,0.765,3,65,85,3,8,37552.2931,"119 Wilson Road","TRUE PERFORMANCE PLUS COMM","Y"
"Berwick","GIUGLIANO, FRANK J MD",1,0.75,3,3,4,NA,NA,38172.5427,"523 Fowler Avenue","","Y"
"Berwick","INTERNAL MEDC OF BERWICK PC INC",1,0.75,3,3,4,NA,NA,38172.5427,"751 East 16th Street","","Y"
"Bethel Park","ZELONIS,  LAWRENCE J, DO",5,0.421,1,8,19,8,9,64384.8337,"2403 South Park Road","","Y"
"Bethel Park","YEASTED, GEORGE A MD",1,1,5,6,6,NA,NA,64384.8337,"2000 Oxford Drive","","Y"
"Bethel Park","SOUTH HILLS FAMILY MEDICINE LLC",2,0.869,5,219,252,0,0,64384.8337,"1000 Higbee Drive","TRUE PERFORMANCE AHN","Y"
"Bethel Park","PPCP BOBBY AND KOTAR",4,0.824,4,28,34,0,1,64384.8337,"2000 Oxford Drive","TRUE PERFORMANCE PLUS COMM","Y"
"Bethel Park","MT LEBANON INTERNAL MEDICINE DIVISION",3,0.86,5,215,250,0,0,64384.8337,"2000 Oxford Drive","TRUE PERFORMANCE PLUS COMM","Y"
"Bethel Park","ZELONIS, THOMAS G DO",6,0.333,1,3,9,NA,NA,64384.8337,"990 Higbee Drive","TRUE PERFORMANCE AHN","Y"
"Bethlehem","BACAK III, JOSEPH F MD",6,0.867,5,13,15,0,0,44996.7101,"701 Ostrum Street","","Y"
"Bethlehem","WILLIAM J GOULD DO PC",13,0.8,4,4,5,NA,NA,64939.0495,"3445 High Point Boulevard","","Y"
"Bethlehem","MEDICAL ASSOCIATES OF BETHLEHEM",7,0.865,5,32,37,0,0,74018.1998,"4311 Easton Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","SOUTH MOUNTAIN FAMILY PRACTICE",13,0.8,4,16,20,0,1,44996.7101,"1545 Broadway","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","DORVILLE MD AND KUNDU MD ASSOC",11,0.813,4,13,16,0,1,64939.0495,"5325 Northgate Drive","TRUE PERFORMANCE","Y"
"Bethlehem","LVPG FAMILY MEDICINE EASTON AVENUE",9,0.846,4,11,13,0,1,64939.0495,"3024 Easton Avenue","TRUE PERFORMANCE IND","Y"
"Bethlehem","SOUTH BETHLEHEM FAMILY PRACTICE",1,1,5,3,3,NA,NA,44996.7101,"306 South New Street","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","PERSIN, MAUREEN C DO PC",19,0.6,2,3,5,NA,NA,46494.3983,"217 West Broad Street","TRUE PERFORMANCE IND","Y"
"Bethlehem","YEVELSON INTERNAL MEDICINE PC",22,0,1,0,4,NA,NA,46494.3983,"1330 Center Street","","Y"
"Bethlehem","LVPG FAMILY AND INTERNAL MEDICINE BETHLEHEM TOWNSHIP",16,0.739,3,17,23,2,3,74018.1998,"2101 Emrick Boulevard","TRUE PERFORMANCE IND","Y"
"Bethlehem","WILLIAM PENN FAMILY PRACTICE",8,0.85,5,17,20,0,0,74018.1998,"4379 Easton Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","THE ROCK WELLNESS CENTER PC",21,0.333,1,1,3,NA,NA,74018.1998,"2591 Baglyos Circle","TRUE PERFORMANCE","Y"
"Bethlehem","RONALD R JULIA MD",15,0.75,3,3,4,NA,NA,74018.1998,"3201 Highfield Drive","TRUE PERFORMANCE IND","Y"
"Bethlehem","W TIMOTHY SCHARLE MD INTERNAL MEDICINE",1,1,5,6,6,NA,NA,46494.3983,"800 Eaton Ave","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","ST LUKES BETHLEHEM INTERNAL MEDICINE",10,0.842,4,16,19,0,1,46494.3983,"800 Eaton Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","ERIKA LAHAV MD",1,1,5,4,4,NA,NA,64939.0495,"2045 Westgate Drive","TRUE PERFORMANCE IND","Y"
"Bethlehem","LVPG INTERNAL MEDICINE WEST BROAD",5,0.889,5,8,9,NA,NA,46494.3983,"325 West Broad Street","TRUE PERFORMANCE IND","Y"
"Bethlehem","LVPG INTERNAL MEDICINE MUHLENBERG",11,0.813,4,52,64,0,3,64939.0495,"2649 Schoenersville Road","TRUE PERFORMANCE IND","Y"
"Bethlehem","ST LUKES FAMILY PRACTICE",18,0.667,2,6,9,NA,NA,64939.0495,"2830 Easton Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","LEHIGH VALLEY FAMILY PRACTICE ASSOCIATES",17,0.7,2,14,20,2,3,64939.0495,"190 Brodhead Road","TRUE PERFORMANCE IND","Y"
"Bethlehem","EASTON MEDICAL GROUP",4,0.933,5,14,15,0,0,74018.1998,"3101 Emrick Boulevard","TRUE PERFORMANCE","Y"
"Bethlehem","MILLER HEIGHTS MEDICAL ASSOCIATES",20,0.417,1,5,12,5,6,74018.1998,"3833 Linden Street","TRUE PERFORMANCE IND","Y"
"Blairsville","LAH BLAIRSVILLE FAMILY MEDICINE",1,0.886,5,31,35,0,0,41477.3677,"56 Club Lane","TRUE PERFORMANCE PLUS COMM","Y"
"Blairsville","KLAIN, MATTHEW N MD PC",2,0.873,5,89,102,0,0,41477.3677,"25 Colony Boulevard","TRUE PERFORMANCE AHN","Y"
"Blanchard","PECHT, KARL R MD",1,0.5,1,2,4,NA,NA,46250,"104 Brickley Drive Route 150","","Y"
"Blandon","BERKS FAMILY PHYSICIANS PC",1,1,5,7,7,NA,NA,63599,"11 Ingot Drive","TRUE PERFORMANCE","Y"
"Blandon","JAMESON, TIMOTHY L DO",3,0.667,2,4,6,NA,NA,63599,"8500 Allentown Pike","","Y"
"Blandon","LVPG FAMILY MEDICINE BLANDON",1,1,5,9,9,NA,NA,63599,"850 Golden Drive","TRUE PERFORMANCE IND","Y"
"Blawnox","CONSTANTINO, ANGELO MD",2,0.813,4,26,32,0,2,101351.9137,"121 Freeport Road","TRUE PERFORMANCE AHN","Y"
"Blawnox","RFP MORNINGSIDE UPMC",3,0.545,1,6,11,3,4,101351.9137,"121 Freeport Road","","Y"
"Blawnox","RFP RIDC UPMC",1,0.958,5,23,24,0,0,101351.9137,"121 Freeport Road","","Y"
"Bloomsburg","SUSQUEHANNA VALLEY MEDICAL SPECIALTIES PC",1,0.75,3,6,8,NA,NA,43837.0557,"6850 Lows Road","TRUE PERFORMANCE","Y"
"Boiling Springs","BOILING SPRINGS FAMILY MEDICINE",1,0.8,4,16,20,0,1,75509.786,"210 Forge Road","TRUE PERFORMANCE","Y"
"Bradford","BRADFORD FAMILY MEDICINE INC",3,0.958,5,23,24,0,0,39327.9581,"14 North Third Street","TRUE PERFORMANCE IND","Y"
"Bradford","FOOTHILLS MEDICAL GROUP",4,0.88,5,22,25,0,0,39327.9581,"116 Interstate Parkway","TRUE PERFORMANCE","Y"
"Bradford","BRADFORD MEDICAL GROUP OF UPMC HAMOT",1,1,5,8,8,NA,NA,39327.9581,"24 West Washington Street","","Y"
"Bradford","BRADFORD REGIONAL MEDICAL SERVICES",5,0.837,4,36,43,0,1,39327.9581,"6 North Center Street","TRUE PERFORMANCE","Y"
"Bradford","GENERAL PHYSICIAN PC",1,1,5,3,3,NA,NA,39327.9581,"116 Interstate Parkway","","Y"
"Brentwood","LINDENBAUM PERRYMAN AND ASSOCS UPMC",1,0.766,3,49,64,2,6,48093.906,"3000 Brownsville Road","","Y"
"Bridgeport","MOUNTAIN STATE MEDICAL SPECIALTIES INC",1,1,5,3,3,NA,NA,60095.4136,"120 Medical Park Drive","TRUE PERFORMANCE","Y"
"Bridgeville","BEEREL MEDICAL LLC",1,0.929,5,13,14,0,0,55631.7796,"1370 Washington Pike","","Y"
"Bridgeville","PPCP CHARTIERS VALLEY",2,0.607,2,51,84,16,21,55631.7796,"1168 Washington Pike","TRUE PERFORMANCE PLUS COMM","Y"
"Broad Top","BROAD TOP AREA MEDICAL CENTER",1,0.571,2,4,7,NA,NA,39310.2014,"4133 Medical Center Drive","TRUE PERFORMANCE IND","Y"
"Brockway","DEVLIN, JAMES E., MD",1,1,5,12,12,0,0,40887.3847,"1100 Main Street","TRUE PERFORMANCE IND","Y"
"Brockway","PENN HIGHLANDS FAMILY MEDICINE SCOTT",2,0.818,4,9,11,0,1,40887.3847,"1200 Wood Street","TRUE PERFORMANCE","Y"
"Brodheadsville","ST LUKES BRODHEADSVILLE FAMILY PRACTICE",1,0.655,2,19,29,4,6,51964,"111 Route 715","TRUE PERFORMANCE PLUS COMM","Y"
"Brodheadsville","LVPG FAMILY MEDICINE WEST END",2,0.6,2,3,5,NA,NA,51964,"12 Kevin Lane","TRUE PERFORMANCE IND","Y"
"Brogue","WELLSPAN FAMILY MEDICINE CHANCEFORD",2,0.5,1,2,4,NA,NA,64692.9154,"10 Muddy Creek Forks Road","TRUE PERFORMANCE","Y"
"Brogue","MEMORIAL FAMILY MEDICINE AT BROGUE",1,0.9,5,9,10,0,0,64692.9154,"2500 Delta Road","TRUE PERFORMANCE","Y"
"Brookfield","SRMG INTERNAL MEDICINE",1,0.9,5,9,10,0,0,39770.5191,"7264 Warren Sharon Road","TRUE PERFORMANCE PLUS COMM","Y"
"Brookville","PCA OF W PA PC",1,0.833,4,20,24,0,1,39899.2667,"477 Route 28","TRUE PERFORMANCE IND","Y"
"Brookville","SEMEYN FAMILY PRACTICE BK",2,0.8,4,8,10,0,1,39899.2667,"367 Route 28 North","TRUE PERFORMANCE","Y"
"Brookville","PENN HIGHLANDS FAMILY MEDICINE PRUSAKOWSKI",4,0.667,2,6,9,NA,NA,39899.2667,"90 Hospital Road","TRUE PERFORMANCE","Y"
"Brookville","PENN HIGHLANDS ALLEGHENY HEALTH CENTER RHC",3,0.769,3,10,13,1,2,39899.2667,"22 Industrial Park Road","TRUE PERFORMANCE","Y"
"Brownstown","WELLSPAN FAMILY MEDICINE CROSSROADS",1,0.786,3,22,28,1,2,56542,"4131 Oregon Pike","TRUE PERFORMANCE","Y"
"Brownsville","PRAKORB MEDICAL ASSOCIATES",1,0.444,1,4,9,NA,NA,34184.556,"129 Simpson Road","","Y"
"Brownsville","SINGH, MALKIT, MD",2,0.4,1,2,5,NA,NA,34184.556,"631D National Pike East","TRUE PERFORMANCE AHN","Y"
"Burgettstown","CORNERSTONE CARE COMMUNITY MEDICAL DENTAL PLAZA",2,0.786,3,11,14,1,1,49782.601,"1227 Smith Township State Road","TRUE PERFORMANCE PLUS COMM","Y"
"Burgettstown","WMC PHYSICIAN PRACTICES LLC",1,0.895,5,17,19,0,0,49782.601,"560 Steubenville Pike","TRUE PERFORMANCE","Y"
"Butler","BUTLER MEDICAL ASSOCIATES",9,0.715,3,128,179,14,25,41653.157,"1022B North Main Street","TRUE PERFORMANCE PLUS COMM","Y"
"Butler","PRASAD, MAHADEVAPPA M, MD",5,0.871,5,27,31,0,0,41653.157,"1651 North Main Street Ext","TRUE PERFORMANCE IND","Y"
"Butler","PRIMARY CARE ASSOCIATES OF BUTLER",3,0.887,5,181,204,0,0,41653.157,"480 East Jefferson Street","TRUE PERFORMANCE PLUS COMM","Y"
