"City","Practice_Name","City.Rank","Compliance","Star_Rating","Numerator","Denominator","Needed4","Needed5","Med_Household","Address"
"Elizabethtown","LGHP PENN MEDICINE FAMILY MEDICINE NORLANCO",1,0.667,2,2,3,NA,NA,57048.2071,"418 Cloverleaf Road"
"Ellwood City","AHN ELLWOOD CITY PRIMARY CARE",1,0.714,2,5,7,NA,NA,42950.2271,"1673 Route 65"
"Enola","GOOD HOPE FAMILY PHYSICIANS",1,0.857,4,6,7,NA,NA,60321.9544,"1830 Good Hope Road"
"Erie","WEST ERIE MEDICAL GROUP",1,1,5,5,5,NA,NA,51738.0732,"1600 Peninsula Drive"
"Erie","SAINT VINCENT FAMILY MEDICINE CENTER",1,1,5,3,3,NA,NA,27551.5259,"311 West 24th Street"
"Erie","GRANDVIEW FAMILY PRACTICE",10,0.75,3,3,4,NA,NA,41845.1397,"4500 Pine Avenue"
"Erie","HARBORCREEK FAMILY PHYSICIANS",5,0.8,3,4,5,NA,NA,47379.2358,"5241 Buffalo Road"
"Erie","LECOM MAE PCP",4,0.833,4,5,6,NA,NA,51331.4104,"5637 Peach Street"
"Erie","PORT ERIE FAMILY MEDICINE",1,1,5,3,3,NA,NA,42138.7429,"3413 Cherry Street"
"Erie","MILLCREEK FAMILY PRACTICE AND INTERNAL MEDICINE",9,0.778,3,7,9,NA,NA,51738.0732,"2501 West 12th Street"
"Erie","LAKE ERIE MEDICAL GROUP PC",5,0.8,3,4,5,NA,NA,27551.5259,"145 West 23rd Street"
"Erie","PINECREST FAMILY PRACTICE UPMC",5,0.8,3,4,5,NA,NA,41845.1397,"3535 Pine Avenue"
"Erie","PRIMARY CARE WEST UPMC",10,0.75,3,3,4,NA,NA,51738.0732,"1101 Peninsula Drive"
"Erie","WESTMINSTER FAMILY MEDICINE",12,0.6,1,3,5,NA,NA,61240.2787,"3822 Colonial Avenue"
"Erie","GLENWOOD FAMILY MEDICINE",5,0.8,3,4,5,NA,NA,41845.1397,"213 East 41st Street"
"Everett","PENNWOOD FAMILY MEDICINE UPMC",1,0.667,2,2,3,NA,NA,41470.5617,"227 Hospital Drive"
"Fishertown","CHESTNUT RIDGE FAMILY MEDICINE UPMC",1,0.6,1,3,5,NA,NA,43866,"2040 Quaker Valley Road"
"Ford City","GELACEK, PHILIP A MD PC",1,0.6,1,6,10,3,3,36712.0654,"313 Ford Street"
"Ford City","BHS FORD CITY FAMILY PRACTICE",2,0.333,1,1,3,NA,NA,36712.0654,"432 Third Avenue"
"Fredericksburg","FREDERICKSBURG COMM HEALTH CTR PC",1,0.889,5,8,9,NA,NA,55283.0474,"120 South Tan Street"
"Fredericktown","CENTERVILLE CLINICS INC",1,0.714,2,5,7,NA,NA,49369.4259,"1070 Old National Pike Road"
"Gettysburg","GETTYSBURG FAMILY  PRACTICE INC",1,1,5,5,5,NA,NA,52663.1452,"524 South Washington Street"
"Gettysburg","WELLSPAN INTERNAL MEDICINE WASHINGTON STREET",2,0.667,2,2,3,NA,NA,52663.1452,"423 South Washington Street"
"Gibsonia","HEALTH QUEST MED ASSOC LLC",2,0.8,3,4,5,NA,NA,84956.979,"5318 Ranalli Drive"
"Gibsonia","PINE RICHLAND MEDICAL ASSOCIATES",1,0.875,4,7,8,NA,NA,84956.979,"5375 William Flynn Highway"
"Girard","ELK VALLEY MEDICAL CENTER",1,1,5,3,3,NA,NA,48202.7414,"5165 Imperial Parkway"
"Greensburg","EXCELA HEALTH MOUNTAIN VIEW INTERNAL MEDICINE",2,0.667,2,2,3,NA,NA,50613.708,"800 Marguerite Road"
"Greensburg","WALWORTH MEDICAL ASSOCIATES",3,0.571,1,4,7,NA,NA,50613.708,"1275 South Main Street"
"Greensburg","PLUNDO MEDICAL ASSOCIATES OSTEOPATHIC PC",1,1,5,5,5,NA,NA,50613.708,"518 Pellis Road"
"Greensburg","EXCELA HEALTH SOUTHWEST FAMILY MEDICINE",4,0.333,1,1,3,NA,NA,50613.708,"1275 South Main Street"
"Greenville","GREENVILLE MEDICAL CENTER INC",1,0.5,1,2,4,NA,NA,41770.4576,"90 Shenango Street"
"Grove City","FAMILY HEALTHCARE PARTNERS UPMC",1,1,5,3,3,NA,NA,48744.9551,"420 Hillcrest Avenue"
"Grove City","ALLEGHENY HEALTH NETWORK GROVE CITY PRIMARY CARE",2,0.667,2,2,3,NA,NA,48744.9551,"647 North Broad Street EXT"
"Hanover","HANOVER FAMILY PRACTICE ASSOCIATES",1,1,5,3,3,NA,NA,57720.6135,"111 Penn Street"
"Harmony","WAHL AND SONS FAMILY PRACTICE PC",1,0.833,4,5,6,NA,NA,65370.9341,"835 Edmond Street"
"Harrisburg","JATTO INTERNAL MEDICINE AND WELLNESS PC",1,1,5,4,4,NA,NA,71198.6049,"2205 Forest Hills Drive"
"Harrisburg","PINNACLEHEALTH FAMILY CARE UNION DEPOSIT",1,1,5,3,3,NA,NA,51199.6451,"805 Sir Thomas Court"
"Harrisburg","PINNACLEHEALTH INTERNAL MEDICINE UNION DEPOSIT",4,0.75,3,6,8,NA,NA,51199.6451,"805 Sir Thomas Court"
"Harrisburg","UPMC PINNACLE CHAMBERS HILL PRIMARY CARE",1,1,5,3,3,NA,NA,58889.6641,"5400 Chambers Hill Road"
"Hazleton","LEHIGH VALLEY PHYSICIAN GROUP HAZLETON",1,0.778,3,7,9,NA,NA,38377.5536,"50 Moisey Drive"
"Hermitage","CONTI, JOSEPH J., DO LTD",3,0.667,2,2,3,NA,NA,50365.7944,"480 North Kerrwood Dr"
"Hermitage","CRAGO FAMILY MEDICINE PC",1,1,5,3,3,NA,NA,50365.7944,"3150 Highland Road"
"Hermitage","HORIZON FAMILY HEALTH CARE UPMC",3,0.667,2,2,3,NA,NA,50365.7944,"705 Brookshire Drive"
"Hermitage","HERMITAGE INTERNAL MEDICINE UPMC",5,0.571,1,4,7,NA,NA,50365.7944,"2151 Shenango Valley Freeway"
"Hermitage","HERMITAGE FAMILY PRACTICE",2,0.75,3,3,4,NA,NA,50365.7944,"2425 Garden Way"
"Hershey","PENN STATE HERSHEY INTERNAL MEDICINE EAST CAMPUS",1,1,5,9,9,NA,NA,62219.5807,"35 Hope Dr"
"Hershey","PENN STATE HERSHEY MEDICAL GROUP FISHBURN ROAD",1,1,5,8,8,NA,NA,62219.5807,"845 Fishburn Road"
"Hershey","PENN STATE MEDICAL GROUP COCOA",1,1,5,8,8,NA,NA,62219.5807,"1120 Cocoa Avenue"
"Hickory","PPCP HICKORY BURGETTSTOWN",1,1,5,8,8,NA,NA,63443.5822,"4151 Henderson Road"
"Hollsopple","CONEMAUGH PHYSICIAN GROUP FAMILY MEDICINE DAVIDSVILLE RHC",1,0.857,4,6,7,NA,NA,48724.1157,"207 Woodstown Highway"
"Honesdale","WAYNE MEMORIAL COMMUNITY HEALTH CENTERS",1,1,5,3,3,NA,NA,41905.4223,"600 Maple Avenue"
"Hummelstown","FISHER, TODD R MD",1,1,5,3,3,NA,NA,73186.5234,"300 East Main Street"
"Huntington","UNIVERSITY PHYSICIANS AND SURGEONS INC",2,0.6,1,3,5,NA,NA,34303.9173,"1600 Medical Center Drive"
"Huntington","HUNTINGTON INTERNAL MEDICINE GROUP",1,1,5,4,4,NA,NA,43048.7635,"5170 US Route 60  East"
"Imperial","HVMG WEST ALLEGHENY HEALTH CARE SVCS",1,1,5,4,4,NA,NA,64365.5487,"300 Penn Lincoln Drive"
"Indiana","JESICK, ANN R MD",1,1,5,4,4,NA,NA,35819.0123,"15 South 8th Street"
"Indiana","AMBROSE JR, JOSEPH DO",6,0.667,2,2,3,NA,NA,35819.0123,"100 Christy Park Drive"
"Indiana","WOODLE, EDWARD M DO",1,1,5,3,3,NA,NA,35819.0123,"660 Stutzman Road"
"Indiana","ROSE MEDICAL ASSOC PC",1,1,5,3,3,NA,NA,35819.0123,"15 South 8th Street"
"Indiana","ANDREW D CASH DO PC",7,0.6,1,3,5,NA,NA,35819.0123,"1265 Wayne Avenue"
"Indiana","JAMIL AHMED MD PC",1,1,5,4,4,NA,NA,35819.0123,"2121 Shelly Drive"
"Indiana","IRMC PHYSICIAN GROUP PRIMARY CARE",5,0.9,5,9,10,0,0,35819.0123,"879 Hospital Road"
"Irwin","IRWIN FAMILY CARE PC",2,0.6,1,3,5,NA,NA,63181.3156,"905 Spruce Street"
"Irwin","IRWIN PRIMARY CARE ASSOCIATES",2,0.6,1,3,5,NA,NA,63181.3156,"7546 Route 30"
"Irwin","ALLEGHENY FAMILY MEDICINE EAST",1,0.833,4,5,6,NA,NA,63181.3156,"4044 Route 130"
"Jeannette","EXCELA HEALTH INTERNAL MEDICINE HUNTER",2,0.667,2,2,3,NA,NA,46722.6849,"520 Jefferson Avenue"
"Jeannette","EXCELA HEALTH FAMILY MEDICINE JEANNETTE",1,0.833,4,5,6,NA,NA,46722.6849,"601 Michigan Avenue"
"Jefferson Hills","FAMILY PRACTICE MEDICAL ASSOCIATES SOUTH",1,0.667,2,14,21,4,5,49377.46,"1200 Brooks Lane"
"Johnstown","CONEMAUGH PHYS GRP MASSOUD SIRSIKAR",1,1,5,6,6,NA,NA,20685.8,"1 Tech Park Drive"
"Johnstown","RICHARD M KASTELIC MD AND ASSOCIATES PC",6,0.733,3,11,15,2,3,52105.944,"322 Warren Street"
"Johnstown","CONEMAUGH PHYSICIAN GROUP EAST HILLS PRIMARY CARE",3,0.875,4,7,8,NA,NA,43655.3817,"1450 Scalp Avenue"
"Johnstown","FAIRFIELD AVENUE FAM PRAC",1,1,5,4,4,NA,NA,29839.111,"226 Fairfield Avenue"
"Johnstown","STOTLER, CHARLES W, MD",7,0.333,1,1,3,NA,NA,43655.3817,"334 Bloomfield Street"
"Johnstown","WINDBER CARE PHYSICIANS",4,0.8,3,4,5,NA,NA,43655.3817,"1511 Scalp Avenue"
"Johnstown","CHI PRUCHNIC",5,0.75,3,3,4,NA,NA,52105.944,"1086 Franklin Street"
"Kingston","GALASSO III, JAMES W DO",1,0.824,4,14,17,0,1,42131.9256,"610 Wyoming Avenue"
"Kittanning","ARMSTRONG PRIMARY CARE CTR RURAL VALLEY",1,0.667,2,2,3,NA,NA,43030.6152,"10261 State Route 85"
"Kittanning","ARMSTRONG PRIMARY CARE CENTER KITTANNING",2,0.6,1,3,5,NA,NA,43030.6152,"260 South Jefferson Street"
"Lancaster","LGHP PENN MEDICINE ARTHRITIS AND RHEUMATOLOGY",1,1,5,3,3,NA,NA,77000,"2108 Harrisburg Pike"
"Lancaster","STEPHEN G DIAMANTONI MD AND ASSOCIATES",1,1,5,3,3,NA,NA,40530.1694,"734 North Franklin Street"
"Lancaster","LANCASTER FAMILY PRACTICE ASSOCIATES",1,1,5,6,6,NA,NA,64888.3044,"1611 Oregon Pike"
"Latrobe","EXCELA HEALTH DIAGNOSTIC ASSOCIATES",2,0.875,4,7,8,NA,NA,46756.8234,"1 Mellon Way"
"Latrobe","EXCELA HEALTH CHESTNUT RIDGE FAMILY MEDICINE",3,0.808,3,21,26,1,2,46756.8234,"555 Route 217"
"Latrobe","EXCELA HEALTH WELDON FAMILY MEDICINE",1,1,5,4,4,NA,NA,46756.8234,"501 Weldon Street"
"Latrobe","EXCELA SQUARE LATROBE FAMILY MEDICINE",4,0.25,1,1,4,NA,NA,46756.8234,"100 Excela Health Drive"
"Lebanon","LEBANON INTERNAL MEDICINE ASSOCIATES",2,0.958,5,23,24,0,0,53430.4618,"755 Norman Drive"
"Lebanon","YOCUM ASSOCIATES PC",1,1,5,3,3,NA,NA,53430.4618,"940 Cumberland Street"
"Lebanon","WELLSPAN FAMILY MEDICINE WEST CORNWALL",3,0.75,3,3,4,NA,NA,53430.4618,"101 Fairview Circle"
"Leechburg","ARMSTRONG PRIMARY CARE LEECHBURG",2,0.667,2,2,3,NA,NA,50571.4598,"116 Main Street"
"Leechburg","ALLEGHENY TOWNSHIP MEDICAL ASSOCIATES",1,0.909,5,10,11,0,0,50571.4598,"62 Greenbriar Drive"
"Lemoyne","INTERNISTS OF CENTRAL PA",1,0.9,5,9,10,0,0,48911.6952,"108 Lowther Street"
"Lewisburg","EVANGELICAL MEDICAL SERVICES ORGANIZATION",1,0.8,3,4,5,NA,NA,38724.0916,"3 Hospital Drive"
"Lewistown","GEISINGER FAMILY HEALTH ASSOCIATES",1,0.833,4,5,6,NA,NA,33427.5012,"21 Geisinger Lane"
"Ligonier","AHN WESTMORELAND PRIMARY CARE",1,1,5,8,8,NA,NA,48741.0729,"621 West Main Street"
"Lititz","WELLSPAN FAMILY AND PEDIATRIC MEDICINE ROTHSVILLE",1,1,5,3,3,NA,NA,67002.934,"2320 Rothsville Road"
"Loysburg","SOUTHERN COVE MEDICAL ASSOCIATES",1,0.846,4,11,13,0,1,45968,"2230 Woodbury Pike"
"Macungie","ST LUKES MACUNGIE MEDICAL GROUP",1,0.667,2,2,3,NA,NA,72199.2634,"3760 Brookside Road"
"Manheim","LGHP PENN MEDICINE FAMILY MEDICINE MANHEIM",1,1,5,3,3,NA,NA,59061.7394,"700 Lancaster Road"
"Mc Kees Rocks","PARTNERS IN FAMILY CARE PC",1,0.867,4,13,15,0,1,45549.9734,"27 Heckel Road"
"Mc Kees Rocks","PINE HOLLOW MEDICAL ASSOCIATES",2,0.846,4,11,13,0,1,45549.9734,"133 Church Hill Road"
"Mckees Rocks","OHIO VALLEY PROFESSIONAL SERVICES",2,0.75,3,3,4,NA,NA,45549.9734,"596 Pine Hollow Drive"
"Mckees Rocks","WEST HILLS MEDICAL",1,1,5,4,4,NA,NA,45549.9734,"27 Heckel Road"
"McMurray","PPCP MCMURRAY BROOKLINE",4,0.6,1,3,5,NA,NA,71994.4075,"3928 Washington Road"
"McMurray","PRIMARY CARE SOUTH",1,0.857,4,6,7,NA,NA,71994.4075,"1000 Waterdam Plaza"
"McMurray","PRIMARY CARE PROFESSIONALS",3,0.714,2,5,7,NA,NA,71994.4075,"160 Gallery Drive"
"McMurray","WATERDAM FAMILY PRACTICE",1,0.857,4,6,7,NA,NA,71994.4075,"5000 Waterdam Plaza Drive"
"Mechanicsburg","GESINGER HOLY SPIRIT FAMILY MEDICINE MECHANICSBURG",1,1,5,3,3,NA,NA,83688.6203,"335 Lambs Gap Road"
"Mechanicsburg","PINNACLEHEALTH FAMILYCARE MECHANICSBURG",2,0.667,2,2,3,NA,NA,60500.6369,"910 Century Drive"
"Mechanicsburg","PINNACLEHEALTH FAMILY CARE FISHER ROAD",3,0.5,1,2,4,NA,NA,60500.6369,"2140 Fisher Road"
"Meyersdale","FAMILY HEALTHCARE MEYERSDALE RHC",1,0.8,3,4,5,NA,NA,37488.7851,"7160 Mason Dixon Highway"
"Middleburg","FAMILY PRACTICE CENTER PC",1,0.867,4,26,30,0,1,42804.1386,"1 Dock Hill Road"
"Middletown","PINNACLEHEALTH FAMILYCARE MIDDLETOWN",2,0.667,2,2,3,NA,NA,56318.5403,"1025 West Harrisburg Pike"
"Middletown","PENN STATE HERSHEY MEDICAL GROUP MIDDLETOWN",1,1,5,4,4,NA,NA,56318.5403,"3100 Schoolhouse Road"
"Millersville","PENN STATE MEDICAL GROUP MANOR",1,1,5,3,3,NA,NA,51496.109,"16 A Manor Avenue"
"Millvale","JULES KANN AND MALCOLM HARRIS MD",1,0.667,2,2,3,NA,NA,54615.556,"1099 North Avenue"
"Monaca","HVMG GREGG ZERNICH",1,0.667,2,2,3,NA,NA,49359.3409,"3950 Brodhead Road"
"Monaca","HERITAGE VALLEY PRIMARY CARE CENTER",1,0.667,2,2,3,NA,NA,49359.3409,"3468 Brodhead Road"
"Monroeville","PREMIER MEDICAL ASSOCIATES INTERNAL MEDICINE",2,0.857,4,24,28,0,1,58278.8856,"3824 Northern Pike"
"Monroeville","PREMIER MEDICAL  ASSOCIATES FAMILY  PRACTICE",1,0.875,4,35,40,0,1,58278.8856,"1620 Golden Mile Highway"
"Monroeville","PRIMARY CARE PARTNERS OF MONROEVILLE-UPMC",3,0.6,1,3,5,NA,NA,58278.8856,"400 Oxford Drive"
"Monroeville","FORBES FAMILY MEDICINE",4,0.4,1,2,5,NA,NA,58278.8856,"2550 Mosside Boulevard"
"Moon Township","HVMG CHERRINGTON MEDICAL  ASSOCIATES",1,0.667,2,2,3,NA,NA,64014.305,"935 Thorn Run Road"
"Mount Pleasant","EXCELA HEALTH MAIN STREET MEDICAL",1,0.857,4,6,7,NA,NA,43241.5987,"525 West Main Street"
"Munhall","HANDELSMAN FAMILY PRACTICE LLC",1,0.4,1,2,5,NA,NA,38757.3924,"3212 Main Street"
"Natrona Heights","RUSSELLTON MEDICAL GROUP UPMC",1,1,5,4,4,NA,NA,40427.0853,"1604 Burtner Road"
"Natrona Heights","VALLEY FAMILY MEDC UPMC",1,1,5,4,4,NA,NA,40427.0853,"1604 Burtner Road"
"Natrona Heights","NATRONA HEIGHTS MEDICAL ASSOCIATES UPMC",5,0.5,1,2,4,NA,NA,40427.0853,"1800 Union Avenue"
"Natrona Heights","ALLE KISKI MEDICAL ASSOCIATES",4,0.556,1,10,18,5,6,40427.0853,"1621 C Union Avenue"
"Natrona Heights","ALLEGHENY VALLEY INTERNAL MEDICINE",3,0.786,3,11,14,1,2,40427.0853,"1719 Union Avenue"
"New Bethlehem","ARMSTRONG PRIMARY CARE CENTER SOUTH BETHLEHEM",1,0.6,1,3,5,NA,NA,44658.1707,"102 South Street"
"New Castle","GABRIEL, STEVEN A MD PC",1,1,5,3,3,NA,NA,38244.3884,"29 East North Street"
"New Castle","INTERNAL MEDC ASSOC LAWRENCE COUNTY",3,0.833,4,5,6,NA,NA,49205.078,"125 Enclave Drive"
"New Castle","UNION PRIMARY CARE UPMC",4,0.667,2,2,3,NA,NA,38244.3884,"2008 West State Street"
"New Castle","NOBLE HOUSE MEDICAL CLINIC UPMC",4,0.667,2,2,3,NA,NA,49205.078,"3124 Wilmington Road"
"New Castle","LAWRENCE COUNTY FAMILY MEDICINE",1,1,5,7,7,NA,NA,49205.078,"2520 Wilmington Road"
"New Kensington","UNITED PHYSICIANS",1,0.667,2,4,6,NA,NA,45022.7992,"305 Seventh Street"
