"City","Practice_Name","City.Rank","Compliance","Star_Rating","Numerator","Denominator","Needed4","Needed5","Med_Household","Address"
"Allentown","LVPG FAMILY MEDICINE 3080 HAMILTON BOULEVARD",14,0.714,4,10,14,0,1,52682.3905,"3080 Hamilton Boulevard"
"Allentown","LVPG FAMILY MEDICINE SOUTHSIDE",1,1,5,3,3,NA,NA,52682.3905,"141 E Emaus Avenue"
"Allentown","TOTAL FAMILY HEALTHCARE",7,0.818,5,9,11,0,0,52682.3905,"3050 Hamilton Boulevard"
"Allentown","ALLENTOWN FAMILY PRACTICE",23,0.333,2,1,3,NA,NA,27520.1629,"450 Chew Street"
"Allentown","ST LUKES INTERNAL MEDICINE HAMILTON COURT",10,0.75,5,9,12,0,0,52682.3905,"3050 Hamilton Boulevard"
"Allentown","LVPG INTERNAL MEDICINE 1230 CEDAR CREST",4,0.909,5,30,33,0,0,52682.3905,"1230 South Cedar Crest Boulevard"
"Allentown","ST LUKES INTERNAL MEDICINE ALLENTOWN",8,0.786,5,11,14,0,0,66485.4639,"1901 Hamilton Street"
"Allentown","MCGORRY AND MATTA FAMILY MEDICINE",2,0.941,5,16,17,0,0,52682.3905,"3050 Hamilton Boulevard"
"Allentown","AMC MEDICAL ASSOCIATES",21,0.571,3,4,7,NA,NA,66485.4639,"401 North 17th Street"
"Allentown","THOMAS J CZAJKOWSKI MD",16,0.667,4,2,3,NA,NA,66485.4639,"3131 College Heights Boulevard"
"Allentown","LEHIGH VALLEY INTERNISTS",3,0.938,5,15,16,0,0,66485.4639,"798 Hausman Road"
"Allentown","ADULT MEDICINE AND GERIATRICS",22,0.4,2,2,5,NA,NA,66485.4639,"798 Hausman Road"
"Allentown","LVPG FAMILY MEDICINE 1251 CEDAR CREST",18,0.615,4,8,13,0,2,37326,"1251 South Cedar Crest Boulevard"
"Allentown","ST LUKES WALBERT AVENUE MEDICAL CENTER",19,0.6,4,3,5,NA,NA,66485.4639,"2428 Walbert Avenue"
"Allentown","SH PRIMARY CARE WALBERT",30,0,1,0,6,NA,NA,66485.4639,"3420 Walbert Avenue"
"Allentown","LVPG PULMONARY AND CRITICAL CARE MEDICINE",23,0.333,2,1,3,NA,NA,52682.3905,"1250 South Cedar Crest Boulevard"
"Allentown","LVPG FAMILY AND INTERNAL MEDICINE CENTER VALLEY",17,0.625,4,5,8,NA,NA,52682.3905,"1255 South Cedar Crest Boulevard"
"Allentown","LVPG FAMILY MEDICINE CETRONIA",9,0.769,5,10,13,0,0,66485.4639,"250 Cetronia Road"
"Allentown","ST LUKES EMAUS AVENUE FAMILY PRACTICE",6,0.857,5,6,7,NA,NA,52682.3905,"1101 West Emaus Avenue"
"Allentown","LVPG INTERNAL MEDICINE 1255 CEDAR CREST",10,0.75,5,9,12,0,0,52682.3905,"1255 South Cedar Crest Boulevard"
"Allentown","ST LUKES ALLENTOWN FAMILY HEALTH CENTER",10,0.75,5,3,4,NA,NA,52682.3905,"1501 Lehigh Street"
"Allentown","COORDINATED HEALTH FAMILY PRACTICE",28,0.125,1,1,8,NA,NA,66485.4639,"1503 North Cedar Crest Boulevard"
"Allison Park","LAMPERSKI INTERNAL MEDICINE  LLC",1,0.556,3,20,36,2,6,72550.5748,"4068 Mount Royal Boulevard"
"Altoona","UPMC ALTOONA BLAIR MEDICAL ASSOC SPECIALTY",5,0.333,2,3,9,NA,NA,40860.9792,"1414 Ninth Avenue"
"Altoona","SANKARAN, MANICKAM, MD",8,0,1,0,11,7,8,40860.9792,"901 Valley View Blvd."
"Altoona","UPMC ALTOONA REGIONAL HEALTH SERVICES INC",2,0.601,4,212,353,0,43,40860.9792,"1414 Ninth Avenue"
"Altoona","ALTOONA FAMILY PHYSICIANS",8,0,1,0,11,7,8,40571.0686,"501 Howard Avenue"
"Altoona","DOWLUT, MOHAMMAD N MD",8,0,1,0,7,NA,NA,40860.9792,"215 Union Avenue"
"Altoona","PINECROFT MEDICAL CENTER",1,0.889,5,16,18,0,0,40860.9792,"417 Sabbath Rest Road"
"Altoona","K SIRIPALA MD AND ASSOCIATES INC",8,0,1,0,11,7,8,40571.0686,"312 Chestnut Avenue"
"Altoona","DOCTORS WALK IN CARE INC",6,0.214,1,3,14,6,8,40571.0686,"222 Chestnut Avenue"
"Altoona","RIFKAH, ELIAS MD",4,0.364,2,8,22,5,8,40571.0686,"120 Chestnut Avenue"
"Altoona","REINHARDT FAMILY PRACTICE",3,0.558,3,29,52,2,9,40571.0686,"1701 12th Avenue"
"Altoona","TRIDENT USA MOBILE CLINICAL SERVICES LLC",7,0.045,1,1,22,12,15,40571.0686,"1020 Green Avenue"
"Ambridge","HVMG INTERNAL MEDICINE ASSOCIATES",1,0.541,3,92,170,9,31,39157.7213,"1155 Merchant Street"
"Annville","PINNACLEHEALTH ANNVILLE FAMILY MEDICINE",1,0.778,5,63,81,0,0,58347.9183,"1251 East Main Street"
"Apollo","KISKI VALLEY COMMUNITY MEDC PC",1,0.667,4,18,27,0,2,48339.6172,"310 South Second Street"
"Arendtsville","MARTIN, H FREDERICK MD",1,0.545,3,6,11,1,2,78942,"56 South High Street"
"Ashland","ST LUKES ASHLAND FAMILY PRACTICE",1,0.333,2,2,6,NA,NA,41098.0426,"530 Centre Street"
"Aspers","WELLSPAN FAMILY MEDICINE ASPERS",1,0.8,5,12,15,0,0,52562.1,"2060 Carlisle Road"
"Aspinwall","PRIME CARE MEDICAL ASSOCIATES UPMC",1,0.066,1,4,61,32,40,73584.7475,"241-251 Freeport Road"
"Athens","GUTHRIE MEDICAL GROUP PC/ATHENS",1,0.25,1,1,4,NA,NA,36198.6764,"412 South Main Street"
"Atlasburg","ALEXANDER, DAN GEORGE MD",1,0.75,5,3,4,NA,NA,44028,"1569 Smith Township State Road"
"Avella","AVELLA FAMILY PRACTICE LLC",1,0.2,1,2,10,4,6,52105.1292,"9 Campbell Street"
"Avis","GEISINGER JERSEY SHORE MEDICAL ASSOCIATES AVIS",1,0,1,0,4,NA,NA,42798,"104 East Central Avenue"
"Avoca","JAMES J KOSIK DO PC",1,1,5,3,3,NA,NA,46626.1314,"824 McAlpine Street"
"Avonmore","MUTHAPPAN, PALANIAPPAN, MD",1,0.608,4,48,79,0,9,44448.5351,"527 Westmoreland Avenue"
"Baden","HVMG BADEN AREA HEALTHCARE SERVICES",1,0.696,4,39,56,0,2,63009.2585,"210 Ohio River Boulevard"
"Bangor","NORTHAMPTON INTERNAL MEDICINE AT BANGOR",1,0,1,0,8,NA,NA,57029.4254,"125 South First Street"
"Bath","LVPG FAMILY MEDICINE BATH",1,0.667,4,2,3,NA,NA,62496.6811,"6649 Chrisphalt Drive"
"Bath","ST LUKES INTERNAL MEDICINE BATH",1,0.667,4,2,3,NA,NA,62496.6811,"2445 Plaza Court"
"Beaver","HVMG VALLEY INTERNAL MEDICINE",3,0.671,4,157,234,0,12,54197.327,"500 Sharon Road"
"Beaver","INTERNAL MEDICINE AND ENDOCRINOLOGY",2,0.792,5,19,24,0,0,54197.327,"701 Sharon Road"
"Beaver","HVMG BEAVER INTERNAL MEDICINE BEAVER",4,0.568,3,79,139,4,22,54197.327,"1000 Dutch Ridge Rd."
"Beaver","HOLDREN, JEAN A., DO",5,0,1,0,5,NA,NA,54197.327,"701 Sharon Road"
"Beaver","HVMG ASSOCIATES OF INTERNAL MEDICINE",1,0.808,5,80,99,0,0,54197.327,"1211 Third Street"
"Beaver Falls","HVMG BEAVER INTERNAL MEDICINE BEAVER FALLS",2,0.752,5,94,125,0,0,44790.9274,"1307 Sixth Avenue"
"Beaver Falls","HVMG TRINITY",1,0.76,5,79,104,0,0,44790.9274,"2580 Constitution Boulevard"
"Beaver Falls","HERITAGE VALLEY FP- GUFFEY",4,0.686,4,24,35,0,2,44790.9274,"2580 Constution Blvd"
"Beaver Falls","HERITAGE VALLEY FAMILY HEALTH CENTER",5,0.636,4,14,22,0,2,44790.9274,"1125 7th Avenue"
"Beaver Falls","HERITAGE VALLEY FAMILY PRACTICE GRIECO",3,0.704,4,19,27,0,1,44790.9274,"2620 Constitution Boulevard"
"Beckley","CHARLES E PORTERFIELD DO",1,0,1,0,3,NA,NA,35593.2341,"3771 Robert C Byrd Drive"
"Beckley","BECKLEY PHYSICIANS GROUP PLLC",1,0,1,0,3,NA,NA,35593.2341,"179 Woodland Drive"
"Bedford","UPMC BEDFORD INTERNAL MEDICINE",1,0.025,1,1,40,23,28,37904.4741,"118 South Anderson Street"
"Bellaire","BELMONT COMMUNITY HOSPITAL INC",1,0,1,0,4,NA,NA,33680.0351,"4697 Harrison Street"
"Belle Vernon","PEPPER FAMILY MEDICINE",1,0.938,5,15,16,0,0,34703.0682,"728 Broad Avenue"
"Belle Vernon","TRI COUNTY MEDICAL PRACTICE LLC",2,0.787,5,37,47,0,0,34703.0682,"515 Broad Avenue"
"Belle Vernon","PRIME MEDICAL GROUP PCG1-CHAUHAN ASSOCS",3,0.703,4,109,155,0,3,34703.0682,"1533 Broad Avenue"
"Belle Vernon","MON VALE PRIMARY CARE PRACTICES INC",4,0.598,4,55,92,0,12,34703.0682,"800 Plaza Drive"
"Bellefonte","BELLEFONTE MEDICAL CLINIC PC",2,0.839,5,26,31,0,0,45299.856,"527 Willowbank Street"
"Bellefonte","GMG BELLEFONTE FAMILY PRACTICE",1,0.87,5,20,23,0,0,45299.856,"819 East Bishop Street"
"Bellevue","HUSSAINI MEDICAL ASSOCIATES",1,0.667,4,22,33,0,2,45961.4011,"340 Lincoln Avenue"
"Bensalem","ARIA NESHAMINY MEDICAL PRACTICE",1,0.667,4,2,3,NA,NA,61502.8249,"2426 Bristol Road"
"Bentleyville","SOUTHWEST MEDICAL CENTER",1,0.815,5,53,65,0,0,37552.2931,"119 Wilson Road"
"Berwick","GIUGLIANO, FRANK J MD",2,0.333,2,1,3,NA,NA,38172.5427,"523 Fowler Avenue"
"Berwick","KANOUSE MEDICAL GROUP PC",3,0,1,0,5,NA,NA,38172.5427,"695 East 16th Street"
"Berwick","GMG BERWICK FAMILY PRACTICE",1,0.667,4,2,3,NA,NA,38172.5427,"2200 West Front St"
"Bethel Park","ZELONIS,  LAWRENCE J, DO",4,0.583,3,7,12,1,2,64384.8337,"2403 South Park Road"
"Bethel Park","YEASTED, GEORGE A MD",5,0.286,1,2,7,NA,NA,64384.8337,"2000 Oxford Drive"
"Bethel Park","SOUTH HILLS FAMILY MEDICINE LLC",1,0.858,5,145,169,0,0,64384.8337,"1000 Higbee Drive"
"Bethel Park","PPCP BOBBY AND KOTAR",2,0.76,5,19,25,0,0,64384.8337,"2000 Oxford Drive"
"Bethel Park","MT LEBANON INTERNAL MEDICINE DIVISION",3,0.707,4,135,191,0,3,64384.8337,"2000 Oxford Drive"
"Bethel Park","ZELONIS, THOMAS G DO",6,0,1,0,3,NA,NA,64384.8337,"990 Higbee Drive"
"Bethlehem","BACAK III, JOSEPH F MD",15,0.455,3,5,11,2,3,44996.7101,"701 Ostrum Street"
"Bethlehem","WILLIAM J GOULD DO PC",11,0.6,4,3,5,NA,NA,64939.0495,"3445 High Point Boulevard"
"Bethlehem","MEDICAL ASSOCIATES OF BETHLEHEM",3,0.909,5,30,33,0,0,74018.1998,"4311 Easton Avenue"
"Bethlehem","SOUTH MOUNTAIN FAMILY PRACTICE",1,1,5,17,17,0,0,44996.7101,"1545 Broadway"
"Bethlehem","DORVILLE MD AND KUNDU MD ASSOC",7,0.75,5,9,12,0,0,64939.0495,"5325 Northgate Drive"
"Bethlehem","LVPG FAMILY MEDICINE EASTON AVENUE",7,0.75,5,3,4,NA,NA,64939.0495,"3024 Easton Avenue"
"Bethlehem","SOUTH BETHLEHEM FAMILY PRACTICE",1,1,5,3,3,NA,NA,44996.7101,"306 South New Street"
"Bethlehem","LVPG FAMILY AND INTERNAL MEDICINE BETHLEHEM TOWNSHIP",9,0.69,4,20,29,0,1,74018.1998,"2101 Emrick Boulevard"
"Bethlehem","WILLIAM PENN FAMILY PRACTICE",13,0.5,3,3,6,NA,NA,74018.1998,"4379 Easton Avenue"
"Bethlehem","ST LUKES SENIOR CARE ASSOCIATES",16,0.444,3,4,9,NA,NA,44996.7101,"153 Brodhead Road"
"Bethlehem","W TIMOTHY SCHARLE MD INTERNAL MEDICINE",6,0.833,5,5,6,NA,NA,46494.3983,"800 Eaton Ave"
"Bethlehem","ST LUKES BETHLEHEM INTERNAL MEDICINE",4,0.875,5,7,8,NA,NA,46494.3983,"800 Eaton Avenue"
"Bethlehem","ERIKA LAHAV MD",18,0.4,2,2,5,NA,NA,64939.0495,"2045 Westgate Drive"
"Bethlehem","LVPG INTERNAL MEDICINE MUHLENBERG",10,0.643,4,36,56,0,5,64939.0495,"2649 Schoenersville Road"
"Bethlehem","ST LUKES FAMILY PRACTICE",13,0.5,3,7,14,2,4,64939.0495,"2830 Easton Avenue"
"Bethlehem","LEHIGH VALLEY FAMILY PRACTICE ASSOCIATES",5,0.857,5,6,7,NA,NA,64939.0495,"190 Brodhead Road"
"Bethlehem","EASTON MEDICAL GROUP",17,0.417,3,5,12,3,4,74018.1998,"3101 Emrick Boulevard"
"Bethlehem","MILLER HEIGHTS MEDICAL ASSOCIATES",11,0.6,4,9,15,0,2,74018.1998,"3833 Linden Street"
"Blairsville","LAH BLAIRSVILLE FAMILY MEDICINE",1,0.722,5,26,36,0,0,41477.3677,"56 Club Lane"
"Blairsville","KLAIN, MATTHEW N MD PC",2,0.608,4,76,125,0,14,41477.3677,"25 Colony Boulevard"
"Blandon","BERKS FAMILY PHYSICIANS PC",1,0.875,5,7,8,NA,NA,63599,"11 Ingot Drive"
"Blandon","JAMESON, TIMOTHY L DO",3,0,1,0,4,NA,NA,63599,"8500 Allentown Pike"
"Blandon","LVPG FAMILY MEDICINE BLANDON",2,0.75,5,3,4,NA,NA,63599,"850 Golden Drive"
"Blawnox","CONSTANTINO, ANGELO MD",1,0.235,1,4,17,7,9,101351.9137,"121 Freeport Road"
"Blawnox","RFP MORNINGSIDE UPMC",3,0,1,0,6,NA,NA,101351.9137,"121 Freeport Road"
"Blawnox","RFP RIDC UPMC",2,0.125,1,2,16,8,10,101351.9137,"121 Freeport Road"
"Bluefield","EAST RIVER MEDICAL PLLC",1,0,1,0,3,NA,NA,30733.4733,"512 Cherry Street"
"Boiling Springs","BOILING SPRINGS FAMILY MEDICINE",1,0.909,5,10,11,0,0,75509.786,"210 Forge Road"
"Bradford","BRADFORD FAMILY MEDICINE INC",1,0.8,5,8,10,0,0,39327.9581,"14 North Third Street"
"Bradford","FOOTHILLS MEDICAL GROUP",3,0.75,5,12,16,0,0,39327.9581,"116 Interstate Parkway"
"Bradford","BRADFORD MEDICAL GROUP OF UPMC HAMOT",4,0,1,0,14,9,11,39327.9581,"24 West Washington Street"
"Bradford","BRADFORD REGIONAL MEDICAL SERVICES",2,0.778,5,21,27,0,0,39327.9581,"6 North Center Street"
"Brentwood","LINDENBAUM PERRYMAN AND ASSOCS UPMC",1,0.017,1,1,58,34,41,48093.906,"3000 Brownsville Road"
"Bridgeport","MOUNTAIN STATE MEDICAL SPECIALTIES INC",1,0.667,4,2,3,NA,NA,60095.4136,"120 Medical Park Drive"
"Bridgeport","UHC WOUND CARE",2,0,1,0,4,NA,NA,60095.4136,"527 Medical Park Drive"
"Bridgeville","BEEREL MEDICAL LLC",2,0.077,1,1,13,7,9,55631.7796,"1370 Washington Pike"
"Bridgeville","PPCP CHARTIERS VALLEY",1,0.759,5,44,58,0,0,55631.7796,"1168 Washington Pike"
"Broad Top","BROAD TOP AREA MEDICAL CENTER",1,0.364,2,4,11,3,4,39310.2014,"4133 Medical Center Drive"
"Brockway","DEVLIN, JAMES E., MD",1,0.667,4,4,6,NA,NA,40887.3847,"1100 Main Street"
"Brockway","PENN HIGHLANDS FAMILY MEDICINE SCOTT",2,0.6,4,3,5,NA,NA,40887.3847,"1200 Wood Street"
"Brodheadsville","ST LUKES BRODHEADSVILLE FAMILY PRACTICE",1,0.5,3,3,6,NA,NA,51964,"111 Route 715"
"Brodheadsville","LVPG FAMILY MEDICINE WEST END",1,0.5,3,4,8,NA,NA,51964,"12 Kevin Lane"
"Brogue","WELLSPAN FAMILY MEDICINE CHANCEFORD",1,1,5,4,4,NA,NA,64692.9154,"10 Muddy Creek Forks Road"
"Brookfield","SRMG INTERNAL MEDICINE",1,0,1,0,6,NA,NA,39770.5191,"7264 Warren Sharon Road"
"Brookville","PCA OF W PA PC",2,0.84,5,21,25,0,0,39899.2667,"477 Route 28"
"Brookville","SEMEYN FAMILY PRACTICE BK",4,0.571,3,4,7,NA,NA,39899.2667,"367 Route 28 North"
"Brookville","PENN HIGHLANDS FAMILY MEDICINE PRUSAKOWSKI",1,0.875,5,7,8,NA,NA,39899.2667,"90 Hospital Road"
"Brookville","PENN HIGHLANDS ALLEGHENY HEALTH CENTER RHC",3,0.833,5,5,6,NA,NA,39899.2667,"22 Industrial Park Road"
"Brownstown","WELLSPAN FAMILY MEDICINE CROSSROADS",1,0.75,5,12,16,0,0,56542,"4131 Oregon Pike"
"Brownsville","PRAKORB MEDICAL ASSOCIATES",2,0.556,3,5,9,NA,NA,34184.556,"129 Simpson Road"
"Brownsville","SINGH, MALKIT, MD",1,0.583,3,7,12,1,2,34184.556,"631D National Pike East"
"Burgettstown","CORNERSTONE CARE COMMUNITY MEDICAL DENTAL PLAZA",2,0.821,5,23,28,0,0,49782.601,"1227 Smith Township State Road"
"Burgettstown","WMC PHYSICIAN PRACTICES LLC",1,0.938,5,15,16,0,0,49782.601,"560 Steubenville Pike"
"Butler","BUTLER MEDICAL ASSOCIATES",3,0.857,5,120,140,0,0,41653.157,"1022B North Main Street"
"Butler","PRASAD, MAHADEVAPPA M, MD",8,0.639,4,23,36,0,3,41653.157,"1651 North Main Street Ext"
"Butler","SETHI, SURENDRA K MD",5,0.733,5,11,15,0,0,41653.157,"230 South Washington Street"
"Butler","PRIMARY CARE ASSOCIATES OF BUTLER",1,0.885,5,161,182,0,0,41653.157,"480 East Jefferson Street"
"Butler","ZAGGER FAMILY PRACTICE PC",14,0,1,0,26,16,19,41653.157,"1022 A North Main St"
"Butler","CHANNAPATI, THIPPESWAMY T MD",10,0.552,3,16,29,2,5,41653.157,"342 North Main Street"
"Butler","FAMILY MEDICINE OF BUTLER PC",12,0.412,3,7,17,4,6,41653.157,"1022 A North Main Street"
"Butler","FIORINA FAMILY PRACTICE LLC",4,0.811,5,30,37,0,0,41653.157,"109 Technology Drive"
"Butler","WAHL FAMILY PRACTICE PC",1,0.885,5,23,26,0,0,41653.157,"109 Technology Drive"
"Butler","DR FOZIA CHATTA AND ASSOCIATES PC",6,0.69,4,20,29,0,1,41653.157,"315 North Main Street"
"Butler","BHS NALLATHAMBI MEDICAL ASSOC PLLC",9,0.634,4,64,101,0,9,41653.157,"131 East Cunningham Street"
"Butler","BHS EXTENDED CARE ASSOCIATES",13,0.167,1,1,6,NA,NA,41653.157,"One Hospital Way"
"Butler","BUTLER FAMILY PRACTICE",11,0.5,3,16,32,3,8,41653.157,"116 Woody Drive"
"Butler","BASH FAMILY PRACTICE PLLC",7,0.667,4,2,3,NA,NA,41653.157,"200 Renaissance Drive"
"Cabot","CONCORDIA PHYSICIAN PRACTICE",1,0.042,1,1,24,14,17,50675.5663,"112 Marwood Road"
"Cambridge Springs","CAMBRIDGE SPRINGS HEALTH CENTER",1,0.667,4,8,12,0,1,45640.8341,"118 Railroad Street"
"Camp Hill","SUSQUEHANNA INT MEDICINE ASSOC",6,0.65,4,26,40,0,3,55466.5249,"890 Poplar Church Road"
"Camp Hill","PINNACLEHEALTH INTERNAL MEDICINE CAMP HILL",3,0.759,5,22,29,0,0,55466.5249,"4400 Carlisle Pike"
"Camp Hill","AZIZKHAN INTERNAL MEDICINE ASSOCIATES",1,0.851,5,40,47,0,0,55466.5249,"888 Poplar Church Road"
"Camp Hill","PINNACLE HEALTH INTERNAL MEDICINE ASSOCIATES",4,0.714,4,5,7,NA,NA,55466.5249,"4400 Carlisle Pike"
"Camp Hill","CHARANS FAMILY MEDICINE LLC",9,0.5,3,2,4,NA,NA,55466.5249,"890 Poplar Church Road"
"Camp Hill","HAMPDEN PHYSICIAN ASSOCIATES",8,0.577,3,15,26,1,4,55466.5249,"3456 Trindle Road"
"Camp Hill","PENN STATE HERSHEY MEDICAL GROUP CAMP HILL",2,0.769,5,20,26,0,0,55466.5249,"3025 Market Street"
"Camp Hill","GEISINGER HOLY SPIRIT FAMILY MEDICINE YELLOW BREECHES",7,0.611,4,11,18,0,2,55466.5249,"1800 Carlisle Road"
"Camp Hill","LEMOYNE PRIMARY CARE PC",5,0.667,4,4,6,NA,NA,55466.5249,"797 Poplar Church Road"
"Canton","GUTHRIE MEDICAL GROUP PC/CANTON",1,0.6,4,3,5,NA,NA,36184.7884,"127 Sullivan Street"
"Carbondale","BEKELE, TAMRAT MD",2,0,1,0,4,NA,NA,37688.8996,"165 Fallbrook Street"
"Carbondale","COMMONWEALTH PHYSICIAN NETWORK LLC LACKAWANNA",1,0.667,4,4,6,NA,NA,37688.8996,"10 Dundaff Street"
"Carlisle","PHELAN, WILLIAM J, MD",6,0,1,0,5,NA,NA,62959.6513,"2 Tyler Court"
"Carlisle","MASLAND ASSOCIATES INC",2,0.804,5,41,51,0,0,54127.8466,"220 Wilson Street"
"Carlisle","GUISTWITE, KENNETH R MD",4,0.571,3,4,7,NA,NA,54127.8466,"522 South Pitt Street"
"Carlisle","GEISINGER HOLY SPIRIT FAMILY MEDICINE CARLISLE",4,0.571,3,4,7,NA,NA,54127.8466,"1211 Forge Road"
"Carlisle","PINNACLEHEALTH FAMILYCARE SPRING ROAD",3,0.692,4,9,13,0,1,54127.8466,"1921 Spring Road"
"Carlisle","ALEXANDER SPRING FAMILYCARE",1,0.929,5,13,14,0,0,62959.6513,"1533 Commerce Avenue"
"Carnegie","FAMILY PRACTICE MEDICAL CENTER",4,0,1,0,5,NA,NA,48659.4928,"907 Washington Avenue"
"Carnegie","PPCP CIVITARESE SPECA BOVALINO",1,0.848,5,95,112,0,0,48659.4928,"2375 Greentree Road"
"Carnegie","PPCP WILLIAM BADER MD",2,0.739,5,17,23,0,0,48659.4928,"102 Broadway Avenue"
"Carnegie","GATEWAY MEDICAL GROUP UPMC",3,0.118,1,2,17,9,11,48659.4928,"1100 Washington Avenue"
"Carrolltown","CONEMAUGH PHYSICIAN GROUP ST BENEDICT RURAL HEALTH CLINIC",1,0.813,5,26,32,0,0,43570.8092,"564 Theatre Road"
"Carrolltown","PATTON FAMILY MEDICAL CENTER",2,0.636,4,7,11,0,1,43570.8092,"142 East Carroll Street"
"Cassville","BROAD TOP AREA MEDICAL CENTER INC",1,0.333,2,1,3,NA,NA,45200,"478 Seminary Street"
"Catasauqua","BENAVAGE AND HEFFELFINGER",1,0.429,3,3,7,NA,NA,54270.594,"1400 Main Street"
"Catasauqua","LVPG FAMILY MEDICINE CATASAUQUA",2,0.25,1,1,4,NA,NA,54270.594,"840 Walnut Street"
"Center Valley","COOPERSBURG CENTER VALLEY FAMILY PRACTICE",1,0.714,4,10,14,0,1,94037.3539,"5848 Old Bethlehem Pike"
"Chambersburg","SWARTZ, MARK MD",3,0.833,5,5,6,NA,NA,41306.941,"761 Fifth Avenue"
"Chambersburg","KEYSTONE RURAL HEALTH CENTER",5,0.6,4,9,15,0,2,41306.941,"820 Fifth Avenue"
"Chambersburg","BARTON MEDICAL ASSOCIATES",11,0,1,0,6,NA,NA,41306.941,"435 Phoenix Drive"
"Chambersburg","SUMMIT PRIMARY CARE",2,0.931,5,27,29,0,0,41306.941,"12 St Paul Drive"
"Chambersburg","BALHARA INT MEDC ASSOC PC",6,0.556,3,5,9,NA,NA,41306.941,"761 Fifth Avenue"
"Chambersburg","KEYSTONE HEALTH CENTER INTERNAL MEDICINE",8,0.364,2,4,11,3,4,41306.941,"830 Fifth Avenue"
"Chambersburg","CHAMBERSBURG MEDICAL ASSOCIATES",10,0.25,1,1,4,NA,NA,41306.941,"1988 Scotland Avenue"
"Chambersburg","SUMMIT PALLIATIVE CARE SERVICES",11,0,1,0,3,NA,NA,41306.941,"112 North 7th Street"
"Chambersburg","SUMMIT CARDIOLOGY",9,0.333,2,1,3,NA,NA,41306.941,"22 Saint  Paul Drive"
"Chambersburg","SUMMIT PRIMARY CARE",4,0.727,5,8,11,0,0,41306.941,"2055 Scotland Avenue"
"Chambersburg","SUMMIT PRIMARY CARE",7,0.526,3,10,19,2,4,41306.941,"144 South 8th Street"
"Chambersburg","SUMMIT PRIMARY CARE",1,0.971,5,33,34,0,0,41306.941,"3106 Philadelphia Avenue"
"Charleroi","LENTZ, KENNETH, H, MD",2,0,1,0,15,9,11,34738.4174,"625 Lincoln Avenue"
"Charleroi","DERIENZO FAMILY PRACTICE",1,0.741,5,43,58,0,0,34738.4174,"17 Arentzen Boulevard"
"Charleston","KANAWHA VALLEY INTERNAL MEDICINE PLLC",7,0.286,1,2,7,NA,NA,48284.6212,"3418 Staunton Avenue SE"
"Charleston","MOUNTAIN STATE MEDICAL ASSOCIATES",8,0.211,1,4,19,8,10,44784.9369,"300 Kenton Drive"
"Charleston","CHARLESTON FAMILY PRACTICE",6,0.5,3,4,8,NA,NA,22129.5602,"1201 Washington Street"
